company,rank,revenue,sector,city,state
Telephone & Data Systems,512,5225,Telecommunications,Chicago,IL
First Republic Bank,574,4506.9,Financials,San Francisco,CA
Warner Music Group,579,4463,Media,New York,NY
Harley-Davidson,614,4054.4,Transportation,Milwaukee,WI
NOV,457,6090,Energy,Houston,TX
Martin Marietta Materials,546,4729.9,Materials,Raleigh,NC
Mattel,563,4583.7,Household Products,El Segundo,CA
Las Vegas Sands,654,3612,"Hotels, Restaurants & Leisure",Las Vegas,NV
Marathon Oil,733,3086,Energy,Houston,TX
Sealed Air,534,4903.2,Materials,Charlotte,NC
Vulcan Materials,539,4856.8,Materials,Birmingham,AL
Monster Beverage,562,4598.6,"Food, Beverages & Tobacco",Corona,CA
Ametek,566,4540,Technology,Berwyn,PA
Greif,572,4515,Materials,Delaware,OH
Sonoco Products,511,5237.4,Materials,Hartsville,SC
Coca-Cola Consolidated,526,5007.4,"Food, Beverages & Tobacco",Charlotte,NC
Evergy,532,4913.4,Energy,Kansas City,MO
Cornerstone Building Brands,557,4617.4,Materials,Cary,NC
Coty,426,6737.9,Household Products,New York,NY
Electronic Arts,485,5537,Media,Redwood City,CA
Schneider National,565,4552.8,Transportation,Green Bay,WI
Zebra Technologies,581,4448,Industrials,Lincolnshire,IL
Hologic,641,3776.4,Health Care,Marlborough,MA
MDU Resources Group,486,5532.8,Energy,Bismarck,ND
Silgan Holdings,530,4921.9,Materials,Stamford,CT
Ingersoll Rand,533,4910.2,Industrials,Davidson,NC
Under Armour,578,4474.7,Apparel,Baltimore,MD
Ryerson Holding,676,3466.6,Materials,Chicago,IL
NetApp,497,5412,Technology,Sunnyvale,CA
Tapestry,528,4961.4,Apparel,New York,NY
Intuitive Surgical,591,4358.4,Health Care,Sunnyvale,CA
KB Home,603,4183.2,Engineering & Construction,Los Angeles,CA
Continental Resources,818,2586.5,Energy,Oklahoma City,OK
Cerner,490,5505.8,Health Care,North Kansas City,MO
Kemper,514,5205.7,Financials,Chicago,IL
Levi Strauss,580,4452.6,Apparel,San Francisco,CA
Hilton Worldwide Holdings,596,4307,"Hotels, Restaurants & Leisure",McLean,VA
Nasdaq,480,5627,Financials,New York,NY
Chesapeake Energy,513,5210,Energy,Oklahoma City,OK
Resideo Technologies,523,5071,Materials,Austin,TX
Petco Health and Wellness,531,4920.2,Retailing,San Diego,CA
Brunswick,592,4347.5,Transportation,Mettawa,IL
Patterson,491,5490,Health Care,St. Paul,MN
Knight-Swift Transportation Holdings,551,4673.9,Transportation,Phoenix,AZ
ServiceNow,570,4519.5,Technology,Santa Clara,CA
PENN Entertainment,659,3578.7,"Hotels, Restaurants & Leisure",Wyomissing,PA
Airbnb,688,3378.2,Technology,San Francisco,CA
Fastenal,479,5647.3,Wholesalers,Winona,MN
GameStop,521,5089.8,Retailing,Grapevine,TX
SVB Financial Group,613,4081.8,Financials,Santa Clara,CA
JetBlue Airways,752,2957,Transportation,Long Island City,NY
Sprouts Farmers Market,437,6468.8,Food & Drug Stores,Phoenix,AZ
M&T Bank,444,6281.2,Financials,Buffalo,NY
CACI International,473,5720,Technology,Arlington,VA
RPM International,489,5507,Chemicals,Medina,OH
Huntington Bancshares,510,5238,Financials,Columbus,OH
Big Lots,449,6199.2,Retailing,Columbus,OH
Sinclair Broadcast Group,465,5943,Media,Hunt Valley,MD
Select Medical Holdings,487,5531.7,Health Care,Mechanicsburg,PA
Amkor Technology,525,5050.6,Technology,Tempe,AZ
Alaska Air Group,661,3566,Transportation,Seattle,WA
ABM Industries,462,5987.6,Business Services,New York,NY
Post Holdings,474,5698.7,"Food, Beverages & Tobacco",St. Louis,MO
Moody's,500,5371,Business Services,New York,NY
Lululemon athletica,587,4401.9,Retailing,Sumner,WA
McCormick,482,5601.3,"Food, Beverages & Tobacco",Hunt Valley,MD
Watsco,524,5054.9,Wholesalers,Miami,FL
Skechers U.S.A.,558,4613.4,Apparel,Manhattan Beach,CA
Live Nation Entertainment,994,1861.2,Media,Beverly Hills,CA
O-I Glass,455,6091,Materials,Perrysburg,OH
Crown Castle International,467,5840,Financials,Houston,TX
Agilent Technologies,502,5339,Technology,Santa Clara,CA
Chemours,527,4969,Chemicals,Wilmington,DE
Frontier Communications,402,7155,Telecommunications,Norwalk,CT
Ameren,469,5794,Energy,St. Louis,MO
Roper Technologies,488,5527.1,Technology,Sarasota,FL
Hasbro,494,5465.4,Household Products,Pawtucket,RI
Robert Half International,519,5109,Business Services,Menlo Park,CA
Compass,646,3720.8,Financials,New York,NY
ARKO,681,3409.4,Retailing,Richmond,VA
Northern Trust,443,6301.1,Financials,Chicago,IL
Yum Brands,478,5652,"Hotels, Restaurants & Leisure",Louisville,KY
Landstar System,606,4136.4,Transportation,Jacksonville,FL
CF Industries Holdings,609,4124.1,Chemicals,Deerfield,IL
Regions Financial,434,6655,Financials,Birmingham,AL
Equinix,461,5998.5,Financials,Redwood City,CA
Dillard&#8217;s,585,4433.2,Retailing,Little Rock,AR
EnLink Midstream,630,3893.8,Energy,Dallas,TX
Southwestern Energy,893,2308,Energy,Spring,TX
Sanmina,418,6960.4,Technology,San Jose,CA
Academy Sports and Outdoors,475,5689.2,Retailing,Katy,TX
Commercial Metals,492,5476.5,Materials,Irving,TX
ON Semiconductor,509,5255,Technology,Phoenix,AZ
Beacon Roofing Supply,420,6943.9,Wholesalers,Herndon,VA
Veritiv,439,6345.6,Wholesalers,Atlanta,GA
Ingredion,463,5987,"Food, Beverages & Tobacco",Westchester,IL
Diamondback Energy,781,2813,Energy,Midland,TX
Citizens Financial Group,381,7676,Financials,Providence,RI
Rockwell Automation,440,6329.8,Industrials,Milwaukee,WI
KLA,468,5806.4,Technology,Milpitas,CA
Camping World Holdings,496,5446.6,Retailing,Lincolnshire,IL
Brighthouse Financial,353,8503,Financials,Charlotte,NC
PPL,382,7607,Energy,Allentown,PA
Cintas,410,7085.1,Business Services,Cincinnati,OH
Xerox Holdings,415,7022,Technology,Norwalk,CT
NCR,446,6207,Technology,Atlanta,GA
Darden Restaurants,377,7806.9,"Hotels, Restaurants & Leisure",Orlando,FL
Securian Financial Group,421,6870.4,Financials,St. Paul,MN
Graphic Packaging Holding,435,6559.9,Materials,Atlanta,GA
Analog Devices,481,5603.1,Technology,Wilmington,MA
Clorox,427,6721,Household Products,Oakland,CA
KBR,470,5767,Engineering & Construction,Houston,TX
Hertz Global Holdings,508,5258,Retailing,Estero,FL
TravelCenters of America,540,4846,Retailing,Westlake,OH
American Financial Group,376,7909,Financials,Cincinnati,OH
Science Applications International,412,7056,Technology,Reston,VA
Hanesbrands,432,6664.4,Apparel,Winston-Salem,NC
UGI,436,6559,Energy,King of Prussia,PA
Avantor,438,6393.6,Technology,Radnor,PA
CMS Energy,430,6680,Energy,Jackson,MI
Taylor Morrison Home,452,6129.3,Engineering & Construction,Scottsdale,AZ
Chipotle Mexican Grill,464,5984.6,"Hotels, Restaurants & Leisure",Newport Beach,CA
Arconic,476,5675,Materials,Pittsburgh,PA
KeyCorp,396,7337,Financials,Cleveland,OH
Vertex Pharmaceuticals,448,6205.7,Health Care,Boston,MA
A-Mark Precious Metals,495,5461.1,Materials,El Segundo,CA
Hess,543,4804,Energy,New York,NY
Casey's General Stores,371,8112.3,Retailing,Ankeny,IA
T. Rowe Price,447,6206.7,Financials,Baltimore,MD
Fortune Brands Home & Security,456,6090.3,Household Products,Deerfield,IL
LPL Financial Holdings,466,5871.6,Financials,San Diego,CA
Westinghouse Air Brake Technologies,384,7556.1,Industrials,Pittsburgh,PA
Zimmer Biomet Holdings,414,7024.5,Health Care,Warsaw,IN
Zoetis,431,6675,Health Care,Parsippany,NJ
Packaging Corp. of America,433,6658.2,Materials,Lake Forest,IL
Bath & Body Works,257,11846.9,Retailing,Columbus,OH
Genworth Financial,348,8658,Financials,Richmond,VA
Booz Allen Hamilton Holding,391,7463.8,Technology,McLean,VA
Dover,429,6683.8,Industrials,Downers Grove,IL
MasTec,441,6321,Engineering & Construction,Coral Gables,FL
Boise Cascade,493,5474.8,Wholesalers,Boise,ID
APA,595,4308,Energy,Houston,TX
J.M. Smucker,378,7801,"Food, Beverages & Tobacco",Orrville,OH
Oshkosh,422,6856.8,Industrials,Oshkosh,WI
Anywhere Real Estate,445,6221,Financials,Madison,NJ
Opendoor Technologies,819,2583.1,Technology,Tempe,AZ
Autoliv,392,7447.4,Motor Vehicles & Parts,Auburn Hills,MI
Motorola Solutions,395,7414,Technology,Chicago,IL
Arthur J. Gallagher,416,7003.6,Financials,Rolling Meadows,IL
Williams-Sonoma,425,6783.2,Retailing,San Francisco,CA
Zillow Group,692,3339.8,Technology,Seattle,WA
S&P Global,393,7442,Business Services,New York,NY
WEC Energy Group,400,7241.7,Energy,Milwaukee,WI
Polaris,407,7108.3,Transportation,Medina,MN
FM Global,423,6798,Financials,Johnston,RI
CenterPoint Energy,342,8835,Energy,Houston,TX
Fifth Third Bancorp,358,8402,Financials,Cincinnati,OH
Masco,398,7289,Household Products,Livonia,MI
Avery Dennison,417,6971.5,Materials,Glendale,CA
Campbell Soup,335,9050,"Food, Beverages & Tobacco",Camden,NJ
Global Payments,394,7423.6,Business Services,Atlanta,GA
Owens Corning,413,7055,Materials,Toledo,OH
Huntsman,460,6025,Chemicals,The Woodlands,TX
Franklin Resources,484,5566.5,Financials,San Mateo,CA
CommScope Holding,356,8435.9,Technology,Hickory,NC
Constellation Brands,359,8343.5,"Food, Beverages & Tobacco",Victor,NY
Ulta Beauty,451,6152,Retailing,Bolingbrook,IL
Celanese,477,5655,Chemicals,Irving,TX
Expedia Group,515,5199,Retailing,Seattle,WA
UFP Industries,518,5154,Materials,Grand Rapids,MI
Graybar Electric,399,7265.7,Wholesalers,St. Louis,MO
Ovintiv,458,6087,Energy,Denver,CO
Activision Blizzard,373,8086,Media,Santa Monica,CA
Chewy,403,7146.3,Retailing,Dania Beach,FL
Toll Brothers,411,7077.7,Engineering & Construction,Fort Washington,PA
Carlyle Group,758,2934.6,Financials,Washington,DC
SpartanNash,329,9348.5,Wholesalers,Byron Center,MI
Foot Locker,385,7548,Retailing,New York,NY
Dana,408,7106,Motor Vehicles & Parts,Maumee,OH
Olin,472,5758,Chemicals,Clayton,MO
Hershey,370,8149.7,"Food, Beverages & Tobacco",Hershey,PA
NVR,383,7566,Engineering & Construction,Reston,VA
PVH,404,7132.6,Apparel,New York,NY
Jefferies Financial Group,419,6955.9,Financials,New York,NY
Apollo Global Management,938,2110.9,Financials,New York,NY
Bed Bath & Beyond,280,11158.6,Retailing,Union,NJ
Intercontinental Exchange,365,8244,Financials,Atlanta,GA
Seaboard,406,7126,"Food, Beverages & Tobacco",Merriam,KS
First American Financial,409,7086.7,Financials,Santa Ana,CA
VF,263,11688.1,Apparel,Denver,CO
ODP,312,9710,Retailing,Boca Raton,FL
Old Republic International,401,7166,Financials,Chicago,IL
Burlington Stores,471,5764,Retailing,Burlington,NJ
Avis Budget Group,498,5402,Retailing,Parsippany,NJ
News Corp.,337,9008,Media,New York,NY
Insight Enterprises,360,8340.6,Technology,Tempe,AZ
W.R. Berkley,372,8098.9,Financials,Greenwich,CT
Western & Southern Financial Group,374,8057.9,Financials,Cincinnati,OH
American Tower,375,8041.5,Financials,Boston,MA
Huntington Ingalls Industries,327,9361,Aerospace & Defense,Newport News,VA
Erie Insurance Group,347,8666,Financials,Erie,PA
Univar Solutions,362,8265,Wholesalers,Downers Grove,IL
Cincinnati Financial,386,7536.3,Financials,Fairfield,OH
United Rentals,352,8530,Business Services,Stamford,CT
Ryder System,357,8420.1,Transportation,Miami,FL
Intuit,380,7679,Technology,Mountain View,CA
MGM Resorts International,517,5162.1,"Hotels, Restaurants & Leisure",Las Vegas,NV
Public Service Enterprise Group,318,9603,Energy,Newark,NJ
Eversource Energy,338,8904.4,Energy,Springfield,MA
Owens & Minor,345,8706.9,Health Care,Mechanicsville,VA
Yum China Holdings,363,8263,"Hotels, Restaurants & Leisure",Plano,TX
Asbury Automotive Group,405,7131.8,Retailing,Duluth,GA
Altice USA,306,9894.6,Telecommunications,Long Island City,NY
EMCOR Group,344,8797.1,Engineering & Construction,Norwalk,CT
Raymond James Financial,367,8168,Financials,St. Petersburg,FL
Weyerhaeuser,387,7532,Materials,Seattle,WA
Molson Coors Beverage,314,9654,"Food, Beverages & Tobacco",Chicago,IL
Interpublic Group,334,9061,Business Services,New York,NY
Air Products & Chemicals,340,8856.3,Chemicals,Allentown,PA
Eastman Chemical,355,8473,Chemicals,Kingsport,TN
Thrivent Financial for Lutherans,369,8152.7,Financials,Minneapolis,MN
Ally Financial,287,10780,Financials,Detroit,MI
Newell Brands,325,9385,Household Products,Atlanta,GA
Williams,379,7719,Energy,Tulsa,OK
Delek US Holdings,397,7301.8,Energy,Brentwood,TN
DCP Midstream,442,6302,Energy,Denver,CO
FirstEnergy,294,10435,Energy,Akron,OH
Quest Diagnostics,324,9437,Health Care,Secaucus,NJ
Amphenol,349,8598.9,Technology,Wallingford,CT
Booking Holdings,424,6796,Technology,Norwalk,CT
Biogen,228,13444.6,Health Care,Cambridge,MA
Equitable Holdings,244,12415,Financials,New York,NY
Advance Auto Parts,301,10106.3,Retailing,Raleigh,NC
Auto-Owners Insurance,341,8853.2,Financials,Lansing,MI
Caesars Entertainment,675,3474,"Hotels, Restaurants & Leisure",Reno,NV
Conagra Brands,283,11054.4,"Food, Beverages & Tobacco",Chicago,IL
Norfolk Southern,307,9789,Transportation,Norfolk,VA
AES,313,9660,Energy,Arlington,VA
Mohawk Industries,321,9552.2,Household Products,Calhoun,GA
AGCO,331,9149.7,Industrials,Duluth,GA
Republic Services,297,10153.6,Business Services,Phoenix,AZ
Hormel Foods,317,9608.5,"Food, Beverages & Tobacco",Austin,MN
Liberty Media,326,9363,Media,Englewood,CO
Icahn Enterprises,453,6123,Financials,Sunny Isles Beach,FL
DaVita,271,11550.6,Health Care,Denver,CO
Mutual of Omaha Insurance,282,11098.4,Financials,Omaha,NE
Entergy,300,10113.6,Energy,New Orleans,LA
Assurant,302,10094.8,Financials,New York,NY
International Flavors & Fragrances,522,5084.2,Chemicals,New York,NY
Unum Group,230,13162.1,Financials,Chattanooga,TN
State Street,252,12078,Financials,Boston,MA
Boston Scientific,305,9913,Health Care,Marlborough,MA
Alleghany,339,8896.7,Financials,New York,NY
Westlake,388,7504,Chemicals,Houston,TX
Aramark,235,12829.6,Business Services,Philadelphia,PA
Peter Kiewit Sons',243,12463,Engineering & Construction,Omaha,NE
Vistra,274,11443,Energy,Irving,TX
Alcoa,330,9286,Materials,Pittsburgh,PA
Newmont,273,11497,Energy,Denver,CO
Warner Bros. Discovery,290,10671,Media,Silver Spring,MD
J.B. Hunt Transport Services,315,9636.6,Transportation,Lowell,AR
Devon Energy,520,5091,Energy,Oklahoma City,OK
Community Health Systems,259,11789,Health Care,Franklin,TN
Dick's Sporting Goods,320,9584,Retailing,Coraopolis,PA
Mosaic,346,8681.7,Chemicals,Tampa,FL
Thor Industries,368,8167.9,Motor Vehicles & Parts,Elkhart,IN
Textron,265,11651,Aerospace & Defense,Providence,RI
eBay,276,11351,Technology,San Jose,CA
Jones Financial (Edward Jones),295,10165,Financials,Des Peres,MO
Sonic Automotive,308,9767,Retailing,Charlotte,NC
Keurig Dr Pepper,267,11618,"Food, Beverages & Tobacco",Burlington,MA
Universal Health Services,270,11558.9,Health Care,King of Prussia,PA
CSX,292,10583,Transportation,Jacksonville,FL
Henry Schein,298,10119.1,Health Care,Melville,NY
Ecolab,237,12748.7,Chemicals,St. Paul,MN
Baxter International,264,11673,Health Care,Deerfield,IL
Tractor Supply,291,10620.4,Retailing,Brentwood,TN
Andersons,366,8208.4,"Food, Beverages & Tobacco",Maumee,OH
XPO Logistics,190,16252,Transportation,Greenwich,CT
Sempra,255,11940,Energy,San Diego,CA
Markel,311,9735.1,Financials,Glen Allen,VA
Carvana,483,5586.6,Retailing,Tempe,AZ
Fox,247,12303,Media,New York,NY
W.W. Grainger,258,11797,Wholesalers,Lake Forest,IL
Crown Holdings,269,11575,Materials,Yardley,PA
Quanta Services,278,11202.7,Engineering & Construction,Houston,TX
Rocket Companies,194,15980.7,Financials,Detroit,MI
Discover Financial Services,233,12953,Financials,Riverwoods,IL
LKQ,266,11628.8,Wholesalers,Chicago,IL
Global Partners,361,8321.6,Wholesalers,Waltham,MA
Consolidated Edison,249,12246,Energy,New York,NY
Ameriprise Financial,253,11958,Financials,Minneapolis,MN
O'Reilly Automotive,268,11604.5,Retailing,Springfield,MO
Xcel Energy,272,11526,Energy,Minneapolis,MN
Wayfair,217,14145.2,Retailing,Boston,MA
Leidos Holdings,248,12297,Technology,Reston,VA
Ball,260,11781,Materials,Westminster,CO
Group 1 Automotive,286,10851.8,Retailing,Houston,TX
Fidelity National Information Services,241,12552,Business Services,Jacksonville,FL
Berry Global Group,261,11709,Materials,Evansville,IN
IQVIA Holdings,275,11359,Health Care,Durham,NC
Marriott International,293,10571,"Hotels, Restaurants & Leisure",Bethesda,MD
Qurate Retail,216,14177,Retailing,Englewood,CO
PulteGroup,284,11036.1,Engineering & Construction,Atlanta,GA
Pacific Life,303,10062,Financials,Newport Beach,CA
Jacobs Engineering Group,225,13578.2,Engineering & Construction,Dallas,TX
Farmers Insurance Exchange,256,11869.7,Financials,Woodland Hills,CA
Corning,277,11303,Industrials,Corning,NY
Reliance Steel & Aluminum,343,8811.9,Materials,Los Angeles,CA
AECOM,189,16390.8,Engineering & Construction,Los Angeles,CA
Dominion Energy,193,16128,Energy,Richmond,VA
Fluor,196,15884.2,Engineering & Construction,Irving,TX
Kellogg,222,13770,"Food, Beverages & Tobacco",Battle Creek,MI
Principal Financial,206,14741.7,Financials,Des Moines,IA
Parker-Hannifin,223,13695.5,Industrials,Cleveland,OH
Omnicom Group,229,13171.1,Business Services,New York,NY
Otis Worldwide,236,12756,Industrials,Farmington,CT
Illinois Tool Works,240,12574,Industrials,Glenview,IL
American Family Insurance Group,232,13074.5,Financials,Madison,WI
AutoZone,238,12632,Retailing,Memphis,TN
Lam Research,304,10044.7,Technology,Fremont,CA
Pioneer Natural Resources,428,6685,Energy,Irving,TX
Guardian Life Ins. Co. of America,227,13561.5,Financials,New York,NY
Loews,239,12583,Financials,New York,NY
Nordstrom,289,10715,Retailing,Seattle,WA
BorgWarner,295,10165,Motor Vehicles & Parts,Auburn Hills,MI
Automatic Data Processing,208,14589.8,Business Services,Roseland,NJ
Halliburton,211,14445,Energy,Houston,TX
Edison International,226,13578,Energy,Rosemead,CA
Murphy USA,322,9504.3,Retailing,El Dorado,AR
Synchrony Financial,187,16472,Financials,Stamford,CT
Corteva,214,14217,"Food, Beverages & Tobacco",Wilmington,DE
DTE Energy,250,12177,Energy,Detroit,MI
Fidelity National Financial,288,10778,Financials,Jacksonville,FL
Land O'Lakes,219,13948.9,"Food, Beverages & Tobacco",Arden Hills,MN
Adobe,234,12868,Technology,San Jose,CA
Cheniere Energy,328,9358,Energy,Houston,TX
Southwest Airlines,336,9048,Transportation,Dallas,TX
Bank of New York Mellon,180,16940,Financials,New York,NY
Estée Lauder,213,14294,Household Products,New York,NY
Laboratory Corp. of America,218,13978.5,Health Care,Burlington,NC
Regeneron Pharmaceuticals,354,8497.1,Health Care,Tarrytown,NY
Fiserv,205,14852,Business Services,Brookfield,WI
Expeditors Intl. of Washington,299,10116.5,Transportation,Seattle,WA
Advanced Micro Devices,309,9763,Technology,Santa Clara,CA
BJ's Wholesale Club,198,15430,Retailing,Westborough,MA
Reinsurance Group of America,207,14596,Financials,Chesterfield,MO
Gap,221,13800,Retailing,San Francisco,CA
Kinder Morgan,262,11700,Energy,Houston,TX
Oneok,351,8542.2,Energy,Tulsa,OK
Western Digital,182,16736,Technology,San Jose,CA
American Electric Power,204,14918.5,Energy,Columbus,OH
PPG Industries,220,13834,Chemicals,Pittsburgh,PA
DuPont,144,20397,Chemicals,Wilmington,DE
NextEra Energy,166,17997,Energy,Juno Beach,FL
Stryker,212,14351,Health Care,Kalamazoo,MI
Targa Resources,364,8260.3,Energy,Houston,TX
Colgate-Palmolive,188,16471,Household Products,New York,NY
Stanley Black & Decker,209,14534.6,Household Products,New Britain,CT
Goodyear Tire & Rubber,246,12321,Motor Vehicles & Parts,Akron,OH
Uber Technologies,281,11139,Technology,San Francisco,CA
DXC Technology,152,19577,Technology,Tysons,VA
L3Harris Technologies,163,18194,Aerospace & Defense,Melbourne,FL
DISH Network,197,15493.4,Telecommunications,Englewood,CO
Block,323,9497.6,Business Services,San Francisco,CA
General Mills,169,17626.6,"Food, Beverages & Tobacco",Minneapolis,MN
Tenneco,199,15379,Motor Vehicles & Parts,Lake Forest,IL
Waste Management,202,15218,Business Services,Houston,TX
Viatris,254,11946,Health Care,Canonsburg,PA
WESCO International,245,12326,Wholesalers,Pittsburgh,PA
Emerson Electric,181,16785,Industrials,St. Louis,MO
Texas Instruments,210,14461,Technology,Dallas,TX
HF Sinclair,279,11183.6,Energy,Dallas,TX
Steel Dynamics,319,9601.5,Materials,Fort Wayne,IN
WestRock,170,17578.8,Materials,Atlanta,GA
Genuine Parts,173,17384.4,Wholesalers,Atlanta,GA
Cognizant Technology Solutions,185,16652,Technology,Teaneck,NJ
EOG Resources,285,11032,Energy,Houston,TX
Lincoln National,172,17439,Financials,Radnor,PA
Mastercard,201,15301,Business Services,Purchase,NY
Ross Stores,242,12531.6,Retailing,Dublin,CA
Charles Schwab,251,12109,Financials,Westlake,TX
Lear,179,17045.5,Motor Vehicles & Parts,Southfield,MI
Jones Lang LaSalle,186,16589.9,Financials,Chicago,IL
BlackRock,192,16205,Financials,New York,NY
Kohl's,195,15955,Retailing,Menomonee Falls,WI
Lumen Technologies,139,20712,Telecommunications,Monroe,LA
Kimberly-Clark,158,19140,Household Products,Irving,TX
Tenet Healthcare,167,17640,Health Care,Dallas,TX
Avnet,168,17634.3,Wholesalers,Phoenix,AZ
PNC Financial Services Group,120,24039,Financials,Pittsburgh,PA
Sherwin-Williams,162,18361.7,Chemicals,Cleveland,OH
Marsh & McLennan,175,17224,Financials,New York,NY
Builders FirstSource,350,8558.9,Materials,Dallas,TX
Becton Dickinson,177,17117,Health Care,Franklin Lakes,NJ
United States Steel,310,9741,Materials,Pittsburgh,PA
Cleveland-Cliffs,501,5354,Energy,Cleveland,OH
Baker Hughes,140,20705,Energy,Houston,TX
PG&E,160,18469,Energy,San Francisco,CA
CDW,161,18467.5,Technology,Lincolnshire,IL
ManpowerGroup,165,18001,Business Services,Milwaukee,WI
Carrier Global,171,17456,Industrials,Palm Beach Gardens,FL
Altria Group,138,20841,"Food, Beverages & Tobacco",Richmond,VA
International Paper,141,20580,Materials,Memphis,TN
Union Pacific,153,19533,Transportation,Omaha,NE
Whirlpool,154,19456,Industrials,Benton Harbor,MI
Aflac,131,22147,Financials,Columbus,GA
Hartford Financial Services Group,142,20523,Financials,Hartford,CT
Lithia Motors,231,13124.3,Retailing,Medford,OR
Blackstone,454,6101.9,Financials,New York,NY
Truist Financial,119,24427,Financials,Charlotte,NC
Applied Materials,176,17202,Technology,Santa Clara,CA
C.H. Robinson Worldwide,191,16207.1,Transportation,Eden Prairie,MN
Freeport-McMoRan,215,14198,Energy,Phoenix,AZ
Southern,146,20375,Energy,Atlanta,GA
McDonald's,157,19207.8,"Hotels, Restaurants & Leisure",Chicago,IL
Paccar,159,18728.5,Industrials,Bellevue,WA
U.S. Bancorp,113,25241,Financials,Minneapolis,MN
Rite Aid,132,21928.4,Food & Drug Stores,Camp Hill,PA
Visa,133,21846,Business Services,San Francisco,CA
Cummins,150,19811,Industrials,Columbus,IN
Duke Energy,126,23453,Energy,Charlotte,NC
PayPal Holdings,134,21454,Business Services,San Jose,CA
Macy's,164,18097,Retailing,New York,NY
United Airlines Holdings,200,15355,Transportation,Chicago,IL
Amgen,112,25424,Health Care,Thousand Oaks,CA
Penske Automotive Group,143,20443.9,Retailing,Bloomfield Hills,MI
AutoNation,145,20390,Retailing,Fort Lauderdale,FL
Kraft Heinz,110,26185,"Food, Beverages & Tobacco",Chicago,IL
Dollar Tree,111,25509.3,Retailing,Chesapeake,VA
Salesforce,137,21252,Technology,San Francisco,CA
KKR,316,9629.7,Financials,New York,NY
Occidental Petroleum,183,16680,Energy,Houston,TX
Nvidia,184,16675,Technology,Santa Clara,CA
NRG Energy,333,9093,Energy,Princeton,NJ
United Natural Foods,107,26742.8,Wholesalers,Providence,RI
Gilead Sciences,116,24689,Health Care,Foster City,CA
Lennar,129,22488.9,Engineering & Construction,Miami,FL
PBF Energy,203,15115.9,Energy,Parsippany,NJ
Broadcom,121,23888,Technology,San Jose,CA
CBRE Group,122,23826.2,Financials,Dallas,TX
Micron Technology,135,21435,Technology,Boise,ID
Molina Healthcare,155,19423,Health Care,Long Beach,CA
Hewlett Packard Enterprise,106,26982,Technology,Houston,TX
Eli Lilly,118,24539.8,Health Care,Indianapolis,IN
D.R. Horton,148,20311.1,Engineering & Construction,Arlington,TX
Clearwater Paper,993,1868.6,Materials,Spokane,WA
BioMarin Pharmaceutical,995,1860.5,Health Care,San Rafael,CA
CoreLogic,952,2016.7,Business Services,Irvine,CA
Amneal Pharmaceuticals,956,1992.5,Health Care,Bridgewater,NJ
Korn Ferry,961,1977.3,Business Services,Los Angeles,CA
B&G Foods,967,1967.9,"Food, Beverages & Tobacco",Parsippany,NJ
First Citizens BancShares,970,1960.8,Financials,Raleigh,NC
Arcosa,975,1935.6,Engineering & Construction,Dallas,TX
Teledyne FLIR,978,1923.7,Technology,Wilsonville,OR
CoreCivic,982,1905.5,Business Services,Brentwood,TN
Covanta Holding,985,1904,Business Services,Morristown,NJ
ContextLogic,831,2541,Technology,San Francisco,CA
Hilltop Holdings,895,2306.9,Financials,Dallas,TX
Seagen,918,2175.5,Health Care,Bothell,WA
Flagstar Bancorp,927,2144,Financials,Troy,MI
Perspecta,575,4504,Technology,Chantilly,VA
EchoStar,987,1887.9,Technology,Englewood,CO
Kennametal,988,1885.3,Industrials,Pittsburgh,PA
Vail Resorts,968,1963.7,"Hotels, Restaurants & Leisure",Broomfield,CO
Edgewell Personal Care,973,1949.7,Household Products,Shelton,CT
Universal,981,1910,"Food, Beverages & Tobacco",Richmond,VA
Revlon,984,1904.3,Household Products,New York,NY
Air Lease,953,2015.4,Business Services,Los Angeles,CA
Trinity Industries,955,1999.4,Transportation,Dallas,TX
Zurn Water Solutions,960,1980.1,Industrials,Milwaukee,WI
Modine Manufacturing,962,1975.5,Motor Vehicles & Parts,Racine,WI
Hain Celestial Group,941,2084.3,"Food, Beverages & Tobacco",Lake Success,NY
BGC Partners,948,2056.7,Financials,New York,NY
BOK Financial,936,2112.9,Financials,Tulsa,OK
AAR,937,2112.4,Aerospace & Defense,Wood Dale,IL
Carpenter Technology,915,2181.1,Materials,Philadelphia,PA
Unisys,917,2175.8,Technology,Blue Bell,PA
Itron,919,2173.4,Industrials,Liberty Lake,WA
Terminix Global Holdings,923,2159,Business Services,Memphis,TN
CDK Global,911,2195.1,Technology,Hoffman Estates,IL
TCF Financial,901,2281.7,Financials,Detroit,MI
Synovus Financial,891,2311,Financials,Columbus,GA
People's United Financial,894,2307.7,Financials,Bridgeport,CT
Healthpeak Properties,876,2364,Financials,Denver,CO
Echo Global Logistics,838,2511.5,Transportation,Chicago,IL
Enable Midstream Partners,851,2463,Energy,Oklahoma City,OK
Mednax,825,2564.8,Health Care,Sunrise,FL
Cooper Tire & Rubber,834,2521.1,Motor Vehicles & Parts,Findlay,OH
Laureate Education,803,2699.5,Business Services,Baltimore,MD
Kansas City Southern,812,2632.6,Transportation,Kansas City,MO
PAE,797,2714.6,Aerospace & Defense,Falls Church,VA
Greenbrier,785,2792.2,Transportation,Lake Oswego,OR
Triumph Group,765,2900.1,Aerospace & Defense,Berwyn,PA
