company,rank,revenue,sector,city,state
GameStop,302,9364,Retailing,Grapevine,TX
Lennar,301,9474,Engineering & Construction,Miami,FL
Microsoft,25,93580,Technology,Redmond,WA
Boeing,24,96114,Aerospace & Defense,Chicago,IL
J.P. Morgan Chase,23,101006,Financials,New York,NY
Express Scripts Holding,22,101752,Health Care,St. Louis,MO
PPL,350,7669,Energy,Allentown,PA
Cardinal Health,21,102531,Health Care,Dublin,OH
D.R. Horton,260,10824,Engineering & Construction,Fort Worth,TX
Newmont Mining,349,7729,Energy,Greenwood Village,CO
HP,20,103355,Technology,Palo Alto,CA
CBRE Group,259,10856,Financials,Los Angeles,CA
Oneok,348,7763,Energy,Tulsa,OK
Walgreens Boots Alliance,19,103444,Food and Drug Stores,Deerfield,IL
Murphy USA,258,10885,Retailing,El Dorado,AR
KKR,347,7786,Financials,New York,NY
Amazon.com,18,107006,Technology,Seattle,WA
Xcel Energy,257,11025,Energy,Minneapolis,MN
Lithia Motors,346,7864,Retailing,Medford,OR
Kroger,17,109830,Food and Drug Stores,Cincinnati,OH
Stanley Black &amp; Decker,256,11211,Household Products,New Britain,CT
Masco,345,7904,Household Products,Taylor,MI
Fannie Mae,16,110359,Financials,Washington,DC
R.R. Donnelley &amp; Sons,255,11257,Media,Chicago,IL
Franklin Resources,344,7949,Financials,San Mateo,CA
Hilton Worldwide Holdings,254,11272,"Hotels, Restaurants & Leisure",McLean,VA
Eversource Energy,343,7955,Energy,Springfield,MA
Sherwin-Williams,253,11339,Chemicals,Cleveland,OH
O'Reilly Automotive,342,7967,Retailing,Springfield,MO
Ball,341,7997,Materials,Broomfield,CO
Voya Financial,252,11341,Financials,New York,NY
WestRock,251,11381,Materials,Richmond,VA
PVH,340,8020,Apparel,New York,NY
BorgWarner,339,8023,Motor Vehicles & Parts,Auburn Hills,MI
Mohawk Industries,338,8072,Household Products,Calhoun,GA
Campbell Soup,337,8082,"Food, Beverages & Tobacco",Camden,NJ
Dean Foods,336,8122,"Food, Beverages & Tobacco",Dallas,TX
Prudential Financial,50,57119,Financials,Newark,NJ
United Natural Foods,335,8185,Wholesalers,Providence,RI
Tenneco,334,8209,Motor Vehicles & Parts,Lake Forest,IL
AIG,49,58327,Financials,New York,NY
Level 3 Communications,333,8229,Telecommunications,Broomfield,CO
UPS,48,58363,Transportation,Atlanta,GA
American Family Insurance Group,332,8286,Financials,Madison,WI
Lowe's,47,59074,Retailing,Mooresville,NC
Aetna,46,60337,Health Care,Hartford,CT
Broadcom,331,8394,Technology,Irvine,CA
United Technologies,45,61047,Aerospace & Defense,Farmington,CT
Avis Budget Group,330,8502,Retailing,Parsippany,NJ
SunTrust Banks,329,8533,Financials,Atlanta,GA
PepsiCo,44,63056,"Food, Beverages & Tobacco",Purchase,NY
Jarden,328,8604,Household Products,Boca Raton,FL
Freddie Mac,43,63491,Financials,McLean,VA
Marathon Petroleum,42,64566,Energy,Findlay,OH
News Corp.,327,8633,Media,New York,NY
Archer Daniels Midland,41,67702,"Food, Beverages & Tobacco",Chicago,IL
Pacific Life,326,8642,Financials,Newport Beach,CA
MetLife,40,69951,Financials,New York,NY
Johnson &amp; Johnson,39,70074,Health Care,New Brunswick,NJ
AutoZone,280,10187,Retailing,Memphis,TN
Target,38,73785,Retailing,Minneapolis,MN
Sempra Energy,279,10231,Energy,San Diego,CA
Comcast,37,74510,Telecommunications,Philadelphia,PA
Becton Dickinson,278,10282,Health Care,Franklin Lakes,NJ
Huntsman,277,10299,Chemicals,The Woodlands,TX
Alphabet,36,74989,Technology,Mountain View,CA
Global Partners,276,10315,Wholesalers,Waltham,MA
State Farm Insurance Cos.,35,75697,Financials,Bloomington,IL
Assurant,275,10326,Financials,New York,NY
Procter &amp; Gamble,34,78756,Household Products,Cincinnati,OH
DTE Energy,274,10337,Energy,Detroit,MI
Anthem,33,79157,Health Care,Indianapolis,IN
BB&amp;T Corp.,273,10346,Financials,Winston-Salem,NC
Valero Energy,32,81824,Energy,San Antonio,TX
Public Service Enterprise Group,272,10415,Energy,Newark,NJ
IBM,31,82461,Technology,Armonk,NY
Reinsurance Group of America,271,10418,Financials,Chesterfield,MO
Phillips 66,30,87169,Energy,Houston,TX
Norfolk Southern,270,10511,Transportation,Norfolk,VA
Citigroup,29,88275,Financials,New York,NY
Hertz Global Holdings,269,10535,Retailing,Estero,FL
Home Depot,28,88519,Retailing,Atlanta,GA
Henry Schein,268,10630,Health Care,Melville,NY
Wells Fargo,27,90033,Financials,San Francisco,CA
Group 1 Automotive,267,10633,Retailing,Houston,TX
Bank of America Corp.,26,93056,Financials,Charlotte,NC
Reynolds American,266,10675,"Food, Beverages & Tobacco",Winston-Salem,NC
Unum Group,265,10731,Financials,Chattanooga,TN
State Street Corp.,264,10760,Financials,Boston,MA
Biogen,263,10764,Health Care,Cambridge,MA
Praxair,262,10776,Chemicals,Danbury,CT
Estee Lauder,261,10780,Household Products,New York,NY
Northwestern Mutual,100,28111,Financials,Milwaukee,WI
Time Warner,99,28118,Media,New York,NY
Tesoro,98,28150,Energy,San Antonio,TX
SpartanNash,351,7652,Wholesalers,Byron Center,MI
Deere,97,28863,Industrials,Moline,IL
Quanta Services,352,7632,Engineering & Construction,Houston,TX
Twenty-First Century Fox,96,28987,Media,New York,NY
Exelon,95,29447,Energy,Chicago,IL
XPO Logistics,353,7623,Transportation,Greenwich,CT
Ralph Lauren,354,7620,Apparel,New York,NY
Mondelez International,94,29636,"Food, Beverages & Tobacco",Deerfield,IL
Interpublic Group,355,7614,Business Services,New York,NY
3M,93,30274,Industrials,St. Paul,MN
Steel Dynamics,356,7594,Materials,Fort Wayne,IN
WESCO International,357,7519,Wholesalers,Pittsburgh,PA
World Fuel Services,92,30380,Wholesalers,Miami,FL
Quest Diagnostics,358,7493,Health Care,Madison,NJ
Nike,91,30601,Apparel,Beaverton,OR
Boston Scientific,359,7477,Health Care,Marlborough,MA
ConocoPhillips,90,30935,Energy,Houston,TX
AGCO,360,7467,Industrials,Duluth,GA
TJX,89,30945,Retailing,Framingham,MA
Foot Locker,361,7412,Retailing,New York,NY
General Dynamics,88,31469,Aerospace & Defense,Falls Church,VA
Hershey,362,7387,"Food, Beverages & Tobacco",Hershey,PA
Publix Super Markets,87,32619,Food and Drug Stores,Lakeland,FL
Gilead Sciences,86,32639,Health Care,Foster City,CA
CenterPoint Energy,363,7386,Energy,Houston,TX
Williams,364,7360,Energy,Tulsa,OK
American Express,85,34441,Financials,New York,NY
CHS,84,34582,"Food, Beverages & Tobacco",Inver Grove Heights,MN
Dick's Sporting Goods,365,7271,Retailing,Coraopolis,PA
INTL FCStone,83,34693,Financials,New York,NY
Live Nation Entertainment,366,7246,Media,Beverly Hills,CA
TIAA,82,35181,Financials,New York,NY
Mutual of Omaha Insurance,367,7236,Financials,Omaha,NE
Allstate,81,35653,Financials,Northbrook,IL
W.R. Berkley,368,7207,Financials,Greenwich,CT
United Continental Holdings,80,37864,Transportation,Chicago,IL
LKQ,369,7193,Wholesalers,Chicago,IL
Cigna,79,37876,Health Care,Bloomfield,CT
Avon Products,370,7173,Household Products,New York,NY
Morgan Stanley,78,37897,Financials,New York,NY
Darden Restaurants,371,7164,"Hotels, Restaurants & Leisure",Orlando,FL
Oracle,77,38226,Technology,Redwood City,CA
Kindred Healthcare,372,7098,Health Care,Louisville,KY
Massachusetts Mutual Life Insurance,76,38243,Financials,Springfield,MA
Weyerhaeuser,373,7082,Materials,Federal Way,WA
Casey's General Stores,374,7052,Retailing,Ankeny,IA
Honeywell International,75,38581,Industrials,Morris Plains,NJ
Goldman Sachs Group,74,39208,Financials,New York,NY
Sealed Air,375,7032,Materials,Charlotte,NC
Liberty Mutual Insurance Group,73,39450,Financials,Boston,MA
Merck,72,39498,Health Care,Kenilworth,NJ
Best Buy,71,39745,Retailing,Richfield,MN
Johnson Controls,70,40204,Motor Vehicles & Parts,Milwaukee,WI
Nationwide,69,40222,Financials,Columbus,OH
Delta Air Lines,68,40704,Transportation,Atlanta,GA
American Airlines Group,67,40990,Transportation,Fort Worth,TX
Tyson Foods,66,41373,"Food, Beverages & Tobacco",Springdale,AR
Fifth Third Bancorp,376,7031,Financials,Cincinnati,OH
Dover,377,7029,Industrials,Downers Grove,IL
Energy Transfer Equity,65,42126,Energy,Dallas,TX
Huntington Ingalls Industries,378,7020,Aerospace & Defense,Newport News,VA
Ingram Micro,64,43026,Wholesalers,Irvine,CA
Netflix,379,6780,Retailing,Los Gatos,CA
HCA Holdings,63,43591,Health Care,Nashville,TN
Dillard's,380,6755,Retailing,Little Rock,AR
EMCOR Group,381,6723,Engineering & Construction,Norwalk,CT
Coca-Cola,62,44294,"Food, Beverages & Tobacco",Atlanta,GA
Jones Financial,382,6694,Financials,Des Peres,MO
New York Life Insurance,61,45891,Financials,New York,NY
AK Steel Holding,383,6693,Materials,West Chester,OH
Lockheed Martin,60,46132,Aerospace & Defense,Bethesda,MD
UGI,384,6691,Energy,King of Prussia,PA
Caterpillar,59,47011,Industrials,Peoria,IL
Expedia,385,6672,Technology,Bellevue,WA
FedEx,58,47453,Transportation,Memphis,TN
salesforce.com,386,6667,Technology,San Francisco,CA
Targa Resources,387,6659,Energy,Houston,TX
Sysco,57,48681,Wholesalers,Houston,TX
Apache,388,6654,Energy,Houston,TX
Dow Chemical,56,48778,Chemicals,Midland,MI
Spirit AeroSystems Holdings,389,6644,Aerospace & Defense,Wichita,KS
Pfizer,55,48851,Health Care,New York,NY
Expeditors International of Washington,390,6617,Transportation,Seattle,WA
Anixter International,391,6596,Wholesalers,Glenview,IL
Cisco Systems,54,49161,Technology,San Jose,CA
Disney,53,52465,Media,Burbank,CA
Fidelity National Information Services,392,6595,Business Services,Jacksonville,FL
Humana,52,54289,Health Care,Louisville,KY
Asbury Automotive Group,393,6588,Retailing,Duluth,GA
Intel,51,55355,Technology,Santa Clara,CA
Hess,394,6575,Energy,New York,NY
Ryder System,395,6572,Transportation,Miami,FL
Terex,396,6543,Industrials,Westport,CT
Coca-Cola European Partners,397,6540,"Food, Beverages & Tobacco",Atlanta,GA
Auto-Owners Insurance,398,6517,Financials,Lansing,MI
Cablevision Systems,399,6510,Telecommunications,Bethpage,NY
Symantec,400,6508,Technology,Mountain View,CA
Xerox,150,18664,Technology,Norwalk,CT
Altria Group,149,18854,"Food, Beverages & Tobacco",Richmond,VA
Cummins,148,19110,Industrials,Columbus,IN
Paccar,147,19115,Motor Vehicles & Parts,Bellevue,WA
Starbucks,146,19163,"Hotels, Restaurants & Leisure",Seattle,WA
Kohl's,145,19204,Retailing,Menomonee Falls,WI
ManpowerGroup,144,19330,Business Services,Milwaukee,WI
Penske Automotive Group,143,19361,Retailing,Bloomfield Hills,MI
Southwest Airlines,142,19820,Transportation,Dallas,TX
Eli Lilly,141,19959,Health Care,Indianapolis,IN
Tenet Healthcare,140,20111,Health Care,Dallas,TX
Dollar General,139,20369,Retailing,Goodlettsville,TN
Abbott Laboratories,138,20661,Health Care,Abbott Park,IL
Progressive,137,20854,Financials,Mayfield Village,OH
Charles Schwab,401,6501,Financials,San Francisco,CA
AutoNation,136,20862,Retailing,Fort Lauderdale,FL
Calpine,402,6472,Energy,Houston,TX
Aflac,135,20872,Financials,Columbus,GA
CMS Energy,403,6456,Energy,Jackson,MI
Whirlpool,134,20891,Industrials,Benton Harbor,MI
Danaher,133,20909,Technology,Washington,DC
Alliance Data Systems,404,6440,Business Services,Plano,TX
Staples,132,21059,Retailing,Framingham,MA
JetBlue Airways,405,6416,Transportation,Long Island City,NY
U.S. Bancorp,131,21494,Financials,Minneapolis,MN
Discovery Communications,406,6394,Media,Silver Spring,MD
Amgen,130,21662,Health Care,Thousand Oaks,CA
Trinity Industries,407,6393,Transportation,Dallas,TX
Union Pacific,129,21813,Transportation,Omaha,NE
Sanmina,408,6375,Technology,San Jose,CA
Emerson Electric,128,22304,Industrials,St. Louis,MO
NCR,409,6373,Technology,Duluth,GA
International Paper,127,22365,Materials,Memphis,TN
FMC Technologies,410,6363,Energy,Houston,TX
Arconic,126,22534,Materials,New York,NY
Erie Insurance Group,411,6351,Financials,Erie,PA
Community Health Systems,125,22678,Health Care,Franklin,TN
Rockwell Automation,412,6308,Industrials,Milwaukee,WI
Dr Pepper Snapple Group,413,6282,"Food, Beverages & Tobacco",Plano,TX
Centene,124,22795,Health Care,St. Louis,MO
iHeartMedia,414,6242,Media,San Antonio,TX
AbbVie,123,22859,Health Care,North Chicago,IL
Tractor Supply,415,6227,Retailing,Brentwood,TN
J.B. Hunt Transport Services,416,6188,Transportation,Lowell,AR
US Foods Holding,122,23128,Wholesalers,Rosemont,IL
Plains GP Holdings,121,23152,Energy,Houston,TX
Commercial Metals,417,6162,Materials,Irving,TX
Raytheon,120,23247,Aerospace & Defense,Waltham,MA
Owens-Illinois,418,6156,Materials,Perrysburg,OH
Arrow Electronics,119,23282,Wholesalers,Centennial,CO
Harman International Industries,419,6155,Industrials,Stamford,CT
Northrop Grumman,118,23526,Aerospace & Defense,Falls Church,VA
Baxalta,420,6149,Health Care,Bannockburn,IL
Halliburton,117,23633,Energy,Houston,TX
American Financial Group,421,6145,Financials,Cincinnati,OH
Freeport-McMoRan,175,15877,Energy,Phoenix,AZ
Time Warner Cable,116,23697,Telecommunications,New York,NY
NetApp,422,6123,Technology,Sunnyvale,CA
Duke Energy,115,24002,Energy,Charlotte,NC
Colgate-Palmolive,174,16034,Household Products,New York,NY
Graybar Electric,423,6110,Wholesalers,St. Louis,MO
Micron Technology,173,16192,Technology,Boise,ID
Oshkosh,424,6098,Motor Vehicles & Parts,Oshkosh,WI
USAA,114,24361,Financials,San Antonio,TX
Health Net,172,16244,Health Care,Woodland Hills,CA
Ameren,425,6098,Energy,St. Louis,MO
Capital One Financial,112,25098,Financials,McLean,VA
PNC Financial Services Group,171,16270,Financials,Pittsburgh,PA
Sears Holdings,111,25146,Retailing,Hoffman Estates,IL
Nucor,170,16439,Materials,Charlotte,NC
Goodyear Tire &amp; Rubber,169,16443,Motor Vehicles & Parts,Akron,OH
Qualcomm,110,25281,Technology,San Diego,CA
Bristol-Myers Squibb,168,16560,Health Care,New York,NY
McDonald's,109,25413,"Hotels, Restaurants & Leisure",Oak Brook,IL
NGL Energy Partners,167,16802,Wholesalers,Tulsa,OK
Tech Data,108,26380,Wholesalers,Clearwater,FL
PG&amp;E Corp.,166,16833,Energy,San Francisco,CA
Rite Aid,107,26528,Food and Drug Stores,Camp Hill,PA
Philip Morris International,106,26794,"Food, Beverages & Tobacco",New York,NY
American Electric Power,165,16900,Energy,Columbus,OH
Travelers Cos.,105,26800,Financials,New York,NY
Thermo Fisher Scientific,164,16965,Technology,Waltham,MA
A-Mark Precious Metals,426,6070,Materials,Santa Monica,CA
Enterprise Products Partners,104,27028,Energy,Houston,TX
Barnes &amp; Noble,427,6070,Retailing,New York,NY
NextEra Energy,163,17486,Energy,Juno Beach,FL
Macy's,103,27079,Retailing,Cincinnati,OH
Dana Holding,428,6060,Motor Vehicles & Parts,Maumee,OH
Southern,162,17489,Energy,Atlanta,GA
Constellation Brands,429,6028,"Food, Beverages & Tobacco",Victor,NY
Avnet,102,27925,Wholesalers,Phoenix,AZ
General Mills,161,17630,"Food, Beverages & Tobacco",Minneapolis,MN
LifePoint Health,430,6014,Health Care,Brentwood,TN
Supervalu,160,17820,Food and Drug Stores,Eden Prairie,MN
Zimmer Biomet Holdings,431,5998,Health Care,Warsaw,IN
CenturyLink,159,17900,Telecommunications,Monroe,LA
Harley-Davidson,432,5995,Transportation,Milwaukee,WI
Jabil Circuit,158,17914,Technology,St. Petersburg,FL
PulteGroup,433,5982,Engineering & Construction,Atlanta,GA
Facebook,157,17928,Technology,Menlo Park,CA
Newell Brands,434,5972,Household Products,Atlanta,GA
AECOM,156,17990,Engineering & Construction,Los Angeles,CA
Avery Dennison,435,5967,Materials,Glendale,CA
Fluor,155,18114,Engineering & Construction,Irving,TX
Jones Lang LaSalle,436,5966,Financials,Chicago,IL
Lear,154,18211,Motor Vehicles & Parts,Southfield,MI
WEC Energy Group,437,5926,Energy,Milwaukee,WI
Kraft Heinz,153,18338,"Food, Beverages & Tobacco",Pittsburgh,PA
Marathon Oil,438,5861,Energy,Houston,TX
Hartford Financial Services Group,152,18377,Financials,Hartford,CT
TravelCenters of America,439,5851,Retailing,Westlake,OH
Kimberly-Clark,151,18591,Household Products,Irving,TX
United Rentals,440,5817,Business Services,Stamford,CT
HRG Group,441,5816,Household Products,New York,NY
Old Republic International,442,5766,Financials,Chicago,IL
Windstream Holdings,443,5765,Telecommunications,Little Rock,AR
Starwood Hotels &amp; Resorts,444,5763,"Hotels, Restaurants & Leisure",Stamford,CT
Delek US Holdings,445,5762,Energy,Brentwood,TN
Packaging Corp. of America,446,5742,Materials,Lake Forest,IL
Quintiles IMS Holdings,447,5738,Health Care,Durham,NC
Hanesbrands,448,5732,Apparel,Winston-Salem,NC
Realogy Holdings,449,5706,Financials,Madison,NJ
Mattel,450,5703,Household Products,El Segundo,CA
DaVita,200,14210,Health Care,Denver,CO
Aramark,199,14329,Business Services,Philadelphia,PA
Kinder Morgan,198,14403,Energy,Houston,TX
Nordstrom,197,14437,Retailing,Seattle,WA
Office Depot,196,14485,Retailing,Boca Raton,FL
Marriott International,195,14486,"Hotels, Restaurants & Leisure",Bethesda,MD
Western Digital,194,14572,Technology,Irvine,CA
NRG Energy,193,14674,Energy,Princeton,NJ
National Oilwell Varco,192,14757,Energy,Houston,TX
CarMax,191,14874,Retailing,Richmond,VA
AES,190,14963,Energy,Arlington,VA
Monsanto,189,15001,Chemicals,St. Louis,MO
FirstEnergy,188,15026,Energy,Akron,OH
DISH Network,187,15069,Telecommunications,Englewood,CO
Omnicom Group,186,15134,Business Services,New York,NY
Performance Food Group,185,15270,Wholesalers,Richmond,VA
Icahn Enterprises,184,15272,Financials,New York,NY
Genuine Parts,183,15280,Wholesalers,Atlanta,GA
PPG Industries,182,15330,Chemicals,Pittsburgh,PA
Whole Foods Market,181,15389,Food and Drug Stores,Austin,TX
Dollar Tree,180,15498,Retailing,Chesapeake,VA
Bank of New York Mellon Corp.,179,15523,Financials,New York,NY
Baker Hughes,178,15742,Energy,Houston,TX
Gap,177,15797,Retailing,San Francisco,CA
BlackRock,250,11401,Financials,New York,NY
ConAgra Foods,176,15849,"Food, Beverages & Tobacco",Omaha,NE
First Data,249,11451,Business Services,Atlanta,GA
ADP,248,11477,Business Services,Roseland,NJ
Entergy,247,11513,Energy,New Orleans,LA
Edison International,246,11524,Energy,Rosemead,CA
L-3 Communications,245,11554,Aerospace & Defense,New York,NY
United States Steel,244,11574,Materials,Pittsburgh,PA
Dominion Resources,243,11683,Energy,Richmond,VA
Leucadia National,242,11684,"Food, Beverages & Tobacco",New York,NY
Las Vegas Sands,241,11689,"Hotels, Restaurants & Leisure",Las Vegas,NV
"Toys ""R"" Us",240,11802,Retailing,Wayne,NJ
CSX,239,11811,Transportation,Jacksonville,FL
Bed Bath &amp; Beyond,238,11881,Retailing,Union,NJ
Ross Stores,237,11940,Retailing,Dublin,CA
Principal Financial Group,236,11964,Financials,Des Moines,IA
Jacobs Engineering Group,235,12115,Engineering & Construction,Pasadena,CA
L Brands,234,12154,Retailing,Columbus,OH
Computer Sciences,233,12183,Technology,Falls Church,VA
Ameriprise Financial,232,12200,Financials,Minneapolis,MN
Motorola Solutions,451,5695,Technology,Schaumburg,IL
VF,231,12377,Apparel,Greensboro,NC
J.M. Smucker,452,5693,"Food, Beverages & Tobacco",Orrville,OH
Celanese,453,5674,Chemicals,Irving,TX
Cognizant Technology Solutions,230,12416,Technology,Teaneck,NJ
Regions Financial,453,5674,Financials,Birmingham,AL
Consolidated Edison,229,12554,Energy,New York,NY
Clorox,455,5666,Household Products,Oakland,CA
J.C. Penney,228,12625,Retailing,Plano,TX
Farmers Insurance Exchange,227,12626,Financials,Woodland Hills,CA
Ingredion,456,5621,"Food, Beverages & Tobacco",Westchester,IL
Genesis Healthcare,457,5619,Health Care,Kennett Square,PA
Guardian Life Ins. Co. of America,226,12628,Financials,New York,NY
Peabody Energy,458,5609,Energy,St. Louis,MO
Occidental Petroleum,225,12699,Energy,Houston,TX
Alaska Air Group,459,5598,Transportation,Seattle,WA
Parker-Hannifin,224,12712,Industrials,Cleveland,OH
Seaboard,460,5594,"Food, Beverages & Tobacco",Merriam,KS
Frontier Communications,461,5576,Telecommunications,Norwalk,CT
Chesapeake Energy,223,12764,Energy,Oklahoma City,OK
Amphenol,462,5569,Technology,Wallingford,CT
Marsh &amp; McLennan,222,12893,Financials,New York,NY
Lansing Trade Group,463,5565,Wholesalers,Overland Park,KS
Waste Management,221,12961,Business Services,Houston,TX
SanDisk,464,5565,Technology,Milpitas,CA
CDW,220,12989,Technology,Lincolnshire,IL
St. Jude Medical,465,5541,Health Care,St. Paul,MN
Wyndham Worldwide,466,5536,"Hotels, Restaurants & Leisure",Parsippany,NJ
Texas Instruments,219,13000,Technology,Dallas,TX
Kelly Services,467,5518,Business Services,Troy,MI
Yum Brands,218,13105,"Hotels, Restaurants & Leisure",Louisville,KY
Western Union,468,5484,Business Services,Englewood,CO
Envision Healthcare Holdings,469,5448,Health Care,Greenwood Village,CO
PBF Energy,217,13124,Energy,Parsippany,NJ
Visteon,470,5444,Motor Vehicles & Parts,Van Buren Township,MI
Devon Energy,216,13145,Energy,Oklahoma City,OK
Arthur J. Gallagher,471,5392,Financials,Itasca,IL
Land O'Lakes,215,13161,"Food, Beverages & Tobacco",Arden Hills,MN
Ashland,472,5387,Chemicals,Covington,KY
HollyFrontier,214,13238,Energy,Dallas,TX
Host Hotels &amp; Resorts,472,5387,Financials,Bethesda,MD
Insight Enterprises,474,5373,Wholesalers,Tempe,AZ
Viacom,213,13268,Media,New York,NY
Energy Future Holdings,475,5370,Energy,Dallas,TX
Synnex,212,13338,Wholesalers,Fremont,CA
Illinois Tool Works,211,13405,Industrials,Glenview,IL
Loews,210,13415,Financials,New York,NY
Textron,209,13423,Aerospace & Defense,Providence,RI
C.H. Robinson Worldwide,208,13476,Transportation,Eden Prairie,MN
Kellogg,207,13525,"Food, Beverages & Tobacco",Battle Creek,MI
Ecolab,206,13545,Chemicals,St. Paul,MN
Lincoln National,205,13572,Financials,Radnor,PA
Visa,204,13880,Business Services,Foster City,CA
CBS,203,13886,Media,New York,NY
WellCare Health Plans,202,13890,Health Care,Tampa,FL
Molina Healthcare,201,14178,Health Care,Long Beach,CA
Markel,476,5370,Financials,Glen Allen,VA
Essendant,477,5363,Wholesalers,Deerfield,IL
CH2M Hill,478,5362,Engineering & Construction,Englewood,CO
Western &amp; Southern Financial Group,479,5356,Financials,Cincinnati,OH
Owens Corning,480,5350,Materials,Toledo,OH
S&amp;P Global,481,5313,Business Services,New York,NY
Raymond James Financial,482,5308,Financials,St. Petersburg,FL
NiSource,483,5308,Energy,Merrillville,IN
Airgas,484,5305,Wholesalers,Radnor,PA
ABM Industries,485,5291,Business Services,New York,NY
Citizens Financial Group,486,5276,Financials,Providence,RI
Booz Allen Hamilton Holding,487,5275,Technology,McLean,VA
Simon Property Group,488,5266,Financials,Indianapolis,IN
Domtar,489,5264,Materials,Fort Mill,SC
Rockwell Collins,490,5262,Aerospace & Defense,Cedar Rapids,IA
Lam Research,491,5259,Technology,Fremont,CA
Fiserv,492,5254,Business Services,Brookfield,WI
Spectra Energy,493,5234,Energy,Houston,TX
Navient,494,5197,Financials,Wilmington,DE
Big Lots,495,5191,Retailing,Columbus,OH
Telephone &amp; Data Systems,496,5176,Telecommunications,Chicago,IL
First American Financial,497,5176,Financials,Santa Ana,CA
NVR,498,5170,Engineering & Construction,Reston,VA
Cincinnati Financial,499,5142,Financials,Fairfield,OH
Burlington Stores,500,5130,Retailing,Burlington,NJ
Systemax,748,2908,Retailing,Port Washington,NY
Triple-S Management,749,2903,Health Care,San Juan,PR
KBR,501,5096,Engineering & Construction,Houston,TX
Neiman Marcus Group,502,5095,Retailing,Dallas,TX
Portland General Electric,997,1898,Energy,Portland,OR
New York Community Bancorp,996,1902,Financials,Westbury,NY
EP Energy,995,1908,Energy,Houston,TX
MDC Holdings,994,1909,Engineering & Construction,Denver,CO
DeVry Education Group,993,1910,Business Services,Downers Grove,IL
Revlon,992,1914,Household Products,New York,NY
BlueLinx Holdings,991,1917,Wholesalers,Atlanta,GA
F5 Networks,990,1920,Technology,Seattle,WA
