company,rank,revenue,sector,city,state
Southwestern Energy Company,729,2610.70,"Mining, Crude-Oil Production",Houston,TX
"First Solar, Inc.",739,2563.50,Energy,Tempe,AZ
"AirTran Holdings, Inc.",728,2619.20,Airlines,Orlando,FL
TD Ameritrade Holding Corporation,738,2566.80,Securities,Omaha,NE
"Weis Markets, Inc.",727,2620.40,Food and Drug Stores,Sunbury,PA
"Spectrum Brands, Inc.",737,2567.00,Household and Personal Products,Madison,WI
"Brown Shoe Company, Inc.",747,2504.10,Specialty Retailers: Apparel,St. Louis,MO
Graham Packaging Company Inc.,745,2512.70,"Packaging, Containers",York,PA
Education Management Corporation,746,2508.50,Education,Pittsburgh,PA
"Borders Group, Inc.",744,2518.00,Specialty Retailers: Other,Ann Arbor,MI
Hubbell Incorporated,742,2541.20,"Electronics, Electrical Equip.",Shelton,CT
Iasis Healthcare LLC,743,2521.50,Health Care: Medical Facilities,Franklin,TN
Southern Union Company,750,2489.90,Utilities: Gas and Electric,Houston,TX
Universal Corporation,749,2491.70,Tobacco,Richmond,VA
"Burger King Holdings, Inc.",748,2502.20,Food Services,Miami,FL
Pinnacle Foods Finance LLC,761,2436.70,Food Consumer Products,Mountain Lakes,NJ
Sentry Insurance Group,759,2457.80,Insurance: Property and Casualty (Mutual),Stevens Point,WI
"Lender Processing Services, Inc.",760,2456.30,Financial Data Services,Jacksonville,FL
"American Tire Distributors Holdings, Inc.",757,2460.20,Wholesalers: Diversified,Huntersville,NC
"Penn National Gaming, Inc.",758,2459.10,"Hotels, Casinos, Resorts",Wyomissing,PA
"AMETEK, Inc.",752,2471.00,"Scientific,Photographic and Control Equipment",Berwyn,PA
"Guess?, Inc.",751,2487.30,Apparel,Los Angeles,CA
"Cracker Barrel Old Country Store, Inc.",768,2404.50,Food Services,Lebanon,TN
United Refining Company,763,2435.60,Petroleum Refining,Warren,PA
"Oil States International, Inc.",767,2412.00,"Oil and Gas Equipment, Services",Houston,TX
Packaging Corporation of America,762,2435.60,"Packaging, Containers",Lake Forest,IL
Newegg Inc.,756,2460.60,Specialty Retailers: Other,City of Industry,CA
Cooper-Standard Holdings Inc.,766,2414.10,Motor Vehicles and Parts,Novi,MI
"Exterran Holdings, Inc.",755,2464.50,"Oil and Gas Equipment, Services",Houston,TX
"AMC Entertainment, Inc.",765,2417.70,Entertainment,Kansas City,MO
Brown-Forman Corporation,754,2469.00,Beverages,Louisville,KY
LKQ Corporation,753,2470.60,Motor Vehicles and Parts,Chicago,IL
AOL Inc.,764,2418.70,Internet Services and Retailing,New York,NY
E*Trade Financial Corporation,773,2398.30,Securities,New York,NY
The New York Times Company,774,2393.50,"Publishing, Printing",New York,NY
"Landstar System, Inc.",772,2400.20,"Trucking, Truck Leasing",Jacksonville,FL
"T. Rowe Price Group, Inc.",783,2370.70,Securities,Baltimore,MD
"AGL Resources, Inc.",782,2373.00,Utilities: Gas and Electric,Atlanta,GA
Pall Corporation,770,2401.90,Industrial Machinery,Port Washington,NY
"Ascena Retail Group, Inc.",781,2374.60,Specialty Retailers: Apparel,Suffern,NY
"Benchmark Electronics, Inc.",769,2402.10,Semiconductors and Other Electronic Components,Angleton,TX
Medical Mutual of Ohio,780,2374.60,Health Care: Insurance and Managed Care,Cleveland,OH
"Roper Industries, Inc.",778,2386.10,"Scientific,Photographic and Control Equipment",Sarasota,FL
"QEP Resources, Inc.",779,2377.60,"Mining, Crude-Oil Production",Denver,CO
West Corporation,776,2388.20,Diversified Outsourcing Services,Omaha,NE
Towers Watson &amp; Co.,777,2387.80,Diversified Outsourcing Services,New York,NY
Select Medical Holdings Corporation,775,2390.30,Health Care: Medical Facilities,Mechanicsburg,PA
Regis Corporation,785,2358.40,Specialty Retailers: Other,Edina,MN
"MasTec, Inc.",796,2308.00,"Engineering, Construction",Coral Gables,FL
Albemarle Corporation,784,2362.80,Chemicals,Baton Rouge,LA
"Alliance One International, Inc.",795,2308.30,Tobacco,Morrisville,NC
"Schnitzer Steel Industries, Inc.",793,2311.20,Metals,Portland,OR
Convergys Corporation,794,2310.60,Diversified Outsourcing Services,Cincinnati,OH
Dynegy Inc.,791,2323.00,Energy,Houston,TX
ON Semiconductor Corporation,792,2313.40,Semiconductors and Other Electronic Components,Phoenix,AZ
"DST Systems, Inc.",790,2328.50,Financial Data Services,Kansas City,MO
Perrigo Company,788,2341.50,Pharmaceuticals,Allegan,MI
"Valassis Communications, Inc.",789,2333.50,"Publishing, Printing",Livonia,MI
EchoStar Corporation,787,2350.40,Network and Other Communications Equipment,Englewood,CO
"HCC Insurance Holdings, Inc.",797,2302.30,Insurance: Property and Casualty (Stock),Houston,TX
"Varian Medical Systems, Inc.",786,2353.00,Medical Products and Equipment,Palo Alto,CA
"The Warnaco Group, Inc.",800,2297.10,Apparel,New York,NY
Tupperware Brands Corporation,798,2300.40,Household and Personal Products,Orlando,FL
Jack in the Box Inc.,799,2297.50,Food Services,San Diego,CA
Express Inc.,902,1905.80,Specialty Retailers: Apparel,Columbus,OH
"Sun Healthcare Group, Inc.",901,1907.70,Health Care: Medical Facilities,Irvine,CA
"Amedisys, Inc.",999,1634.30,Health Care: Pharmacy and Other Services,Baton Rouge,LA
"Acuity Brands, Inc.",1000,1626.90,"Electronics, Electrical Equip.",Atlanta,GA
"BioScrip, Inc.",997,1638.60,Health Care: Pharmacy and Other Services,Elmsford,NY
American Greetings Corporation,998,1635.90,"Publishing, Printing",Cleveland,OH
"Tellabs, Inc.",996,1642.30,Network and Other Communications Equipment,Naperville,IL
Atmel Corporation,994,1644.10,Semiconductors and Other Electronic Components,San Jose,CA
Waters Corporation,995,1643.40,"Scientific,Photographic and Control Equipment",Milford,MA
"Valhi, Inc.",992,1651.20,Chemicals,Dallas,TX
"Public Storage, Inc.",993,1646.70,zMiscellaneous,Glendale,CA
Compass Diversified Holdings,990,1657.60,Temporary Help,Westport,CT
"salesforce.com, inc.",991,1657.10,Computer Software,San Francisco,CA
The Cheesecake Factory Incorporated,988,1659.40,Food Services,Calabasas Hills,CA
Arkansas Best Corporation,989,1657.90,"Trucking, Truck Leasing",Fort Smith,AR
Lincare Holdings Inc.,986,1669.20,Health Care: Pharmacy and Other Services,Clearwater,FL
"SRA International, Inc.",987,1666.60,Information Technology Services,Fairfax,VA
IAC/InterActiveCorp,984,1672.80,Internet Services and Retailing,New York,NY
Stewart Information Services Corporation,985,1672.40,Insurance: Property and Casualty (Stock),Houston,TX
"The Children&#8217;s Place Retail Stores, Inc.",982,1674.00,Specialty Retailers: Apparel,Secaucus,NJ
PNM Resources Inc.,983,1673.50,Utilities: Gas and Electric,Albuquerque,NM
Belden Inc.,981,1674.40,"Electronics, Electrical Equip.",St. Louis,MO
"Hologic, Inc.",979,1679.60,Medical Products and Equipment,Bedford,MA
The Dun &#038; Bradstreet Corporation,980,1676.60,Financial Data Services,Short Hills,NJ
TPC Group Inc.,977,1688.50,Chemicals,Houston,TX
"Superior Energy Services, Inc.",978,1681.60,"Oil and Gas Equipment, Services",New Orleans,LA
"MSC Industrial Direct Co. , Inc.",975,1692.00,Wholesalers: Diversified,Melville,NY
The Toro Company,976,1690.40,Construction and Farm Machinery,Bloomington,MN
"John Wiley &#038; Sons, Inc.",973,1699.10,"Publishing, Printing",Hoboken,NJ
Corrections Corporation of America,974,1697.90,zMiscellaneous,Nashville,TN
HNI Corporation,971,1702.90,"Home Equipment, Furnishings",Muscatine,IA
Synovus Financial Corp.,972,1699.90,Commercial Banks,Columbus,GA
RDA Holding Co.,969,1714.00,"Publishing, Printing",New York,NY
"Catalent Pharma Solutions, Inc.",970,1711.00,Pharmaceuticals,Somerset,NJ
Endo Pharmaceuticals Holdings Inc.,967,1716.20,Pharmaceuticals,Chadds Ford,PA
Amica Mutual Insurance Co.,968,1715.20,Insurance: Property and Casualty (Mutual),Lincoln,RI
"Insperity, Inc.",966,1719.80,Diversified Outsourcing Services,Kingwood,TX
"J. Crew Group, Inc.",964,1722.20,Specialty Retailers: Apparel,New York,NY
Invacare Corporation,965,1722.10,Medical Products and Equipment,Elyria,OH
"Bob Evans Farms, Inc.",962,1726.80,Food Services,Columbus,OH
"Total System Services, Inc.",963,1725.00,Financial Data Services,Columbus,GA
"The Laclede Group, Inc.",959,1735.00,Utilities: Gas and Electric,St. Louis,MO
Covanta Holding Corporation,960,1734.80,Energy,Morristown,NJ
"Clean Harbors, Inc.",961,1731.20,Waste Management,Norwell,MA
"Carter&#8217;s, Inc.",957,1749.30,Apparel,Atlanta,GA
"Delphi Financial Group, Inc.",958,1737.20,"Insurance: Life, Health (stock)",Wilmington,DE
Global Payments Inc.,955,1760.40,Financial Data Services,Atlanta,GA
"EnergySolutions, Inc.",956,1752.00,Waste Management,Salt Lake City,UT
"Corinthian Colleges, Inc.",953,1763.80,Education,Santa Ana,CA
Granite Construction Incorporated,954,1763.00,"Engineering, Construction",Watsonville,CA
"Alexander &#038; Baldwin, Inc.",952,1768.00,Transportation and Logistics,Honolulu,HI
Teledyne Technologies Incorporated,950,1777.90,Aerospace and Defense,Thousand Oaks,CA
National Fuel Gas Company,951,1770.40,Utilities: Gas and Electric,Williamsville,NY
Portland General Electric Company,948,1783.00,Utilities: Gas and Electric,Portland,OR
M &#038; F Worldwide Corp.,949,1782.60,"Publishing, Printing",New York,NY
"Inergy, L.P.",946,1786.00,Energy,Kansas City,MO
"Martin Marietta Materials, Inc.",947,1783.10,"Building Materials, Glass",Raleigh,NC
Genesco Inc.,945,1789.80,Specialty Retailers: Apparel,Nashville,TN
NewMarket Corporation,943,1797.40,Chemicals,Richmond,VA
"Crosstex Energy, Inc.",944,1792.70,Pipelines,Dallas,TX
BlueLinx Holdings Inc.,941,1804.40,Wholesalers: Diversified,Atlanta,GA
True Value Company,942,1804.00,Wholesalers: Diversified,Chicago,IL
"Cenveo, Inc.",940,1814.70,"Publishing, Printing",Stamford,CT
Kansas City Southern,939,1814.80,Railroads,Kansas City,MO
"KAR Auction Services, Inc.",938,1815.00,Wholesalers: Diversified,Carmel,IN
"Rowan Companies, Inc.",935,1819.20,"Oil and Gas Equipment, Services",Houston,TX
TreeHouse Foods,936,1817.00,Food Consumer Products,Oak Brook,IL
"Werner Enterprises, Inc.",937,1815.00,"Trucking, Truck Leasing",Omaha,NE
KLA-Tencor Corporation,934,1820.80,Semiconductors and Other Electronic Components,Milpitas,CA
"General Nutrition Centers, Inc.",932,1822.40,Food and Drug Stores,Pittsburgh,PA
"Retail Ventures, Inc.",933,1822.40,General Merchandisers,Columbus,OH
"Xilinx, Inc.",930,1833.60,Semiconductors and Other Electronic Components,San Jose,CA
Southwest Gas Corporation,931,1830.40,Utilities: Gas and Electric,Las Vegas,NV
"Hub Group, Inc.",929,1833.70,Transportation and Logistics,Downers Grove,IL
First Horizon National Corporation,927,1836.00,Commercial Banks,Memphis,TN
"Chipotle Mexican Grill, Inc.",928,1835.90,Food Services,Denver,CO
"Fred&#8217;s, Inc.",925,1841.80,Food and Drug Stores,Memphis,TN
"Quiksilver, Inc.",926,1838.30,Apparel,Huntington Beach,CA
Cerner Corporation,923,1850.20,Health Care: Pharmacy and Other Services,North Kansas City,MO
PharMerica Corporation,924,1847.30,Health Care: Pharmacy and Other Services,Louisville,KY
Teleflex Incorporated,922,1863.20,Medical Products and Equipment,Limerick,PA
"CoreLogic, Inc.",919,1866.20,Financial Data Services,Santa Ana,CA
"Heartland Payment Systems, Inc.",920,1864.30,Financial Data Services,Princeton,NJ
Arthur J. Gallagher &#038; Co.,921,1864.20,Diversified Financials,Itasca,IL
"Aaron&#8217;s, Inc.",917,1876.80,Specialty Retailers: Other,Atlanta,GA
"Citrix Systems, Inc.",918,1874.70,Network and Other Communications Equipment,Fort Lauderdale,FL
Symetra Financial Corp.,915,1878.50,"Insurance: Life, Health (stock)",Bellevue,WA
"Donaldson Company, Inc.",916,1877.10,Industrial Machinery,Minneapolis,MN
Newfield Exploration Company,913,1883.00,"Mining, Crude-Oil Production",Houston,TX
Crown Castle International Corp.,914,1878.70,Telecommunications,Houston,TX
DPL Inc.,912,1883.10,Utilities: Gas and Electric,Dayton,OH
"Helmerich &#038; Payne, Inc.",910,1888.70,"Oil and Gas Equipment, Services",Tulsa,OK
Kennametal Inc.,911,1884.10,Industrial Machinery,Latrobe,PA
Curtiss-Wright Corporation,908,1893.10,Aerospace and Defense,Parsippany,NJ
"Universal Forest Products, Inc.",909,1890.90,Forest and Paper Products,Grand Rapids,MI
"Applied Industrial Technologies, Inc.",907,1893.20,Wholesalers: Diversified,Cleveland,OH
"Nortek, Inc.",905,1899.30,Industrial Machinery,Providence,RI
"Gardner Denver, Inc.",906,1895.10,Industrial Machinery,Wayne,PA
Equifax Inc.,904,1901.60,Financial Data Services,Atlanta,GA
"Chico&#8217;s FAS, Inc.",903,1905.00,Specialty Retailers: Apparel,Fort Myers,FL
"Unitrin, Inc.",701,2743.40,Insurance: Property and Casualty (Stock),Chicago,IL
"Greif, Inc.",600,3461.50,"Packaging, Containers",Delaware,OH
Abercrombie &#038; Fitch Co.,599,3468.80,Specialty Retailers: Apparel,New Albany,OH
Intuit Inc.,597,3488.00,Computer Software,Mountain View,CA
"TECO Energy, Inc.",598,3487.90,Utilities: Gas and Electric,Tampa,FL
Torchmark Corporation,596,3488.00,"Insurance: Life, Health (stock)",McKinney,TX
ABM Industries Incorporated,595,3495.80,Diversified Outsourcing Services,New York,NY
"Belk, Inc.",593,3513.30,General Merchandisers,Charlotte,NC
"Williams-Sonoma, Inc.",594,3504.20,Specialty Retailers: Other,San Francisco,CA
Hyatt Hotels Corporation,591,3528.00,"Hotels, Casinos, Resorts",Chicago,IL
Joy Global Inc.,592,3524.30,Construction and Farm Machinery,Milwaukee,WI
NVIDIA Corporation,590,3543.30,Semiconductors and Other Electronic Components,Santa Clara,CA
Blockbuster Inc.,588,3548.50,Specialty Retailers: Other,Dallas,TX
Cintas Corporation,589,3547.30,Diversified Outsourcing Services,Cincinnati,OH
"Watson Pharmaceuticals, Inc.",586,3566.90,Pharmaceuticals,Parsippany,NJ
Amphenol Corporation,587,3554.10,"Electronics, Electrical Equip.",Wallingford,CT
Life Technologies Corporation,584,3588.10,"Scientific,Photographic and Control Equipment",Carlsbad,CA
DynCorp International Inc.,585,3585.30,Aerospace and Defense,Falls Church,VA
Systemax Inc.,583,3590.00,Specialty Retailers: Other,Port Washington,NY
NewPage Holding Corporation,581,3596.00,Forest and Paper Products,Miamisburg,OH
"Brightpoint, Inc",582,3594.30,Wholesalers: Electronics and Office Equipment,Indianapolis,IN
Stater Bros. Holdings Inc.,580,3606.80,Food and Drug Stores,San Bernadino,CA
Celgene Corporation,578,3625.70,Pharmaceuticals,Summit,NJ
"Coach, Inc.",579,3607.60,Apparel,New York,NY
Tractor Supply Company,576,3638.30,Specialty Retailers: Other,Brentwood,TN
Susser Holdings Corporation,577,3631.80,Specialty Retailers: Other,Corpus Christi,TX
The Jones Group Inc.,574,3642.70,Apparel,New York,NY
"VWR Funding, Inc.",575,3638.70,Wholesalers: Diversified,Radnor,PA
"Bucyrus International, Inc.",573,3650.60,Construction and Farm Machinery,South Milwaukee,WI
Electronic Arts Inc.,571,3654.00,Computer Software,Redwood City,CA
"Level 3 Communications, Inc.",572,3651.00,Telecommunications,Broomfield,CO
Factory Mutual Insurance Company,570,3658.40,Insurance: Property and Casualty (Stock),Johnston,RI
"Burlington Coat Factory Investments Holdings, Inc.",568,3670.00,Specialty Retailers: Apparel,Burlington,NJ
"Beckman Coulter, Inc.",569,3663.40,Medical Products and Equipment,Brea,CA
Windstream Corporation,566,3712.00,Telecommunications,Little Rock,AR
"Neiman Marcus, Inc.",567,3692.80,Specialty Retailers: Apparel,Dallas,TX
OGE Energy Corp,565,3716.90,Pipelines,Oklahoma City,OK
"United Natural Foods, Inc.",563,3757.10,Wholesalers: Food and Grocery,Providence,RI
Del Monte Foods Company,564,3741.80,Food Consumer Products,San Francisco,CA
"Catalyst Health Solutions, Inc.",562,3764.10,Health Care: Pharmacy and Other Services,Rockville,MD
JetBlue Airways Corporation,560,3779.00,Airlines,Forest Hills,NY
Cincinnati Financial Corporation,561,3771.40,Insurance: Property and Casualty (Stock),Fairfield,OH
"J.B. Hunt Transport Services, Inc.",559,3793.50,"Trucking, Truck Leasing",Lowell,AR
Temple-Inland Inc.,557,3799.00,"Packaging, Containers",Austin,TX
Frontier Communications Corporation,558,3797.70,Telecommunications,Stamford,CT
"Discovery Communications, Inc.",555,3804.00,Entertainment,Silver Spring,MD
Adobe Systems Incorporated,556,3800.00,Computer Software,San Jose,CA
"Alaska Air Group, Inc.",554,3832.30,Airlines,Seattle,WA
Wyndham Worldwide Corporation,552,3851.00,"Hotels, Casinos, Resorts",Parsippany,NJ
M&#038;T Bank Corporation,553,3837.90,Commercial Banks,Buffalo,NY
"Airgas, Inc.",551,3864.00,Wholesalers: Diversified,Radnor,PA
"H&#038;R Block, Inc.",550,3874.70,Diversified Financials,Kansas City,MO
Allegheny Energy Inc.,548,3902.90,Utilities: Gas and Electric,Greensburg,PA
Ryerson Holding Corporation,549,3895.50,Wholesalers: Diversified,Chicago,IL
"MDU Resources Group, Inc.",546,3909.70,"Mining, Crude-Oil Production",Bismarck,ND
The First American Financial Corporation,547,3906.60,Insurance: Property and Casualty (Stock),Santa Ana,CA
