company,rank,revenue,sector,city,state
Lyft,941,2156.6,Technology,San Francisco,CA
Carpenter Technology,940,2157.7,Materials,Philadelphia,PA
F5 Networks,939,2161.4,Technology,Seattle,WA
PCM,938,2164.0,Wholesalers,El Segundo,CA
Teradata,937,2164.0,Technology,San Diego,CA
Vornado Realty Trust,936,2164.8,Financials,New York,NY
Diamondback Energy,935,2176.3,Energy,Midland,TX
Comfort Systems USA,934,2182.9,Engineering & Construction,Houston,TX
Cabot Oil &amp; Gas,933,2188.1,Energy,Houston,TX
Hexcel,932,2189.1,Aerospace & Defense,Stamford,CT
Barnes &amp; Noble Education,931,2203.6,Retailing,Basking Ridge,NJ
TEGNA,930,2207.3,Media,Tysons,VA
IDEXX Laboratories,929,2213.2,Health Care,Westbrook,ME
Central Garden &amp; Pet,928,2215.4,Household Products,Walnut Creek,CA
Roadrunner Transportation Systems,927,2216.1,Transportation,Downers Grove,IL
C&amp;J Energy Services,926,2222.1,Energy,Houston,TX
Tower International,925,2222.1,Motor Vehicles & Parts,Livonia,MI
Matson,924,2222.8,Transportation,Honolulu,HI
Edgewell Personal Care,923,2234.4,Household Products,Chesterfield,MO
New Residential Investment,922,2237.6,Financials,New York,NY
Wolverine World Wide,921,2239.2,Apparel,Rockford,MI
First Solar,920,2244.0,Energy,Tempe,AZ
Nordson,919,2254.7,Industrials,Westlake,OH
HNI,918,2257.9,Household Products,Muscatine,IA
Patrick Industries,917,2263.1,Materials,Elkhart,IN
Charles River Laboratories International,916,2266.1,Health Care,Wilmington,MA
Wabash National,915,2267.3,Motor Vehicles & Parts,Lafayette,IN
First Horizon National Corp.,914,2268.8,Financials,Memphis,TN
OGE Energy,913,2270.3,Energy,Oklahoma City,OK
Palo Alto Networks,912,2273.1,Technology,Santa Clara,CA
CDK Global,911,2273.2,Technology,Hoffman Estates,IL
Annaly Capital Management,910,2279.5,Financials,New York,NY
AvalonBay Communities,909,2284.5,Financials,Arlington,VA
Valvoline,908,2285.0,Chemicals,Lexington,KY
M/I Homes,907,2286.3,Engineering & Construction,Columbus,OH
Bio-Rad Laboratories,906,2289.4,Health Care,Hercules,CA
NewMarket,905,2289.7,Chemicals,Richmond,VA
Hospitality Properties Trust,904,2294.5,Financials,Newton,MA
Vista Outdoor,903,2308.5,Household Products,Farmington,UT
Foundation Building Materials,902,2314.1,Wholesalers,Tustin,CA
TransUnion,901,2317.2,Business Services,Chicago,IL
Knights of Columbus,900,2319.2,Financials,New Haven,CT
Oasis Petroleum,899,2321.9,Energy,Houston,TX
Woodward,898,2325.9,Aerospace & Defense,Fort Collins,CO
GEO Group,897,2331.4,Business Services,Boca Raton,FL
Cheesecake Factory,896,2332.3,"Hotels, Restaurants & Leisure",Calabasas,CA
Cimarex Energy,895,2339.0,Energy,Denver,CO
ResMed,894,2340.2,Health Care,San Diego,CA
WGL Holdings,893,2341.8,Energy,Washington,DC
Genesee &amp; Wyoming,892,2348.6,Transportation,Darien,CT
GNC Holdings,891,2353.5,Food & Drug Stores,Pittsburgh,PA
BrightView Holdings,890,2353.6,Business Services,Blue Bell,PA
Schnitzer Steel Industries,889,2364.7,Materials,Portland,OR
Interactive Brokers Group,888,2366.0,Financials,Greenwich,CT
Kennametal,887,2367.9,Industrials,Pittsburgh,PA
Itron,886,2376.1,Industrials,Liberty Lake,WA
Affiliated Managers Group,885,2378.4,Financials,West Palm Beach,FL
Herman Miller,884,2381.2,Household Products,Zeeland,MI
REV Group,883,2381.3,Motor Vehicles & Parts,Milwaukee,WI
TopBuild,882,2384.2,Engineering & Construction,Daytona Beach,FL
WPX Energy,881,2385.0,Energy,Tulsa,OK
Ohio National Mutual,880,2388.7,Financials,Cincinnati,OH
Renewable Energy Group,879,2388.8,Energy,Ames,IA
Maximus,878,2392.2,Technology,Reston,VA
Verisk Analytics,877,2395.1,Business Services,Jersey City,NJ
Curtiss-Wright,876,2411.8,Aerospace & Defense,Davidson,NC
Waters,875,2419.9,Technology,Milford,MA
Carlyle Group,874,2427.2,Financials,Washington,DC
Party City Holdco,873,2427.5,Retailing,Elmsford,NY
FleetCor Technologies,872,2433.5,Business Services,Atlanta,GA
Echo Global Logistics,871,2439.7,Transportation,Chicago,IL
Teleflex,870,2448.4,Health Care,Wayne,PA
Arch Coal,869,2451.8,Energy,St. Louis,MO
Texas Roadhouse,868,2457.4,"Hotels, Restaurants & Leisure",Louisville,KY
Werner Enterprises,867,2457.9,Transportation,Omaha,NE
Cleveland-Cliffs,866,2461.5,Energy,Cleveland,OH
Catalent,865,2463.4,Health Care,Somerset,NJ
LCI Industries,864,2475.8,Motor Vehicles & Parts,Elkhart,IN
Maxim Integrated Products,863,2480.1,Technology,San Jose,CA
IDEX,862,2483.7,Industrials,Lake Forest,IL
Cypress Semiconductor,861,2483.8,Technology,San Jose,CA
J.Crew Group,860,2484.0,Retailing,New York,NY
Helmerich &amp; Payne,859,2487.3,Energy,Tulsa,OK
TrueBlue,858,2499.2,Business Services,Tacoma,WA
SemGroup,857,2503.3,Energy,Tulsa,OK
RH,856,2505.7,Retailing,Corte Madera,CA
Mueller Industries,855,2507.9,Industrials,Collierville,TN
Trinity Industries,854,2509.1,Transportation,Dallas,TX
Meredith,853,2509.4,Media,Des Moines,IA
GMS,852,2511.5,Wholesalers,Tucker,GA
Greenbrier Cos.,851,2519.5,Transportation,Lake Oswego,OR
Cooper Cos.,850,2532.8,Health Care,Pleasanton,CA
Euronet Worldwide,849,2536.6,Business Services,Leawood,KS
Xilinx,848,2539.0,Technology,San Jose,CA
Fossil Group,847,2541.5,Apparel,Richardson,TX
Revlon,846,2564.5,Household Products,New York,NY
Benchmark Electronics,845,2566.5,Technology,Tempe,AZ
Autodesk,844,2569.8,Technology,San Rafael,CA
Murphy Oil,843,2570.6,Energy,El Dorado,AR
Equity Residential,842,2578.4,Financials,Chicago,IL
EnerSys,841,2581.9,Industrials,Reading,PA
Belden,840,2585.4,Industrials,St. Louis,MO
Selective Insurance Group,839,2586.1,Financials,Branchville,NJ
Zayo Group Holdings,838,2604.0,Telecommunications,Boulder,CO
ServiceNow,837,2608.8,Technology,Santa Clara,CA
Guess,836,2609.7,Retailing,Los Angeles,CA
Toro,835,2618.7,Industrials,Bloomington,MN
Boyd Gaming,834,2626.7,"Hotels, Restaurants & Leisure",Las Vegas,NV
Groupon,833,2636.7,Technology,Chicago,IL
Newfield Exploration,832,2643.0,Energy,The Woodlands,TX
GoDaddy,831,2660.1,Technology,Scottsdale,AZ
Rent-A-Center,830,2660.5,Retailing,Plano,TX
Scotts Miracle-Gro,829,2663.4,Chemicals,Marysville,OH
Colony Capital,828,2666.5,Financials,Los Angeles,CA
Popular,827,2674.3,Financials,Hato Rey,PR
Atlas Air Worldwide Holdings,826,2677.7,Transportation,Purchase,NY
Nu Skin Enterprises,825,2679.0,Household Products,Provo,UT
Verso,824,2682.0,Materials,Miamisburg,OH
Amica Mutual Insurance,823,2689.1,Financials,Lincoln,RI
Gardner Denver,822,2689.8,Industrials,Milwaukee,WI
Graham Holdings,821,2696.0,Business Services,Arlington,VA
PC Connection,820,2699.5,Retailing,Merrimack,NH
MPM Holdings,819,2705.0,Chemicals,Waterford,NY
Moog,818,2709.5,Aerospace & Defense,Elma,NY
Allison Transmission Holdings,817,2713.0,Motor Vehicles & Parts,Indianapolis,IN
Kansas City Southern,816,2714.0,Transportation,Kansas City,MO
Akamai Technologies,815,2714.5,Technology,Cambridge,MA
SVB Financial Group,814,2714.9,Financials,Santa Clara,CA
Boston Properties,813,2717.1,Financials,Boston,MA
Middleby,812,2722.9,Industrials,Elgin,IL
Tempur Sealy International,811,2734.0,Household Products,Lexington,KY
Donaldson,810,2734.2,Industrials,Minneapolis,MN
Park Hotels &amp; Resorts,809,2737.0,Financials,McLean,VA
ITT,808,2745.1,Industrials,White Plains,NY
Public Storage,807,2754.3,Financials,Glendale,CA
Valmont Industries,806,2757.1,Materials,Omaha,NE
AptarGroup,805,2764.8,Materials,Crystal Lake,IL
Nexstar Media Group,804,2766.7,Media,Irving,TX
Cboe Global Markets,803,2768.8,Financials,Chicago,IL
PerkinElmer,802,2778.0,Technology,Waltham,MA
Univision Communications,801,2792.3,Media,New York,NY
Columbia Sportswear,800,2802.3,Apparel,Portland,OR
Prologis,799,2804.4,Financials,San Francisco,CA
Cooper Tire &amp; Rubber,798,2808.1,Motor Vehicles & Parts,Findlay,OH
Workday,797,2822.2,Technology,Pleasanton,CA
Unisys,796,2825.0,Technology,Blue Bell,PA
Magellan Midstream Partners,795,2826.6,Energy,Tulsa,OK
Louisiana-Pacific,794,2828.0,Materials,Nashville,TN
Caleres,793,2834.8,Retailing,St. Louis,MO
Hawaiian Holdings,792,2837.4,Transportation,Honolulu,HI
TTM Technologies,791,2847.3,Technology,Costa Mesa,CA
Hill-Rom Holdings,790,2848.0,Health Care,Chicago,IL
Avaya Holdings,789,2851.0,Technology,Santa Clara,CA
Presidio,788,2858.0,Technology,New York,NY
Hawaiian Electric Industries,787,2860.8,Energy,Honolulu,HI
BlueLinx Holdings,786,2862.9,Wholesalers,Marietta,GA
PRA Health Sciences,785,2871.9,Technology,Raleigh,NC
Plexus,784,2873.5,Technology,Neenah,WI
Southwest Gas Holdings,783,2880.0,Energy,Las Vegas,NV
Teledyne Technologies,782,2901.8,Aerospace & Defense,Thousand Oaks,CA
Genesco,781,2911.7,Retailing,Nashville,TN
Genesis Energy,780,2912.8,Energy,Houston,TX
New Jersey Resources,779,2915.1,Energy,Wall,NJ
Gannett,778,2916.8,Media,McLean,VA
Varian Medical Systems,777,2919.1,Health Care,Palo Alto,CA
Red Hat,776,2920.5,Technology,Raleigh,NC
Mettler-Toledo International,775,2935.6,Technology,Columbus,OH
Primoris Services,774,2939.5,Engineering & Construction,Dallas,TX
Tetra Tech,773,2964.1,Engineering & Construction,Pasadena,CA
Hain Celestial Group,772,2967.2,"Food, Beverages & Tobacco",Lake Success,NY
Marriott Vacations Worldwide,771,2968.0,"Hotels, Restaurants & Leisure",Orlando,FL
Kirby,770,2970.7,Transportation,Houston,TX
AMC Networks,769,2971.9,Media,New York,NY
Qorvo,768,2973.5,Technology,Greensboro,NC
Citrix Systems,767,2973.9,Technology,Fort Lauderdale,FL
Visteon,766,2984.0,Motor Vehicles & Parts,Van Buren Township,MI
Triple-S Management,765,2996.1,Health Care,San Juan,PR
Pool,764,2998.1,Wholesalers,Covington,LA
Acadia Healthcare,763,3012.4,Health Care,Franklin,TN
Lincoln Electric Holdings,762,3028.7,Industrials,Cleveland,OH
Cracker Barrel Old Country Store,761,3030.4,"Hotels, Restaurants & Leisure",Lebanon,TN
Zions Bancorp.,760,3033.0,Financials,Salt Lake City,UT
Vishay Intertechnology,759,3034.7,Technology,Malvern,PA
E*Trade Financial,758,3036.0,Financials,New York,NY
H.B. Fuller,757,3041.0,Chemicals,St. Paul,MN
Twitter,756,3042.4,Technology,San Francisco,CA
Mutual of America Life Insurance,755,3043.5,Financials,New York,NY
Andersons,754,3045.4,"Food, Beverages & Tobacco",Maumee,OH
Digital Realty Trust,753,3046.5,Financials,San Francisco,CA
Vertex Pharmaceuticals,752,3047.6,Health Care,Boston,MA
Sinclair Broadcast Group,751,3055.1,Media,Hunt Valley,MD
Steelcase,750,3055.5,Household Products,Grand Rapids,MI
California Resources,749,3064.0,Energy,Santa Clara,CA
MDC Holdings,748,3065.2,Engineering & Construction,Denver,CO
Applied Industrial Technologies,747,3073.3,Wholesalers,Cleveland,OH
G-III Apparel Group,746,3076.2,Apparel,New York,NY
ArcBest,745,3093.8,Transportation,Fort Smith,AR
Ciena,744,3094.3,Technology,Hanover,MD
Trimble,743,3108.4,Technology,Sunnyvale,CA
Atmos Energy,742,3115.5,Energy,Dallas,TX
Infor,741,3117.7,Technology,New York,NY
Synopsys,740,3121.1,Technology,Mountain View,CA
NOW,739,3127.0,Wholesalers,Houston,TX
Dycom Industries,738,3127.7,Engineering & Construction,Palm Beach Gardens,FL
Brinker International,737,3135.4,"Hotels, Restaurants & Leisure",Dallas,TX
Legg Mason,736,3140.3,Financials,Baltimore,MD
H&amp;R Block,735,3159.9,Financials,Kansas City,MO
PriceSmart,734,3166.7,Retailing,San Diego,CA
Hyster-Yale Materials Handling,733,3174.4,Industrials,Cleveland,OH
Designer Brands,732,3183.7,Retailing,Columbus,OH
A.O. Smith,731,3187.9,Industrials,Milwaukee,WI
Service Corp. International,730,3190.2,Business Services,Houston,TX
Stifel Financial,729,3195.0,Financials,St. Louis,MO
Triumph Group,728,3199.0,Aerospace & Defense,Berwyn,PA
MSC Industrial Direct,727,3203.9,Wholesalers,Melville,NY
Hologic,726,3217.9,Health Care,Marlborough,MA
SkyWest,725,3221.7,Transportation,St. George,UT
Cinemark Holdings,724,3221.7,Media,Plano,TX
Penn Mutual Life Insurance,723,3231.3,Financials,Horsham,PA
Sanderson Farms,722,3236.0,"Food, Beverages & Tobacco",Laurel,MS
Tailored Brands,721,3239.9,Retailing,Houston,TX
Cabot,720,3242.0,Chemicals,Boston,MA
Brown-Forman,719,3248.0,"Food, Beverages & Tobacco",Louisville,KY
Medical Mutual of Ohio,718,3262.1,Financials,Cleveland,OH
TRI Pointe Group,717,3262.7,Engineering & Construction,Irvine,CA
Range Resources,716,3282.6,Energy,Fort Worth,TX
Square,715,3298.2,Business Services,San Francisco,CA
Clean Harbors,714,3300.3,Business Services,Norwell,MA
CIT Group,713,3308.2,Financials,New York,NY
Granite Construction,712,3318.4,Engineering & Construction,Watsonville,CA
Spirit Airlines,711,3323.0,Transportation,Miramar,FL
American National Insurance,710,3326.4,Financials,Galveston,TX
Patterson-UTI Energy,709,3327.0,Energy,Houston,TX
Illumina,708,3333.0,Technology,San Diego,CA
USG,707,3336.0,Materials,Chicago,IL
Crane,706,3345.5,Industrials,Stamford,CT
Puget Energy,705,3346.5,Energy,Bellevue,WA
Scientific Games,704,3363.2,"Hotels, Restaurants & Leisure",Las Vegas,NV
Global Payments,703,3366.4,Business Services,Atlanta,GA
Albemarle,702,3375.0,Chemicals,Charlotte,NC
Mercury General,701,3380.0,Financials,Los Angeles,CA
Paychex,700,3380.9,Business Services,Rochester,NY
Darling Ingredients,699,3387.7,"Food, Beverages & Tobacco",Irving,TX
ASGN,698,3399.8,Business Services,Calabasas,CA
Par Pacific Holdings,697,3410.7,Energy,Houston,TX
Equifax,696,3412.1,Business Services,Atlanta,GA
SS&amp;C Technologies Holdings,695,3421.1,Technology,Windsor,CT
Lamb Weston Holdings,694,3423.7,"Food, Beverages & Tobacco",Eagle,ID
Enable Midstream Partners,693,3431.0,Energy,Oklahoma City,OK
Domino&#8217;s Pizza,692,3432.9,"Hotels, Restaurants & Leisure",Ann Arbor,MI
American Water Works,691,3440.0,Energy,Camden,NJ
Aleris,690,3445.9,Materials,Cleveland,OH
Carter&#8217;s,689,3462.3,Apparel,Atlanta,GA
Stericycle,688,3485.9,Business Services,Lake Forest,IL
Brink&#8217;s,687,3488.9,Business Services,Richmond,VA
Calumet Specialty Products,686,3497.5,Energy,Indianapolis,IN
Sentry Insurance Group,685,3498.4,Financials,Stevens Point,WI
TriNet Group,684,3503.0,Business Services,Dublin,CA
Weis Markets,683,3509.3,Food & Drug Stores,Sunbury,PA
Meritage Homes,682,3528.6,Engineering & Construction,Scottsdale,AZ
PolyOne,681,3533.4,Chemicals,Avon Lake,OH
Alliant Energy,680,3534.5,Energy,Madison,WI
First Republic Bank,679,3575.1,Financials,San Francisco,CA
Timken,678,3580.8,Industrials,North Canton,OH
Worthington Industries,677,3581.6,Materials,Columbus,OH
Penn National Gaming,676,3587.9,"Hotels, Restaurants & Leisure",Wyomissing,PA
Abercrombie &amp; Fitch,675,3590.1,Retailing,New Albany,OH
Comerica,674,3595.0,Financials,Dallas,TX
Amerco,673,3601.1,Transportation,Reno,NV
Cooper-Standard Holdings,672,3629.3,Motor Vehicles & Parts,Novi,MI
Country Financial,671,3629.7,Financials,Bloomington,IL
Regal Beloit,670,3645.6,Industrials,Beloit,WI
Mednax,669,3647.1,Health Care,Sunrise,FL
Crestwood Equity Partners,668,3654.1,Energy,Houston,TX
Barnes &amp; Noble,667,3662.3,Retailing,New York,NY
Colfax,666,3666.8,Industrials,Annapolis Junction,MD
Acuity Brands,665,3680.1,Industrials,Atlanta,GA
BMC Stock Holdings,664,3682.4,Wholesalers,Raleigh,NC
Pinnacle West Capital,663,3691.2,Energy,Phoenix,AZ
CUNA Mutual Group,662,3698.8,Financials,Madison,WI
Intuitive Surgical,661,3724.2,Health Care,Sunnyvale,CA
Kemper,660,3725.1,Financials,Chicago,IL
Pitney Bowes,659,3733.9,Technology,Stamford,CT
Ashland Global Holdings,658,3743.0,Chemicals,Covington,KY
Ventas,657,3745.8,Financials,Chicago,IL
Resolute Forest Products,656,3756.0,Materials,Plattsburgh,NY
Kar Auction Services,655,3769.6,Wholesalers,Carmel,IN
Sprague Resources,654,3771.1,Wholesalers,Portsmouth,NH
Edwards Lifesciences,653,3772.8,Health Care,Irvine,CA
Hexion,652,3797.0,Chemicals,Columbus,OH
Monster Beverage,651,3807.2,"Food, Beverages & Tobacco",Corona,CA
TransDigm Group,650,3822.9,Aerospace & Defense,Cleveland,OH
LSC Communications,649,3826.0,Media,Chicago,IL
Insperity,648,3828.5,Business Services,Kingwood,TX
Aaron&#8217;s,647,3828.9,Retailing,Atlanta,GA
WABCO Holdings,646,3831.0,Motor Vehicles & Parts,Auburn Hills,MI
Flowserve,645,3832.7,Industrials,Irving,TX
Green Plains,644,3843.4,Energy,Omaha,NE
ScanSource,643,3846.3,Wholesalers,Greenville,SC
Southwestern Energy,642,3862.0,Energy,Spring,TX
Sabre,641,3867.0,Technology,Southlake,TX
Skyworks Solutions,640,3868.0,Technology,Woburn,MA
Greif,639,3873.8,Materials,Delaware,OH
Keysight Technologies,638,3878.0,Technology,Santa Rosa,CA
Lennox International,637,3883.9,Industrials,Richardson,TX
Worldpay,636,3925.4,Business Services,Symmes Township,OH
Sally Beauty Holdings,635,3932.6,Retailing,Denton,TX
Urban Outfitters,634,3950.6,Retailing,Philadelphia,PA
Flowers Foods,633,3951.9,"Food, Beverages & Tobacco",Thomasville,GA
Element Solutions,632,3952.8,Chemicals,West Palm Beach,FL
Gartner,631,3975.5,Technology,Stamford,CT
International Flavors &amp; Fragrances,630,3977.5,Chemicals,New York,NY
Microchip Technology,629,3980.8,Technology,Chandler,AZ
Dentsply Sirona,628,3986.3,Health Care,York,PA
Warner Music Group,627,4005.0,Media,New York,NY
Total System Services,626,4028.2,Business Services,Columbus,GA
Nexeo Solutions,625,4034.2,Wholesalers,The Woodlands,TX
American Eagle Outfitters,624,4035.7,Retailing,Pittsburgh,PA
KLA-Tencor,623,4036.7,Technology,Milpitas,CA
Old Dominion Freight Line,622,4043.7,Transportation,Thomasville,NC
Allegheny Technologies,621,4046.6,Materials,Pittsburgh,PA
SCANA,620,4052.0,Energy,Cayce,SC
Snap-on,619,4070.4,Industrials,Kenosha,WI
Bemis,618,4089.9,Materials,Neenah,WI
Ingles Markets,617,4092.8,Food & Drug Stores,Black Mountain,NC
Buckeye Partners,616,4108.3,Energy,Houston,TX
Bloomin&#8217; Brands,615,4126.4,"Hotels, Restaurants & Leisure",Tampa,FL
Alexion Pharmaceuticals,614,4131.2,Health Care,Boston,MA
Antero Resources,613,4139.6,Energy,Denver,CO
Church &amp; Dwight,612,4145.9,Household Products,Ewing,NJ
Concho Resources,611,4151.0,Energy,Midland,TX
MRC Global,610,4172.0,Energy,Houston,TX
Meritor,609,4178.0,Motor Vehicles & Parts,Troy,MI
Quad/Graphics,608,4193.7,Media,Sussex,WI
Zebra Technologies,607,4218.0,Industrials,Lincolnshire,IL
Laureate Education,606,4219.9,Business Services,Baltimore,MD
Iron Mountain,605,4225.8,Business Services,Boston,MA
Taylor Morrison Home,604,4227.4,Engineering & Construction,Scottsdale,AZ
OneMain Holdings,603,4232.0,Financials,Evansville,IN
CA,602,4235.0,Technology,New York,NY
Martin Marietta Materials,601,4244.3,Materials,Raleigh,NC
IAC/InterActiveCorp,600,4262.9,Technology,New York,NY
Leggett &amp; Platt,599,4269.5,Household Products,Carthage,MO
Evergy,598,4275.9,Energy,Kansas City,MO
Nasdaq,597,4277.0,Financials,New York,NY
Encompass Health,596,4277.3,Health Care,Birmingham,AL
Globe Life,595,4303.8,Financials,McKinney,TX
CME Group,594,4309.4,Financials,Chicago,IL
CNO Financial Group,593,4313.5,Financials,Carmel,IN
Amkor Technology,592,4316.5,Technology,Tempe,AZ
Broadridge Financial Solutions,591,4329.9,Business Services,Lake Success,NY
JELD-WEN Holding,590,4346.7,Materials,Charlotte,NC
Westinghouse Air Brake,589,4363.5,Industrials,Wilmerding,PA
Vulcan Materials,588,4382.9,Materials,Birmingham,AL
Syneos Health,587,4390.1,Health Care,Morrisville,NC
Ryerson Holding,586,4408.4,Materials,Chicago,IL
Hub Group,585,4423.1,Transportation,Oak Brook,IL
CF Industries Holdings,584,4428.9,Chemicals,Deerfield,IL
Tiffany,583,4442.1,Retailing,New York,NY
Moody&#8217;s,582,4442.7,Business Services,New York,NY
Silgan Holdings,581,4448.9,Materials,Stamford,CT
Hyatt Hotels,580,4454.0,"Hotels, Restaurants & Leisure",Chicago,IL
Tutor Perini,579,4454.7,Engineering & Construction,Sylmar,CA
CACI International,578,4467.9,Technology,Arlington,VA
Hubbell,577,4481.7,Industrials,Shelton,CT
Universal Forest Products,576,4489.2,Materials,Grand Rapids,MI
Mattel,575,4510.9,Household Products,El Segundo,CA
MDU Resources Group,574,4531.1,Energy,Bismarck,ND
Brookdale Senior Living,573,4531.4,Health Care,Brentwood,TN
Watsco,572,4546.7,Wholesalers,Miami,FL
KB Home,571,4547.0,Engineering & Construction,Los Angeles,CA
Carlisle,570,4549.0,Materials,Scottsdale,AZ
CommScope Holding,569,4568.5,Technology,Hickory,NC
Diebold Nixdorf,568,4578.6,Technology,North Canton,OH
Hasbro,567,4579.6,Household Products,Pawtucket,RI
ADT,566,4581.7,Business Services,Boca Raton,FL
National General Holdings,565,4608.0,Financials,New York,NY
Landstar System,564,4619.0,Transportation,Jacksonville,FL
Coca-Cola Consolidated,563,4625.4,"Food, Beverages & Tobacco",Charlotte,NC
Juniper Networks,562,4647.5,Technology,Sunnyvale,CA
Wyndham Destinations,561,4651.0,"Hotels, Restaurants & Leisure",Orlando,FL
Science Applications International,560,4659.0,Technology,Reston,VA
Skechers U.S.A.,559,4662.7,Apparel,Manhattan Beach,CA
Welltower,558,4700.5,Financials,Toledo,OH
Continental Resources,557,4709.6,Energy,Oklahoma City,OK
FMC,556,4731.6,Chemicals,Philadelphia,PA
Sealed Air,555,4732.7,Materials,Charlotte,NC
Smart &amp; Final Stores,554,4741.8,Food & Drug Stores,Commerce,CA
Camping World Holdings,553,4792.0,Retailing,Lincolnshire,IL
Ametek,552,4845.9,Technology,Berwyn,PA
Chipotle Mexican Grill,551,4865.0,"Hotels, Restaurants & Leisure",Newport Beach,CA
NortonLifeLock,550,4888.0,Technology,Mountain View,CA
Neiman Marcus Group,549,4900.4,Retailing,Dallas,TX
KBR,548,4913.0,Engineering & Construction,Houston,TX
Agilent Technologies,547,4914.0,Technology,Santa Clara,CA
EQT,546,4946.7,Energy,Pittsburgh,PA
Commercial Metals,545,4948.4,Materials,Irving,TX
Fastenal,544,4965.1,Wholesalers,Winona,MN
Genesis Healthcare,543,4976.7,Health Care,Kennett Square,PA
Schneider National,542,4977.0,Transportation,Green Bay,WI
Noble Energy,541,4986.0,Energy,Houston,TX
Boise Cascade,540,4995.3,Wholesalers,Boise,ID
Equinix,539,5071.7,Financials,Redwood City,CA
Select Medical Holdings,538,5081.3,Health Care,Mechanicsburg,PA
YRC Worldwide,537,5092.0,Transportation,Overland Park,KS
Telephone &amp; Data Systems,536,5109.0,Telecommunications,Chicago,IL
NiSource,535,5114.5,Energy,Merrillville,IN
Terex,534,5125.0,Industrials,Westport,CT
Electronic Arts,533,5150.0,Media,Redwood City,CA
Brunswick,532,5159.2,Transportation,Mettawa,IL
LPL Financial Holdings,531,5188.4,Financials,Boston,MA
Roper Technologies,530,5191.2,Technology,Sarasota,FL
Under Armour,529,5193.2,Apparel,Baltimore,MD
Xylem,528,5207.0,Industrials,Rye Brook,NY
