company,rank,revenue,sector,city,state
"MRC Global, Inc.",493,4832.40,"Oil and Gas Equipment, Services",Houston,TX
"Dick's Sporting Goods, Inc.",466,5211.80,Specialty Retailers: Other,Coraopolis,PA
"Big Lots, Inc.",467,5202.30,Specialty Retailers: Other,Columbus,OH
Allegheny Technologies Incorporated,468,5183.00,Metals,Pittsburgh,PA
"Telephone and Data Systems, Inc.",469,5180.50,Telecommunications,Chicago,IL
The Timken Company,470,5170.20,Industrial Machinery,Canton,OH
W.R. Berkley Corporation,471,5156.00,Insurance: Property and Casualty (Stock),Greenwich,CT
"Fidelity National Financial, Inc.",472,5153.70,Insurance: Property and Casualty (Stock),Jacksonville,FL
"Casey's General Stores, Inc.",473,5140.20,Specialty Retailers: Other,Ankeny,IA
"NetApp, Inc.",474,5122.60,Computer Peripherals,Sunnyvale,CA
"FMC Technologies, Inc.",475,5099.00,"Oil and Gas Equipment, Services",Houston,TX
Biogen Idec Inc.,476,5048.60,Pharmaceuticals,Weston,MA
"CVR Energy, Inc.",477,5029.10,Petroleum Refining,Sugar Land,TX
United Stationers Inc.,478,5005.50,Wholesalers: Electronics and Office Equipment,Deerfield,IL
"Host Hotels & Resorts, Inc.",479,5003.00,Real estate,Bethesda,MD
Momentive Specialty Chemicals Inc.,452,5352.00,Chemicals,Columbus,OH
Centene Corporation,453,5340.60,Health Care: Insurance and Managed Care,St. Louis,MO
Owens Corning,454,5335.00,"Building Materials, Glass",Toledo,OH
"Catalyst Health Solutions, Inc.",455,5329.60,Health Care: Pharmacy and Other Services,Rockville,MD
The Clorox Company,456,5326.00,Household and Personal Products,Oakland,CA
"Bemis Company, Inc.",457,5322.70,"Packaging, Containers",Neenah,WI
"Harley-Davidson, Inc.",458,5311.70,Transportation Equipment,Milwaukee,WI
Con-way Inc.,459,5290.00,Transportation and Logistics,Ann Arbor,MI
"Insight Enterprises, Inc.",460,5287.20,Wholesalers: Electronics and Office Equipment,Tempe,AZ
Pitney Bowes Inc.,461,5278.00,"Computers, Office Equipment",Stamford,CT
"Wynn Resorts, Limited",462,5269.80,"Hotels, Casinos, Resorts",Las Vegas,NV
"BrightPoint, Inc.",463,5244.40,Wholesalers: Electronics and Office Equipment,Indianapolis,IN
Frontier Communications Corporation,464,5243.00,Telecommunications,Stamford,CT
"Gannett Co., Inc.",465,5240.00,"Publishing, Printing",McLean,VA
Spectra Energy Corp,438,5602.00,Pipelines,Houston,TX
Booz Allen Hamilton Holding Corp.,439,5591.30,Information Technology Services,McLean,VA
"CH2M HILL Companies, Ltd.",440,5555.20,"Engineering, Construction",Englewood,CO
"Kelly Services, Inc.",441,5551.00,Temporary Help,Troy,MI
Avaya Inc.,442,5547.00,Network and Other Communications Equipment,Basking Ridge,NJ
Laboratory Corporation of America Holdings,443,5542.30,Health Care: Pharmacy and Other Services,Burlington,NC
"Kindred Healthcare, Inc.",444,5523.30,Health Care: Medical Facilities,Louisville,KY
The Western Union Company,445,5491.40,Financial Data Services,Englewood,CO
SPX Corporation,446,5461.90,Industrial Machinery,Charlotte,NC
NCR Corporation,447,5443.00,"Computers, Office Equipment",Duluth,GA
"Allergan, Inc.",448,5419.10,Pharmaceuticals,Irvine,CA
Rock-Tenn Company,449,5399.60,"Packaging, Containers",Norcross,GA
"Live Nation Entertainment, Inc.",450,5384.00,Entertainment,Beverly Hills,CA
"Graybar Electric Company, Inc.",451,5374.80,Wholesalers: Diversified,St. Louis,MO
"Fidelity National Information Services, Inc.",425,5757.40,Financial Data Services,Jacksonville,FL
SLM Corporation,426,5756.00,Diversified Financials,Newark,DE
Seaboard Corporation,427,5746.90,Food Production,Shawnee Mission,KS
"EMCOR Group, Inc.",428,5731.70,"Engineering, Construction",Norwalk,CT
Auto-Owners Insurance Group,429,5709.50,Insurance: Property and Casualty (Mutual),Lansing,MI
SanDisk Corporation,430,5662.10,Semiconductors and Other Electronic Components,Milpitas,CA
Ralph Lauren Corporation,431,5660.30,Apparel,New York,NY
"Mohawk Industries, Inc.",432,5642.30,zMiscellaneous,Calhoun,GA
Sealed Air Corporation,433,5640.90,"Packaging, Containers",Elmwood Park,NJ
"Starwood Hotels & Resorts Worldwide, Inc.",434,5624.00,"Hotels, Casinos, Resorts",Stamford,CT
"Foot Locker, Inc.",435,5623.00,Specialty Retailers: Apparel,New York,NY
Domtar Corporation,436,5612.00,Forest and Paper Products,Fort Mill,SC
"St. Jude Medical, Inc.",437,5611.70,Medical Products and Equipment,St. Paul,MN
Mutual of Omaha Insurance Company,411,5974.10,"Insurance: Life, Health (stock)",Omaha,NE
The Shaw Group Inc.,412,5937.70,"Engineering, Construction",Baton Rouge,LA
Harris Corporation,413,5924.60,Network and Other Communications Equipment,Melbourne,FL
Newell Rubbermaid Inc.,414,5923.40,"Home Equipment, Furnishings",Atlanta,GA
"Pepco Holdings, Inc.",415,5920.00,Utilities: Gas and Electric,Washington,DC
"CBRE Group, Inc.",416,5912.10,Real estate,Los Angeles,CA
"Dr Pepper Snapple Group, Inc.",417,5903.00,Beverages,Plano,TX
"Avis Budget Group, Inc.",418,5900.00,"Automotive Retailing, Services",Parsippany,NJ
PVH Corp.,419,5890.60,Apparel,New York,NY
Pacific Life,420,5879.00,"Insurance: Life, Health (stock)",Newport Beach,CA
General Cable Corporation,421,5866.70,"Electronics, Electrical Equip.",Highland Heights,KY
Exelis Inc.,422,5839.00,Aerospace and Defense,McLean,VA
"Health Management Associates, Inc.",423,5822.10,Health Care: Medical Facilities,Naples,FL
"O'Reilly Automotive, Inc.",424,5788.80,Specialty Retailers: Other,Springfield,MO
"WellCare Health Plans, Inc.",401,6106.90,Health Care: Insurance and Managed Care,Tampa,FL
"CF Industries Holdings, Inc.",402,6097.90,Chemicals,Deerfield,IL
UGI Corporation,403,6091.30,Energy,King of Prussia,PA
The Hershey Company,404,6080.80,Food Consumer Products,Hershey,PA
"Group 1 Automotive, Inc.",405,6079.80,"Automotive Retailing, Services",Houston,TX
MeadWestvaco Corporation,406,6079.00,"Packaging, Containers",Richmond,VA
"Ryder System, Inc.",407,6050.50,"Trucking, Truck Leasing",Miami,FL
Eastman Kodak Company,408,6022.00,"Scientific,Photographic and Control Equipment",Rochester,NY
NiSource Inc.,409,6019.10,Utilities: Gas and Electric,Merrillville,IN
"Rockwell Automation, Inc.",410,6000.40,"Electronics, Electrical Equip.",Milwaukee,WI
Caesars Entertainment Corporation,288,8834.50,"Hotels, Casinos, Resorts",Las Vegas,NV
"Reinsurance Group of America, Incorporated",289,8829.50,"Insurance: Life, Health (stock)",Chesterfield,MO
"Micron Technology, Inc.",291,8788.00,Semiconductors and Other Electronic Components,Boise,ID
AGCO Corporation,292,8773.20,Construction and Farm Machinery,Duluth,GA
The Sherwin-Williams Company,293,8765.70,Chemicals,Cleveland,OH
Bed Bath & Beyond Inc.,294,8758.50,Specialty Retailers: Other,Union,NJ
"Principal Financial Group, Inc.",295,8709.60,"Insurance: Life, Health (stock)",Des Moines,IA
"Crown Holdings, Inc.",296,8644.00,"Packaging, Containers",Philadelphia,PA
Ball Corporation,297,8630.90,"Packaging, Containers",Broomfield,CO
"Owens & Minor, Inc.",298,8627.90,Wholesalers: Health Care,Mechanicsville,VA
"Ross Stores, Inc.",299,8608.30,Specialty Retailers: Apparel,Pleasanton,CA
Discover Financial Services,300,8550.30,Commercial Banks,Riverwoods,IL
Visa Inc.,281,9188.00,Financial Data Services,San Francisco,CA
"Enbridge Energy Partners, L.P.",282,9109.80,Pipelines,Houston,TX
"BlackRock, Inc.",283,9081.00,Securities,New York,NY
"NRG Energy, Inc.",284,9079.00,Energy,Princeton,NJ
"Western Refining, Inc.",285,9071.00,Petroleum Refining,El Paso,TX
"Progress Energy, Inc.",286,8907.00,Utilities: Gas and Electric,Raleigh,NC
DTE Energy Company,287,8897.00,Utilities: Gas and Electric,Detroit,MI
Tenet Healthcare Corporation,272,9601.00,Health Care: Medical Facilities,Dallas,TX
GameStop Corp.,273,9550.50,Specialty Retailers: Other,Grapevine,TX
"Motorola Solutions, Inc.",274,9549.00,Network and Other Communications Equipment,Schaumburg,IL
URS Corporation,275,9545.00,"Engineering, Construction",San Francisco,CA
Western Digital Corporation,276,9526.00,Computer Peripherals,Irvine,CA
V.F. Corporation,277,9459.20,Apparel,Greensboro,NC
Las Vegas Sands Corp.,278,9410.70,"Hotels, Casinos, Resorts",Las Vegas,NV
"CarMax, Inc.",279,9402.20,"Automotive Retailing, Services",Richmond,VA
"KBR, Inc.",280,9261.00,"Engineering, Construction",Houston,TX
Unum Group,260,10278.00,"Insurance: Life, Health (stock)",Chattanooga,TN
"Liberty Global, Inc.",261,10246.50,Telecommunications,Englewood,CO
State Street Corporation,262,10207.00,Commercial Banks,Boston,MA
"EOG Resources, Inc.",263,10126.10,"Mining, Crude-Oil Production",Houston,TX
"Whole Foods Market, Inc.",264,10107.80,Food and Drug Stores,Austin,TX
"Air Products & Chemicals, Inc.",265,10082.00,Chemicals,Allentown,PA
Sempra Energy,266,10036.00,Utilities: Gas and Electric,San Diego,CA
BB&T Corporation,267,9998.00,Commercial Banks,Winston-Salem,NC
The Mosaic Company,268,9937.80,Chemicals,Plymouth,MN
"Automatic Data Processing, Inc.",269,9879.50,Diversified Outsourcing Services,Roseland,NJ
CDW Corporation,270,9602.40,Information Technology Services,Vernon Hills,IL
"SunTrust Banks, Inc.",271,9602.00,Commercial Banks,Atlanta,GA
"Applied Materials, Inc.",251,10517.00,Semiconductors and Other Electronic Components,Santa Clara,CA
"Stanley Black & Decker, Inc.",252,10437.60,"Home Equipment, Furnishings",New Britain,CT
Synnex Corporation,253,10409.80,Wholesalers: Electronics and Office Equipment,Fremont,CA
Jacobs Engineering Group Inc.,254,10381.70,"Engineering, Construction",Pasadena,CA
"Peter Kiewit Sons', Inc.",255,10381.00,"Engineering, Construction",Omaha,NE
"Limited Brands, Inc.",256,10364.00,Specialty Retailers: Apparel,Columbus,OH
Newmont Mining Corporation,257,10358.00,"Mining, Crude-Oil Production",Greenwood Village,CO
"Genworth Financial , Inc.",258,10344.00,"Insurance: Life, Health (stock)",Richmond,VA
"C. H. Robinson Worldwide, Inc.",259,10336.30,Transportation and Logistics,Eden Prairie,MN
Huntsman Corporation,237,11259.00,Chemicals,Salt Lake City,UT
"Praxair, Inc.",238,11252.00,Chemicals,Danbury,CT
Entergy Corporation,239,11229.10,Utilities: Gas and Electric,New Orleans,LA
Public Service Enterprise Group Inc.,240,11191.00,Utilities: Gas and Electric,Newark,NJ
Norfolk Southern Corporation,241,11172.00,Railroads,Norfolk,VA
"Nordstrom, Inc.",242,10877.00,General Merchandisers,Seattle,WA
First Data Corporation,243,10713.60,Financial Data Services,Atlanta,GA
H.J. Heinz Company,244,10706.60,Food Consumer Products,Pittsburgh,PA
"SAIC, Inc.",245,10657.00,Information Technology Services,McLean,VA
Xcel Energy Inc.,246,10654.80,Utilities: Gas and Electric,Minneapolis,MN
Lincoln National Corporation,247,10635.60,"Insurance: Life, Health (stock)",Radnor,PA
"Ameriprise Financial, Inc.",248,10621.00,Diversified Financials,Minneapolis,MN
R.R. Donnelley & Sons Company,249,10611.00,"Publishing, Printing",Chicago,IL
Guardian Life Ins. Co. of America,250,10571.30,"Insurance: Life, Health (Mutual)",New York,NY
Chesapeake Energy Corporation,229,11635.00,"Mining, Crude-Oil Production",Oklahoma City,OK
Liberty Interactive Corporation,230,11624.00,Internet Services and Retailing,Englewood,CO
"Marsh & McLennan Companies, Inc.",231,11526.00,Diversified Financials,New York,NY
Devon Energy Corporation,232,11497.00,"Mining, Crude-Oil Production",Oklahoma City,OK
"Office Depot, Inc.",233,11489.50,Specialty Retailers: Other,Boca Raton,FL
"Avon Products, Inc.",234,11291.60,Household and Personal Products,New York,NY
Aon Corporation,235,11287.00,Diversified Financials,Chicago,IL
Textron Inc.,236,11275.00,Aerospace and Defense,Providence,RI
"Smithfield Foods, Inc.",218,12202.70,Food Production,Smithfield,VA
"Coventry Health Care, Inc.",219,12186.70,Health Care: Insurance and Managed Care,Bethesda,MD
Sara Lee Corporation,220,12103.00,Food Consumer Products,Downers Grove,IL
"Health Net, Inc.",221,11901.00,Health Care: Insurance and Managed Care,Woodland Hills,CA
"Penske Automotive Group, Inc.",222,11869.50,"Automotive Retailing, Services",Bloomfield Hills,MI
Icahn Enterprises L.P.,223,11855.00,Motor Vehicles and Parts,New York,NY
Monsanto Company,224,11822.00,Chemicals,St. Louis,MO
Thermo Fisher Scientific Inc.,225,11780.20,"Scientific,Photographic and Control Equipment",Waltham,MA
CSX Corporation,226,11743.00,Railroads,Jacksonville,FL
Starbucks Corporation,227,11700.40,Food Services,Seattle,WA
eBay Inc.,228,11651.70,Internet Services and Retailing,San Jose,CA
Kellogg Company,205,13198.00,Food Consumer Products,Battle Creek,MI
"Motorola Mobility Holdings, Inc.",206,13064.00,Network and Other Communications Equipment,Libertyville,IL
Dean Foods Company,207,13055.50,Food Consumer Products,Dallas,TX
"US Airways Group, Inc.",208,13055.00,Airlines,Tempe,AZ
"Consolidated Edison, Inc.",209,12938.00,Utilities: Gas and Electric,New York,NY
"Land O'Lakes, Inc.",210,12849.30,Food Consumer Products,Arden Hills,MN
Edison International,211,12760.00,Utilities: Gas and Electric,Rosemead,CA
PPL Corporation,212,12756.00,Utilities: Gas and Electric,Allentown,PA
"Yum! Brands, Inc.",213,12626.00,Food Services,Louisville,KY
Genuine Parts Company,214,12458.90,Wholesalers: Diversified,Atlanta,GA
"ConAgra Foods, Inc.",215,12395.50,Food Consumer Products,Omaha,NE
Parker-Hannifin Corporation,216,12345.90,Industrial Machinery,Cleveland,OH
"Marriott International, Inc.",217,12317.00,"Hotels, Casinos, Resorts",Bethesda,MD
Ally Financial Inc.,201,13642.00,Commercial Banks,Detroit,MI
The Chubb Corporation,202,13585.00,Insurance: Property and Casualty (Stock),Warren,NJ
"Waste Management, Inc.",203,13378.00,Waste Management,Houston,TX
Aramark Corporation,204,13244.70,Diversified Outsourcing Services,Philadelphia,PA
American Express Company,95,32282.00,Commercial Banks,New York,NY
"Tyson Foods, Inc.",96,32266.00,Food Production,Springdale,AR
Deere & Company,97,32012.50,Construction and Farm Machinery,Moline,IL
Murphy Oil Corporation,98,31446.30,Petroleum Refining,El Dorado,AR
Philip Morris International Inc.,99,31097.00,Tobacco,New York,NY
Nationwide Mutual Insurance Co.,100,30697.80,Insurance: Property and Casualty (Mutual),Columbus,OH
Ingram Micro Inc.,81,36328.70,Wholesalers: Electronics and Office Equipment,Santa Ana,CA
Oracle Corporation,82,35622.00,Computer Software,Redwood City,CA
"Delta Air Lines, Inc.",83,35115.00,Airlines,Atlanta,GA
Liberty Mutual Holding Company Inc.,84,34671.00,Insurance: Property and Casualty (Stock),Boston,MA
World Fuel Services Corporation,85,34622.90,Wholesalers: Diversified,Miami,FL
New York Life Insurance Company,86,34393.50,"Insurance: Life, Health (Mutual)",New York,NY
"Plains All American Pipeline, L.P.",87,34275.00,Pipelines,Houston,TX
Teachers Insurance and Annuity Association College Retiremen,88,34079.00,"Insurance: Life, Health (Mutual)",New York,NY
Aetna Inc.,89,33779.80,Health Care: Insurance and Managed Care,Hartford,CT
Sprint Nextel Corporation,90,33679.00,Telecommunications,Overland Park,KS
News Corporation,91,33405.00,Entertainment,New York,NY
General Dynamics Corporation,92,32677.00,Aerospace and Defense,Falls Church,VA
The Allstate Corporation,93,32654.00,Insurance: Property and Casualty (Stock),Northbrook,IL
"HCA Holdings, Inc.",94,32506.00,Health Care: Medical Facilities,Nashville,TN
Morgan Stanley,68,39376.00,Commercial Banks,New York,NY
Sysco Corporation,69,39323.50,Wholesalers: Food and Grocery,Houston,TX
FedEx Corporation,70,39304.00,"Mail, Package, and Freight Delivery",Memphis,TN
Abbott Laboratories,71,38851.30,Pharmaceuticals,Abbott Park,IL
E.I. du Pont de Nemours and Company,72,38719.00,Chemicals,Wilmington,DE
Google Inc.,73,37905.00,Internet Services and Retailing,Mountain View,CA
Hess Corporation,74,37871.00,Petroleum Refining,New York,NY
Supervalu Inc.,75,37534.00,Food and Drug Stores,Eden Prairie,MN
"United Continental Holdings, Inc.",76,37110.00,Airlines,Chicago,IL
Honeywell International Inc.,77,37059.00,Aerospace and Defense,Morris Township,NJ
CHS Inc.,78,36915.80,Wholesalers: Food and Grocery,Inver Grove Heights,MN
Humana Inc.,79,36832.00,Health Care: Insurance and Managed Care,Louisville,KY
"The Goldman Sachs Group, Inc.",80,36793.00,Commercial Banks,New York,NY
"Lowe's Companies, Inc.",54,50208.00,Specialty Retailers: Other,Mooresville,NC
"Prudential Financial, Inc.",55,49045.00,"Insurance: Life, Health (stock)",Newark,NJ
"Amazon.com, Inc.",56,48077.00,Internet Services and Retailing,Seattle,WA
"Merck & Co., Inc.",57,48047.00,Pharmaceuticals,Whitehouse Station,NJ
Lockheed Martin Corporation,58,46692.00,Aerospace and Defense,Bethesda,MD
The Coca-Cola Company,59,46542.00,Beverages,Atlanta,GA
Express Scripts Holding Company,60,46128.30,Health Care: Pharmacy and Other Services,St. Louis,MO
"Sunoco, Inc.",61,45765.00,Petroleum Refining,Philadelphia,PA
Enterprise Products Partners L.P.,62,44313.00,Pipelines,Houston,TX
Safeway Inc.,63,43630.20,Food and Drug Stores,Pleasanton,CA
"Cisco Systems, Inc.",64,43218.00,Network and Other Communications Equipment,San Jose,CA
Sears Holdings Corporation,65,41567.00,General Merchandisers,Hoffman Estates,IL
The Walt Disney Company,66,40893.00,Entertainment,Burbank,CA
"Johnson Controls, Inc.",67,40833.00,Motor Vehicles and Parts,Milwaukee,WI
Pfizer Inc.,40,67932.00,Pharmaceuticals,New York,NY
"PepsiCo, Inc.",41,66504.00,Food Consumer Products,Purchase,NY
Johnson & Johnson,42,65030.00,Pharmaceuticals,New Brunswick,NJ
State Farm Insurance Cos.,43,64305.10,Insurance: Property and Casualty (Mutual),Bloomington,IL
Dell Inc.,44,62071.00,"Computers, Office Equipment",Round Rock,TX
"WellPoint, Inc.",45,60710.70,Health Care: Insurance and Managed Care,Indianapolis,IN
Caterpillar Inc.,46,60138.00,Construction and Farm Machinery,Peoria,IL
The Dow Chemical Company,47,59985.00,Chemicals,Midland,MI
United Technologies Corporation,48,58190.00,Aerospace and Defense,Hartford,CT
Comcast Corporation,49,55842.00,Telecommunications,Philadelphia,PA
Kraft Foods Inc.,50,54365.00,Food Consumer Products,Northfield,IL
Intel Corporation,51,53999.00,Semiconductors and Other Electronic Components,Santa Clara,CA
"United Parcel Service, Inc.",52,53105.00,"Mail, Package, and Freight Delivery",Atlanta,GA
"Best Buy Co., Inc.",53,50272.00,Specialty Retailers: Other,Richfield,MN
The Procter & Gamble Company,27,82559.00,Household and Personal Products,Cincinnati,OH
Archer-Daniels-Midland Company,28,80676.00,Food Production,Decatur,IL
AmerisourceBergen Corp.,29,80217.60,Wholesalers: Health Care,Chesterbrook,PA
INTL FCStone Inc.,30,75497.60,Diversified Financials,New York,NY
Marathon Petroleum Corporation,31,73645.00,Petroleum Refining,Findlay,OH
Walgreen Co.,32,72184.00,Food and Drug Stores,Deerfield,IL
"American International Group,Inc.",33,71730.00,Insurance: Property and Casualty (Stock),New York,NY
"MetLife, Inc.",34,70641.00,"Insurance: Life, Health (stock)",New York,NY
"The Home Depot, Inc.",35,70395.00,Specialty Retailers: Other,Atlanta,GA
"Medco Health Solutions, Inc.",36,70063.30,Health Care: Pharmacy and Other Services,Franklin Lakes,NJ
Microsoft Corporation,37,69943.00,Computer Software,Redmond,WA
Target Corporation,38,69865.00,General Merchandisers,Minneapolis,MN
The Boeing Company,39,68735.00,Aerospace and Defense,Chicago,IL
McKesson Corporation,14,112084.00,Wholesalers: Health Care,San Francisco,CA
Verizon Communications Inc.,15,110875.00,Telecommunications,New York,NY
J.P. Morgan Chase & Co.,16,110838.00,Commercial Banks,New York,NY
"Apple, Inc.",17,108249.00,"Computers, Office Equipment",Cupertino,CA
CVS Caremark Corporation,18,107750.00,Food and Drug Stores,Woonsocket,RI
International Business Machines Corporation,19,106916.00,Information Technology Services,Armonk,NY
Citigroup Inc.,20,102939.00,Commercial Banks,New York,NY
"Cardinal Health, Inc.",21,102644.20,Wholesalers: Health Care,Dublin,OH
UnitedHealth Group Incorporated,22,101862.00,Health Care: Insurance and Managed Care,Minnetonka,MN
The Kroger Company,23,90374.00,Food and Drug Stores,Cincinnati,OH
Costco Wholesale Corporation,24,88915.00,Specialty Retailers: Other,Issaquah,WA
Freddie Mac,25,88262.00,Diversified Financials,McLean,VA
Wells Fargo & Company,26,87597.00,Commercial Banks,San Francisco,CA
Exxon Mobil Corporation,1,452926.00,Petroleum Refining,Irving,TX
"Wal-Mart Stores, Inc.",2,446950.00,General Merchandisers,Bentonville,AR
Chevron Corporation,3,245621.00,Petroleum Refining,San Ramon,CA
ConocoPhillips,4,237272.00,Petroleum Refining,Houston,TX
General Motors Company,5,150276.00,Motor Vehicles and Parts,Detroit,MI
General Electric Company,6,147616.00,Diversified Financials,Fairfield,CT
Berkshire Hathaway Inc.,7,143688.00,Insurance: Property and Casualty (Stock),Omaha,NE
Fannie Mae,8,137451.00,Diversified Financials,Washington,DC
Ford Motor Company,9,136264.00,Motor Vehicles and Parts,Dearborn,MI
Hewlett-Packard Company,10,127245.00,"Computers, Office Equipment",Palo Alto,CA
AT&T Inc.,11,126723.00,Telecommunications,Dallas,TX
Valero Energy Corporation,12,125095.00,Petroleum Refining,San Antonio,TX
Bank of America Corporation,13,115074.00,Commercial Banks,Charlotte,NC
