company,rank,revenue,sector,city,state
Goldman Sachs Group,60,53922,Financials,New York,NY
General Electric,33,95214,Industrials,Boston,MA
International Business Machines,38,77147,Technology,Armonk,NY
Freddie Mac,41,75125,Financials,McLean,VA
MetLife,48,69620,Financials,New York,NY
Walt Disney,49,69570,Media,Burbank,CA
Prudential Financial,53,64807,Financials,Newark,NJ
Albertsons,55,60534.5,Food & Drug Stores,Boise,ID
Lockheed Martin,57,59812,Aerospace & Defense,Bethesda,MD
Energy Transfer,59,54213,Energy,Dallas,TX
Citigroup,31,103449,Financials,New York,NY
Intel,45,71965,Technology,Santa Clara,CA
Procter & Gamble,50,67684,Household Products,Cincinnati,OH
PepsiCo,51,67161,"Food, Beverages & Tobacco",Purchase,NY
Pfizer,64,51750,Health Care,New York,NY
Wells Fargo,30,103915,Financials,San Francisco,CA
State Farm Insurance,36,79395.3,Financials,Bloomington,IL
FedEx,47,69693,Transportation,Memphis,TN
Humana,52,64888,Health Care,Louisville,KY
Archer Daniels Midland,54,64656,"Food, Beverages & Tobacco",Chicago,IL
Bank of America,25,113589,Financials,Charlotte,NC
Johnson & Johnson,35,82059,Health Care,New Brunswick,NJ
Lowe's,44,72148,Retailing,Mooresville,NC
United Parcel Service,43,74094,Transportation,Atlanta,GA
Fannie Mae,24,120304,Financials,Washington,DC
Phillips 66,27,109559,Energy,Houston,TX
Comcast,28,108942,Telecommunications,Philadelphia,PA
Valero Energy,32,102729,Energy,San Antonio,TX
Dell Technologies,34,92154,Technology,Round Rock,TX
Target,37,78112,Retailing,Minneapolis,MN
Ford Motor,12,155900,Motor Vehicles & Parts,Dearborn,MI
JPMorgan Chase,17,142422,Financials,New York,NY
General Motors,18,137237,Motor Vehicles & Parts,Detroit,MI
Verizon Communications,20,131868,Telecommunications,New York,NY
Marathon Petroleum,22,124813,Energy,Findlay,OH
Kroger,23,122286,Food & Drug Stores,Cincinnati,OH
Elevance Health,29,104213,Health Care,Indianapolis,IN
Centene,42,74639,Health Care,St. Louis,MO
Meta Platforms,46,70697,Technology,Menlo Park,CA
AT&T,9,181193,Telecommunications,Dallas,TX
Cigna,13,153566,Health Care,Bloomfield,CT
Chevron,15,146516,Energy,San Ramon,CA
Cardinal Health,16,145534,Health Care,Dublin,OH
Walgreens Boots Alliance,19,136866,Food & Drug Stores,Deerfield,IL
Microsoft,21,125843,Technology,Redmond,WA
Home Depot,26,110225,Retailing,Atlanta,GA
Exxon Mobil,3,264938,Energy,Irving,TX
CVS Health,5,256776,Health Care,Woonsocket,RI
Berkshire Hathaway,6,254616,Financials,Omaha,NE
UnitedHealth Group,7,242155,Health Care,Minnetonka,MN
McKesson,8,214319,Health Care,Irving,TX
AmerisourceBergen,10,179589.1,Health Care,Chesterbrook,PA
Alphabet,11,161857,Technology,Mountain View,CA
Costco Wholesale,14,152703,Retailing,Issaquah,WA
Walmart,1,523964,Retailing,Bentonville,AR
Amazon,2,280522,Retailing,Seattle,WA
Apple,4,260174,Technology,Cupertino,CA
Ashland,694,3505,Chemicals,Covington,KY
Genesis Energy,877,2480.8,Energy,Houston,TX
Beazer Homes USA,965,2087.8,Engineering & Construction,Atlanta,GA
New Jersey Resources,860,2592,Energy,Wall,NJ
TrueBlue,901,2368.8,Business Services,Tacoma,WA
Party City Holdco,907,2348.8,Retailing,Elmsford,NY
Arch Resources,922,2294.4,Energy,St. Louis,MO
HNI,931,2246.9,Household Products,Muscatine,IA
LHC Group,966,2080.2,Health Care,Lafayette,LA
Vista Outdoor,976,2058.5,Household Products,Anoka,MN
Kar Auction Services,693,3505.5,Wholesalers,Carmel,IN
Woodward,803,2900.2,Aerospace & Defense,Fort Collins,CO
Kirby,818,2838.4,Transportation,Houston,TX
TTM Technologies,841,2689.3,Technology,Santa Ana,CA
Clear Channel Outdoor Holdings,842,2683.8,Business Services,San Antonio,TX
GEO Group,878,2477.9,Business Services,Boca Raton,FL
Alpha Metallurgical Resources,925,2290.5,Energy,Bristol,TN
Benchmark Electronics,930,2268.1,Technology,Tempe,AZ
Viasat,972,2068.3,Technology,Carlsbad,CA
AvalonBay Communities,912,2324.6,Financials,Arlington,VA
Murphy Oil,625,4194,Energy,El Dorado,AR
SBA Communications,994,2014.6,Financials,Boca Raton,FL
Cooper-Standard Holdings,759,3108.4,Motor Vehicles & Parts,Novi,MI
Acadia Healthcare,760,3107.5,Health Care,Franklin,TN
Ohio National Mutual,908,2340.5,Financials,Cincinnati,OH
Nordson,949,2194.2,Industrials,Westlake,OH
NewMarket,950,2190.3,Chemicals,Richmond,VA
Allison Transmission Holdings,839,2698,Motor Vehicles & Parts,Indianapolis,IN
Belden,874,2491.8,Industrials,St. Louis,MO
REV Group,892,2403.7,Motor Vehicles & Parts,Milwaukee,WI
Portland General Electric,961,2123,Energy,Portland,OR
SLM,898,2380,Financials,Newark,DE
Wolverine World Wide,928,2273.7,Apparel,Rockford,MI
Affiliated Managers Group,933,2239.6,Financials,West Palm Beach,FL
Summit Materials,938,2222.1,Materials,Denver,CO
Gray Television,962,2122,Media,Atlanta,GA
Genesco,948,2197.1,Retailing,Nashville,TN
Bruker,968,2072.6,Technology,Billerica,MA
Rollins,993,2015.5,Business Services,Atlanta,GA
Equity Residential,838,2701.1,Financials,Chicago,IL
MillerKnoll,864,2567.2,Household Products,Zeeland,MI
Knights of Columbus,895,2387.8,Financials,New Haven,CT
Curtiss-Wright,875,2488,Industrials,Davidson,NC
Griffon,944,2209.3,Materials,New York,NY
MYR Group,971,2071.2,Engineering & Construction,Rolling Meadows,IL
Deckers Outdoor,989,2020.4,Apparel,Goleta,CA
NortonLifeLock,573,4731,Technology,Tempe,AZ
BrightView Holdings,891,2404.6,Business Services,Blue Bell,PA
ManTech International,937,2222.6,Technology,Herndon,VA
Steelcase,706,3443.2,Household Products,Grand Rapids,MI
Guess,843,2678.1,Retailing,Los Angeles,CA
F5,932,2242.4,Technology,Seattle,WA
Maxim Integrated Products,915,2314.3,Technology,San Jose,CA
Ensign Group,926,2285.6,Health Care,San Juan Capistrano,CA
Federated Mutual Insurance,959,2134.5,Financials,Owatonna,MN
MRC Global,674,3662,Energy,Houston,TX
Stericycle,731,3308.9,Business Services,Bannockburn,IL
PROG Holdings,649,3947.7,Retailing,Atlanta,GA
Splunk,903,2358.9,Technology,San Francisco,CA
Copart,984,2042,Retailing,Dallas,TX
SkyWest,788,2972,Transportation,St. George,UT
Nu Skin Enterprises,884,2420.4,Household Products,Provo,UT
Primerica,980,2052.5,Financials,Duluth,GA
Brookdale Senior Living,638,4057.1,Health Care,Brentwood,TN
Popular,820,2830.7,Financials,Hato Rey,PR
IDEX,873,2494.6,Industrials,Lake Forest,IL
Werner Enterprises,880,2463.7,Transportation,Omaha,NE
Schnitzer Steel Industries,960,2132.8,Materials,Portland,OR
G-III Apparel Group,752,3160.5,Apparel,New York,NY
Visteon,794,2945,Motor Vehicles & Parts,Van Buren Township,MI
ITT,815,2846.4,Industrials,White Plains,NY
FTI Consulting,906,2352.7,Business Services,Washington,DC
Mutual of America Life Insurance,782,3004.7,Financials,New York,NY
Caleres,797,2921.6,Retailing,St. Louis,MO
Amica Mutual Insurance,823,2808.5,Financials,Lincoln,RI
Waters,889,2406.6,Technology,Milford,MA
Hovnanian Enterprises,991,2016.9,Engineering & Construction,Matawan,NJ
ATI,633,4122.5,Materials,Pittsburgh,PA
Cracker Barrel Old Country Store,767,3072,"Hotels, Restaurants & Leisure",Lebanon,TN
Teleflex,859,2595.4,Health Care,Wayne,PA
Green Plains,773,3055.4,Energy,Omaha,NE
Univision Communciations,837,2703.8,Media,New York,NY
Fleetcor Technologies,849,2648.8,Business Services,Atlanta,GA
Moog,800,2904.7,Aerospace & Defense,East Aurora,NY
Hawaiian Electric Industries,810,2874.6,Energy,Honolulu,HI
Donaldson,816,2844.9,Industrials,Minneapolis,MN
Host Hotels & Resorts,514,5469,Financials,Bethesda,MD
Boston Properties,789,2960.6,Financials,Boston,MA
PC Connection,822,2820,Wholesalers,Merrimack,NH
Magellan Midstream Partners,835,2727.9,Energy,Tulsa,OK
Cooper Cos.,848,2653.4,Health Care,San Ramon,CA
Bio-Rad Laboratories,917,2311.7,Technology,Hercules,CA
Newmark Group,941,2218.1,Financials,New York,NY
First Solar,770,3063.1,Energy,Tempe,AZ
Range Resources,821,2827.6,Energy,Fort Worth,TX
Interactive Brokers Group,862,2580,Financials,Greenwich,CT
Cheesecake Factory,876,2482.7,"Hotels, Restaurants & Leisure",Calabasas Hills,CA
Quad/Graphics,630,4137.2,Media,Sussex,WI
Zions Bancorp.,740,3245,Financials,Salt Lake City,UT
Arista Networks,886,2410.7,Technology,Santa Clara,CA
Avaya Holdings,807,2887,Technology,Santa Clara,CA
EnerSys,824,2808,Industrials,Reading,PA
Valvoline,894,2390,Chemicals,Lexington,KY
Incyte,953,2158.8,Health Care,Wilmington,DE
Spectrum Brands Holdings,629,4138.8,Household Products,Middleton,WI
Euronet Worldwide,831,2750.1,Business Services,Leawood,KS
Cadence Design Systems,910,2336.3,Technology,San Jose,CA
TEGNA,920,2299.5,Media,Tysons,VA
Comerica,659,3817,Financials,Dallas,TX
Hill-Rom Holdings,799,2907.3,Health Care,Chicago,IL
Energizer Holdings,834,2729.6,Household Products,St. Louis,MO
Verisk Analytics,857,2607.1,Business Services,Jersey City,NJ
Hyatt Hotels,546,5020,"Hotels, Restaurants & Leisure",Chicago,IL
EQT,605,4416.5,Energy,Pittsburgh,PA
Comfort Systems USA,856,2615.3,Engineering & Construction,Houston,TX
Brown & Brown,893,2392.2,Financials,Daytona Beach,FL
Hyster-Yale Materials Handling,734,3291.8,Industrials,Cleveland,OH
AMC Networks,771,3060.3,Media,New York,NY
Grocery Outlet Holding,865,2559.6,Food & Drug Stores,Emeryville,CA
Travel + Leisure,640,4043,"Hotels, Restaurants & Leisure",Orlando,FL
Dycom Industries,725,3339.7,Engineering & Construction,Palm Beach Gardens,FL
Columbia Sportswear,774,3042.5,Apparel,Portland,OR
Worthington Industries,664,3759.6,Materials,Columbus,OH
Calumet Specialty Products Partners,705,3452.6,Energy,Indianapolis,IN
Xilinx,772,3059,Technology,San Jose,CA
TransUnion,847,2656.1,Business Services,Chicago,IL
Designer Brands,698,3492.7,Retailing,Columbus,OH
Graham Holdings,795,2932.1,Business Services,Arlington,VA
ResMed,858,2606.6,Health Care,San Diego,CA
Lyft,680,3616,Technology,San Francisco,CA
Tetra Tech,761,3107.3,Engineering & Construction,Pasadena,CA
Citrix Systems,779,3010.6,Technology,Fort Lauderdale,FL
AptarGroup,812,2859.7,Materials,Crystal Lake,IL
IDEXX Laboratories,887,2406.9,Health Care,Westbrook,ME
Spirit Airlines,658,3830.5,Transportation,Miramar,FL
Applied Industrial Technologies,700,3472.7,Wholesalers,Cleveland,OH
Lincoln Electric Holdings,783,3003.3,Industrials,Cleveland,OH
First Horizon,927,2278.4,Financials,Memphis,TN
MSC Industrial Direct,721,3363.8,Wholesalers,Melville,NY
Middleby,791,2959.4,Industrials,Elgin,IL
H.B. Fuller,805,2897,Chemicals,St. Paul,MN
Vishay Intertechnology,846,2668.3,Technology,Malvern,PA
Renewable Energy Group,851,2643.2,Energy,Ames,IA
GMS,758,3116,Wholesalers,Tucker,GA
Central Garden & Pet,896,2383,Household Products,Walnut Creek,CA
Evercore,988,2028.8,Financials,New York,NY
Peabody Energy,582,4623.4,Energy,St. Louis,MO
Albemarle,683,3589.4,Chemicals,Charlotte,NC
Light & Wonder,711,3400,"Hotels, Restaurants & Leisure",Las Vegas,NV
Brinker International,745,3217.9,"Hotels, Restaurants & Leisure",Dallas,TX
Fortinet,954,2156.2,Technology,Sunnyvale,CA
NLV Financial,826,2772.1,Financials,Montpelier,VT
CrossAmerica Partners,970,2071.4,Energy,Allentown,PA
Mr. Cooper Group,996,2007,Financials,Coppell,TX
ScanSource,654,3873.1,Wholesalers,Greenville,SC
Boyd Gaming,728,3326.1,"Hotels, Restaurants & Leisure",Las Vegas,NV
Plexus,750,3164.4,Technology,Neenah,WI
Take-Two Interactive Software,845,2668.4,Media,New York,NY
Cabot,726,3337,Chemicals,Boston,MA
Crane Holdings,735,3283.1,Industrials,Stamford,CT
Atmos Energy,802,2901.8,Energy,Dallas,TX
Public Storage,813,2846.8,Financials,Glendale,CA
Selective Insurance Group,814,2846.5,Financials,Branchville,NJ
Navient,510,5529,Financials,Wilmington,DE
Brown-Forman,730,3324,"Food, Beverages & Tobacco",Louisville,KY
Option Care Health,918,2310.4,Health Care,Bannockburn,IL
Floor & Decor Holdings,983,2045.5,Retailing,Atlanta,GA
Acuity Brands,671,3672.7,Industrials,Atlanta,GA
Akamai Technologies,806,2893.6,Technology,Cambridge,MA
Texas Roadhouse,829,2756.2,"Hotels, Restaurants & Leisure",Louisville,KY
SiteOne Landscape Supply,904,2357.5,Wholesalers,Roswell,GA
Carter's,689,3519.3,Apparel,Atlanta,GA
Primoris Services,762,3106.3,Engineering & Construction,Dallas,TX
TopBuild,854,2624.1,Engineering & Construction,Daytona Beach,FL
Cboe Global Markets,872,2496.1,Financials,Chicago,IL
Medical Mutual of Ohio,695,3502.7,Financials,Cleveland,OH
Sprague Resources,696,3502.4,Energy,Portsmouth,NH
Granite Construction,712,3389.8,Engineering & Construction,Watsonville,CA
Valmont Industries,827,2767,Materials,Omaha,NE
Rithm Capital,861,2585.6,Financials,New York,NY
Flowserve,650,3944.9,Industrials,Irving,TX
Super Micro Computer,697,3500.4,Technology,San Jose,CA
A.O. Smith,785,2992.7,Industrials,Milwaukee,WI
Charles River Laboratories International,855,2621.2,Health Care,Wilmington,MA
iHeartMedia,668,3683.5,Media,San Antonio,TX
Ciena,684,3572.1,Technology,Hanover,MD
PriceSmart,744,3223.9,Retailing,San Diego,CA
H&R Block,764,3094.9,Financials,Kansas City,MO
Parsons,648,3954.8,Aerospace & Defense,Centreville,VA
Trimble,738,3264.3,Technology,Sunnyvale,CA
Garrett Motion,739,3248,Motor Vehicles & Parts,Plymouth,MI
OGE Energy,934,2231.6,Energy,Oklahoma City,OK
Lamb Weston Holdings,665,3756.5,"Food, Beverages & Tobacco",Eagle,ID
Alliant Energy,675,3647.7,Energy,Madison,WI
Pitney Bowes,699,3477.7,Technology,Stamford,CT
Southwest Gas Holdings,757,3119.9,Energy,Las Vegas,NV
Resolute Forest Products,796,2923,Materials,Calhoun,TN
Abercrombie & Fitch,678,3623.1,Retailing,New Albany,OH
American Equity Investment Life Holding,702,3464.3,Financials,West Des Moines,IA
Mettler-Toledo International,780,3008.7,Technology,Columbus,OH
Teradyne,921,2295,Technology,North Reading,MA
RH,850,2647.4,Retailing,Corte Madera,CA
M/I Homes,871,2500.3,Engineering & Construction,Columbus,OH
EPAM Systems,923,2293.8,Technology,Newtown,PA
Generac Holdings,946,2204.3,Industrials,Waukesha,WI
Wynn Resorts,454,6611.1,"Hotels, Restaurants & Leisure",Las Vegas,NV
Pinnacle West Capital,701,3471.2,Energy,Phoenix,AZ
Mueller Industries,883,2430.6,Industrials,Collierville,TN
Ventas,655,3872.8,Financials,Chicago,IL
Clean Harbors,709,3412.2,Business Services,Norwell,MA
Puget Energy,710,3401.1,Energy,Bellevue,WA
Regal Rexnord,741,3238,Industrials,Beloit,WI
GoDaddy,787,2988.1,Technology,Scottsdale,AZ
Terex,576,4680.3,Industrials,Westport,CT
Meritor,609,4388,Motor Vehicles & Parts,Troy,MI
Enovis,614,4326.3,Industrials,Annapolis Junction,MD
Sally Beauty Holdings,653,3876.4,Retailing,Denton,TX
Diebold Nixdorf,607,4408.7,Technology,North Canton,OH
Marriott Vacations Worldwide,612,4355,"Hotels, Restaurants & Leisure",Orlando,FL
American Water Works,682,3610,Energy,Camden,NJ
Matson,947,2203.1,Transportation,Honolulu,HI
Align Technology,888,2406.8,Health Care,San Jose,CA
Spirit AeroSystems Holdings,406,7863.1,Aerospace & Defense,Wichita,KS
Mercury General,646,3972.5,Financials,Los Angeles,CA
Toro,756,3138.1,Industrials,Bloomington,MN
Tri Pointe Homes,766,3083,Engineering & Construction,Irvine,CA
ArcBest,786,2988.3,Transportation,Fort Smith,AR
AMN Healthcare Services,939,2222.1,Health Care,Dallas,TX
Country Financial,656,3868.1,Financials,Bloomington,IL
Qorvo,765,3090.3,Technology,Greensboro,NC
Catalent,869,2518,Health Care,Somerset,NJ
Paychex,662,3772.5,Business Services,Rochester,NY
Atlas Air Worldwide Holdings,833,2739.2,Transportation,Purchase,NY
Patrick Industries,909,2337.1,Materials,Elkhart,IN
Domtar,532,5220,Materials,Fort Mill,SC
Conduent,599,4467,Business Services,Florham Park,NJ
Bloomin' Brands,628,4139.4,"Hotels, Restaurants & Leisure",Tampa,FL
CNO Financial Group,643,4015.8,Financials,Carmel,IN
Timken,661,3789.9,Industrials,North Canton,OH
Lennox International,660,3807.2,Industrials,Richardson,TX
Brink's,669,3683.2,Business Services,Richmond,VA
Synopsys,723,3360.7,Technology,Mountain View,CA
Service Corp. International,742,3230.8,Business Services,Houston,TX
Century Communities,867,2535.9,Engineering & Construction,Greenwood Village,CO
Voya Financial,353,8942,Financials,New York,NY
Bread Financial Holdings,456,6580.9,Business Services,Columbus,OH
Dentsply Sirona,642,4029.2,Health Care,Charlotte,NC
Hub Group,672,3668.1,Transportation,Oak Brook,IL
Weis Markets,686,3543.3,Food & Drug Stores,Sunbury,PA
Flowers Foods,631,4124,"Food, Beverages & Tobacco",Thomasville,GA
Palo Alto Networks,804,2899.6,Technology,Santa Clara,CA
Maximus,808,2886.8,Technology,Reston,VA
BlueLinx Holdings,852,2637.3,Wholesalers,Marietta,GA
American National Group,636,4070.1,Financials,Galveston,TX
ASGN,652,3923.9,Business Services,Calabasas,CA
Domino's Pizza,679,3618.8,"Hotels, Restaurants & Leisure",Ann Arbor,MI
Autodesk,737,3274.3,Technology,San Rafael,CA
Ralph Lauren,469,6313,Apparel,New York,NY
TreeHouse Foods,552,4926.9,"Food, Beverages & Tobacco",Oak Brook,IL
Digital Realty Trust,746,3209.2,Financials,San Francisco,CA
Iron Mountain,619,4262.6,Business Services,Boston,MA
TriNet Group,657,3856,Business Services,Dublin,CA
Sentry Insurance Group,670,3680.8,Financials,Stevens Point,WI
Illumina,687,3543,Technology,San Diego,CA
LCI Industries,900,2371.5,Motor Vehicles & Parts,Elkhart,IN
Urban Outfitters,644,3983.8,Retailing,Philadelphia,PA
Amerco,663,3768.7,Transportation,Reno,NV
Penn Mutual Life Insurance,667,3705.1,Financials,Horsham,PA
Crestwood Equity Partners,748,3181.9,Energy,Houston,TX
Louisiana-Pacific,919,2310,Materials,Nashville,TN
Tutor Perini,600,4450.8,Engineering & Construction,Sylmar,CA
Antero Resources,608,4408.7,Energy,Denver,CO
Snap-on,637,4067.7,Industrials,Kenosha,WI
Teledyne Technologies,751,3163.6,Aerospace & Defense,Thousand Oaks,CA
Rent-A-Center,844,2669.9,Retailing,Plano,TX
Par Pacific Holdings,516,5401.5,Energy,Houston,TX
CME Group,558,4868,Financials,Chicago,IL
Hubbell,586,4591,Industrials,Shelton,CT
Gartner,621,4245.3,Technology,Stamford,CT
Nexstar Media Group,775,3039.3,Media,Irving,TX
Welltower,542,5121.3,Financials,Toledo,OH
Juniper Networks,601,4445.4,Technology,Sunnyvale,CA
Darling Ingredients,720,3363.9,"Food, Beverages & Tobacco",Irving,TX
Prologis,727,3330.6,Financials,San Francisco,CA
TransDigm Group,513,5517.2,Aerospace & Defense,Cleveland,OH
JELD-WEN Holding,618,4289.8,Materials,Charlotte,NC
Stifel Financial,690,3515,Financials,St. Louis,MO
Elanco Animal Health,768,3071,Health Care,Greenfield,IN
Kelly Services,521,5355.6,Business Services,Troy,MI
NiSource,533,5208.9,Energy,Merrillville,IN
OneMain Holdings,570,4749,Financials,Evansville,IN
Sanderson Farms,707,3440.3,"Food, Beverages & Tobacco",Laurel,MS
Avient,724,3351.6,Chemicals,Avon Lake,OH
R.R. Donnelley & Sons,471,6276.2,Media,Chicago,IL
Keysight Technologies,617,4303,Technology,Santa Rosa,CA
Equifax,692,3507.6,Business Services,Atlanta,GA
Scotts Miracle-Gro,753,3156,Chemicals,Marysville,OH
Tempur Sealy International,763,3106,Household Products,Lexington,KY
Howmet Aerospace,226,14192,Aerospace & Defense,Pittsburgh,PA
Broadridge Financial Solutions,610,4362.2,Business Services,Lake Success,NY
Insperity,615,4314.8,Business Services,Kingwood,TX
Ingles Markets,623,4202,Food & Drug Stores,Black Mountain,NC
Carlisle,563,4811.6,Materials,Scottsdale,AZ
FMC,578,4661.9,Chemicals,Philadelphia,PA
Vertiv Holdings,603,4431.2,Industrials,Columbus,OH
American Eagle Outfitters,616,4308.2,Retailing,Pittsburgh,PA
CUNA Mutual Group,632,4122.7,Financials,Madison,WI
SS&C Technologies Holdings,580,4632.9,Technology,Windsor,CT
PerkinElmer,809,2883.7,Technology,Waltham,MA
Western Union,528,5292.1,Business Services,Denver,CO
Leggett & Platt,569,4752.5,Household Products,Carthage,MO
Twitter,704,3459.3,Technology,San Francisco,CA
Skyworks Solutions,714,3376.8,Technology,Irvine,CA
Simon Property Group,497,5755.2,Financials,Indianapolis,IN
Yellow,557,4871.2,Transportation,Overland Park,KS
Encompass Health,583,4605,Health Care,Birmingham,AL
Globe Life,592,4527.5,Financials,McKinney,TX
American Axle & Manufacturing,460,6530.9,Motor Vehicles & Parts,Detroit,MI
Rush Enterprises,492,5809.8,Retailing,New Braunfels,TX
Church & Dwight,611,4357.7,Household Products,Ewing,NJ
Meritage Homes,673,3666.9,Engineering & Construction,Scottsdale,AZ
Workday,676,3627.2,Technology,Pleasanton,CA
NGL Energy Partners,127,24087.8,Energy,Tulsa,OK
Xylem,530,5249,Industrials,Rye Brook,NY
Hanover Insurance Group,554,4897.4,Financials,Worcester,MA
Syneos Health,577,4675.8,Health Care,Morrisville,NC
Edwards Lifesciences,613,4348,Health Care,Irvine,CA
Fortive,422,7326.1,Industrials,Everett,WA
Old Dominion Freight Line,634,4109.1,Transportation,Thomasville,NC
MDC Holdings,733,3293.3,Engineering & Construction,Denver,CO
Pool,747,3199.5,Wholesalers,Covington,LA
Harley-Davidson,519,5361.8,Transportation,Milwaukee,WI
Microchip Technology,522,5349.5,Technology,Chandler,AZ
Telephone & Data Systems,536,5176,Telecommunications,Chicago,IL
ADT,541,5125.7,Business Services,Boca Raton,FL
Warner Music Group,598,4475,Media,New York,NY
First Republic Bank,627,4156.7,Financials,San Francisco,CA
Las Vegas Sands,235,13739,"Hotels, Restaurants & Leisure",Las Vegas,NV
NOV,374,8479,Energy,Houston,TX
Marathon Oil,534,5190,Energy,Houston,TX
Martin Marietta Materials,572,4739.1,Materials,Raleigh,NC
Mattel,593,4504.6,Household Products,El Segundo,CA
Ametek,538,5158.6,Technology,Berwyn,PA
Vulcan Materials,551,4929.1,Materials,Birmingham,AL
Sealed Air,564,4791.1,Materials,Charlotte,NC
Greif,584,4595,Materials,Delaware,OH
Monster Beverage,624,4200.8,"Food, Beverages & Tobacco",Corona,CA
Sonoco Products,517,5374.2,Materials,Hartsville,SC
Evergy,539,5147.8,Energy,Kansas City,MO
Cornerstone Building Brands,556,4889.7,Materials,Cary,NC
Coca-Cola Consolidated,562,4826.5,"Food, Beverages & Tobacco",Charlotte,NC
Coty,366,8648.5,Household Products,New York,NY
Electronic Arts,550,4950,Media,Redwood City,CA
Schneider National,571,4747,Transportation,Green Bay,WI
Zebra Technologies,596,4485,Industrials,Lincolnshire,IL
Hologic,718,3367.3,Health Care,Marlborough,MA
MDU Resources Group,524,5336.9,Energy,Bismarck,ND
Under Armour,529,5267.1,Apparel,Baltimore,MD
Ryerson Holding,594,4501.6,Materials,Chicago,IL
Silgan Holdings,595,4489.9,Materials,Stamford,CT
Ingersoll Rand,881,2451.9,Industrials,Davidson,NC
NetApp,478,6146,Technology,Sunnyvale,CA
Tapestry,485,6027.1,Apparel,New York,NY
Continental Resources,581,4631.9,Energy,Oklahoma City,OK
KB Home,591,4552.7,Engineering & Construction,Los Angeles,CA
Intuitive Surgical,597,4478.5,Health Care,Sunnyvale,CA
Hilton Worldwide Holdings,338,9452,"Hotels, Restaurants & Leisure",McLean,VA
Levi Strauss,495,5763.1,Apparel,San Francisco,CA
Cerner,498,5692.6,Health Care,North Kansas City,MO
