0,1,2,3,4,5,6,7,8,9,10,11,12,13
"{'key': 'rank', 'value': '745'}","{'key': 'revenues', 'value': '2818.8'}","{'key': 'revChange', 'value': '18.1'}","{'key': 'profits', 'value': '-78.2'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '7067.9'}","{'key': 'totSHEqty', 'value': '2180.4'}","{'key': 'mktVal', 'value': '2073.1'}","{'key': 'prftPctSls', 'value': '2073.1'}","{'key': 'prftPctAsts', 'value': '-1.1'}","{'key': 'prftPctSHEqty', 'value': '-3.6'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alere Inc.'}"
"{'key': 'rank', 'value': '746'}","{'key': 'revenues', 'value': '2810.9'}","{'key': 'revChange', 'value': '-1.9'}","{'key': 'profits', 'value': '51.3'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '3655.2'}","{'key': 'totSHEqty', 'value': '513.5'}","{'key': 'mktVal', 'value': '564.9'}","{'key': 'prftPctSls', 'value': '564.9'}","{'key': 'prftPctAsts', 'value': '1.4'}","{'key': 'prftPctSHEqty', 'value': '10'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Republic Airways Holdings Inc.'}"
"{'key': 'rank', 'value': '747'}","{'key': 'revenues', 'value': '2807'}","{'key': 'revChange', 'value': '8.1'}","{'key': 'profits', 'value': '427'}","{'key': 'prftChange', 'value': '7'}","{'key': 'assets', 'value': '2878.7'}","{'key': 'totSHEqty', 'value': '1509.8'}","{'key': 'mktVal', 'value': '7856.1'}","{'key': 'prftPctSls', 'value': '7856.1'}","{'key': 'prftPctAsts', 'value': '14.8'}","{'key': 'prftPctSHEqty', 'value': '28.3'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Varian Medical Systems, Inc.'}"
"{'key': 'rank', 'value': '748'}","{'key': 'revenues', 'value': '2800.9'}","{'key': 'revChange', 'value': '36'}","{'key': 'profits', 'value': '159.3'}","{'key': 'prftChange', 'value': '-8.6'}","{'key': 'assets', 'value': '3805.8'}","{'key': 'totSHEqty', 'value': '1655.7'}","{'key': 'mktVal', 'value': '3764.8'}","{'key': 'prftPctSls', 'value': '3764.8'}","{'key': 'prftPctAsts', 'value': '4.2'}","{'key': 'prftPctSHEqty', 'value': '9.6'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'IAC/InterActiveCorp'}"
"{'key': 'rank', 'value': '730'}","{'key': 'revenues', 'value': '2898.4'}","{'key': 'revChange', 'value': '0.8'}","{'key': 'profits', 'value': '138.5'}","{'key': 'prftChange', 'value': '-0.6'}","{'key': 'assets', 'value': '19791.3'}","{'key': 'totSHEqty', 'value': '2169'}","{'key': 'mktVal', 'value': '1902.2'}","{'key': 'prftPctSls', 'value': '1902.2'}","{'key': 'prftPctAsts', 'value': '0.7'}","{'key': 'prftPctSHEqty', 'value': '6.4'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqState', 'value': 'OR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'StanCorp Financial Group, Inc.'}"
"{'key': 'rank', 'value': '731'}","{'key': 'revenues', 'value': '2896.3'}","{'key': 'revChange', 'value': '2'}","{'key': 'profits', 'value': '358.1'}","{'key': 'prftChange', 'value': '15.7'}","{'key': 'assets', 'value': '14719'}","{'key': 'totSHEqty', 'value': '4445'}","{'key': 'mktVal', 'value': '7351.9'}","{'key': 'prftPctSls', 'value': '7351.9'}","{'key': 'prftPctAsts', 'value': '2.4'}","{'key': 'prftPctSHEqty', 'value': '8.1'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Water Works Company, Inc.'}"
"{'key': 'rank', 'value': '732'}","{'key': 'revenues', 'value': '2894.9'}","{'key': 'revChange', 'value': '-15.9'}","{'key': 'profits', 'value': '-90.6'}","{'key': 'prftChange', 'value': '-881'}","{'key': 'assets', 'value': '3328.4'}","{'key': 'totSHEqty', 'value': '1361.1'}","{'key': 'mktVal', 'value': '3719.5'}","{'key': 'prftPctSls', 'value': '3719.5'}","{'key': 'prftPctAsts', 'value': '-2.7'}","{'key': 'prftPctSHEqty', 'value': '-6.7'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqState', 'value': 'AZ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ON Semiconductor Corporation'}"
"{'key': 'rank', 'value': '733'}","{'key': 'revenues', 'value': '2880.9'}","{'key': 'revChange', 'value': '1'}","{'key': 'profits', 'value': '102.8'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '2026'}","{'key': 'totSHEqty', 'value': '750'}","{'key': 'mktVal', 'value': '706.6'}","{'key': 'prftPctSls', 'value': '706.6'}","{'key': 'prftPctAsts', 'value': '5.1'}","{'key': 'prftPctSHEqty', 'value': '13.7'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cooper-Standard Holdings Inc.'}"
"{'key': 'rank', 'value': '734'}","{'key': 'revenues', 'value': '2876'}","{'key': 'revChange', 'value': '17.7'}","{'key': 'profits', 'value': '637.3'}","{'key': 'prftChange', 'value': '60.7'}","{'key': 'assets', 'value': '14089.1'}","{'key': 'totSHEqty', 'value': '3573.1'}","{'key': 'mktVal', 'value': '30391.3'}","{'key': 'prftPctSls', 'value': '30391.3'}","{'key': 'prftPctAsts', 'value': '4.5'}","{'key': 'prftPctSHEqty', 'value': '17.8'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Tower Corporation'}"
"{'key': 'rank', 'value': '735'}","{'key': 'revenues', 'value': '2857.5'}","{'key': 'revChange', 'value': '11.3'}","{'key': 'profits', 'value': '343.4'}","{'key': 'prftChange', 'value': '16.5'}","{'key': 'assets', 'value': '1842'}","{'key': 'totSHEqty', 'value': '1233.5'}","{'key': 'mktVal', 'value': '5732.6'}","{'key': 'prftPctSls', 'value': '5732.6'}","{'key': 'prftPctAsts', 'value': '18.6'}","{'key': 'prftPctSHEqty', 'value': '27.8'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fossil, Inc.'}"
"{'key': 'rank', 'value': '736'}","{'key': 'revenues', 'value': '2854.2'}","{'key': 'revChange', 'value': '6.4'}","{'key': 'profits', 'value': '-39.5'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '4254.8'}","{'key': 'totSHEqty', 'value': '1478.6'}","{'key': 'mktVal', 'value': '1752.8'}","{'key': 'prftPctSls', 'value': '1752.8'}","{'key': 'prftPctAsts', 'value': '-0.9'}","{'key': 'prftPctSHEqty', 'value': '-2.7'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Exterran Holdings, Inc.'}"
"{'key': 'rank', 'value': '737'}","{'key': 'revenues', 'value': '2853.4'}","{'key': 'revChange', 'value': '5.9'}","{'key': 'profits', 'value': '257.4'}","{'key': 'prftChange', 'value': '18.5'}","{'key': 'assets', 'value': '2089.9'}","{'key': 'totSHEqty', 'value': '1342.4'}","{'key': 'mktVal', 'value': '4494'}","{'key': 'prftPctSls', 'value': '4494'}","{'key': 'prftPctAsts', 'value': '12.3'}","{'key': 'prftPctSHEqty', 'value': '19.2'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lincoln Electric Holdings, Inc.'}"
"{'key': 'rank', 'value': '738'}","{'key': 'revenues', 'value': '2852.8'}","{'key': 'revChange', 'value': '2.4'}","{'key': 'profits', 'value': '22.9'}","{'key': 'prftChange', 'value': '-27.1'}","{'key': 'assets', 'value': '2681.6'}","{'key': 'totSHEqty', 'value': '141.6'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '0.9'}","{'key': 'prftPctSHEqty', 'value': '16.2'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Iasis Healthcare LLC'}"
"{'key': 'rank', 'value': '739'}","{'key': 'revenues', 'value': '2852.8'}","{'key': 'revChange', 'value': '-2.4'}","{'key': 'profits', 'value': '106.5'}","{'key': 'prftChange', 'value': '-36.6'}","{'key': 'assets', 'value': '2074.4'}","{'key': 'totSHEqty', 'value': '601.9'}","{'key': 'mktVal', 'value': '2664.5'}","{'key': 'prftPctSls', 'value': '2664.5'}","{'key': 'prftPctAsts', 'value': '5.1'}","{'key': 'prftPctSHEqty', 'value': '17.7'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Scotts Miracle-Gro Company'}"
"{'key': 'rank', 'value': '720'}","{'key': 'revenues', 'value': '2973.1'}","{'key': 'revChange', 'value': ''}","{'key': 'profits', 'value': '20.3'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '31566.6'}","{'key': 'totSHEqty', 'value': '9333.7'}","{'key': 'mktVal', 'value': '1308.1'}","{'key': 'prftPctSls', 'value': '1308.1'}","{'key': 'prftPctAsts', 'value': '0.1'}","{'key': 'prftPctSHEqty', 'value': '0.2'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqState', 'value': 'DC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Carlyle Group L.P.'}"
"{'key': 'rank', 'value': '721'}","{'key': 'revenues', 'value': '2958.1'}","{'key': 'revChange', 'value': '2.1'}","{'key': 'profits', 'value': '530.1'}","{'key': 'prftChange', 'value': '61.6'}","{'key': 'assets', 'value': '4151.3'}","{'key': 'totSHEqty', 'value': '1925.7'}","{'key': 'mktVal', 'value': '8243.2'}","{'key': 'prftPctSls', 'value': '8243.2'}","{'key': 'prftPctAsts', 'value': '12.8'}","{'key': 'prftPctSHEqty', 'value': '27.5'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'C.R. Bard, Inc.'}"
"{'key': 'rank', 'value': '722'}","{'key': 'revenues', 'value': '2949'}","{'key': 'revChange', 'value': '5.2'}","{'key': 'profits', 'value': '148.2'}","{'key': 'prftChange', 'value': '37.4'}","{'key': 'assets', 'value': '2761.4'}","{'key': 'totSHEqty', 'value': '717'}","{'key': 'mktVal', 'value': '1265.3'}","{'key': 'prftPctSls', 'value': '1265.3'}","{'key': 'prftPctAsts', 'value': '5.4'}","{'key': 'prftPctSHEqty', 'value': '20.7'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Select Medical Holdings Corporation'}"
"{'key': 'rank', 'value': '723'}","{'key': 'revenues', 'value': '2930.9'}","{'key': 'revChange', 'value': '13.4'}","{'key': 'profits', 'value': '367.7'}","{'key': 'prftChange', 'value': '157.5'}","{'key': 'assets', 'value': '2866'}","{'key': 'totSHEqty', 'value': '-120.8'}","{'key': 'mktVal', 'value': '1021.6'}","{'key': 'prftPctSls', 'value': '1021.6'}","{'key': 'prftPctAsts', 'value': '12.8'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Axle &amp; Manufacturing Holdings, Inc.'}"
"{'key': 'rank', 'value': '724'}","{'key': 'revenues', 'value': '2928.4'}","{'key': 'revChange', 'value': '15.4'}","{'key': 'profits', 'value': '314.2'}","{'key': 'prftChange', 'value': '28.5'}","{'key': 'assets', 'value': '4972.3'}","{'key': 'totSHEqty', 'value': '2208.7'}","{'key': 'mktVal', 'value': '6062.5'}","{'key': 'prftPctSls', 'value': '6062.5'}","{'key': 'prftPctAsts', 'value': '6.3'}","{'key': 'prftPctSHEqty', 'value': '14.2'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'DENTSPLY International Inc.'}"
"{'key': 'rank', 'value': '725'}","{'key': 'revenues', 'value': '2921.9'}","{'key': 'revChange', 'value': '6.3'}","{'key': 'profits', 'value': '349.8'}","{'key': 'prftChange', 'value': '13'}","{'key': 'assets', 'value': '4098.1'}","{'key': 'totSHEqty', 'value': '2060.9'}","{'key': 'mktVal', 'value': '8918.7'}","{'key': 'prftPctSls', 'value': '8918.7'}","{'key': 'prftPctAsts', 'value': '8.5'}","{'key': 'prftPctSHEqty', 'value': '17'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Church &amp; Dwight Co., Inc.'}"
"{'key': 'rank', 'value': '726'}","{'key': 'revenues', 'value': '2914.6'}","{'key': 'revChange', 'value': '-11.2'}","{'key': 'profits', 'value': '896.3'}","{'key': 'prftChange', 'value': '-50.5'}","{'key': 'assets', 'value': '38863.2'}","{'key': 'totSHEqty', 'value': '21419.1'}","{'key': 'mktVal', 'value': '20485.2'}","{'key': 'prftPctSls', 'value': '20485.2'}","{'key': 'prftPctAsts', 'value': '2.3'}","{'key': 'prftPctSHEqty', 'value': '4.2'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CME Group Inc.'}"
"{'key': 'rank', 'value': '727'}","{'key': 'revenues', 'value': '2913.9'}","{'key': 'revChange', 'value': '-1.6'}","{'key': 'profits', 'value': '617.3'}","{'key': 'prftChange', 'value': '-6.8'}","{'key': 'assets', 'value': '21966'}","{'key': 'totSHEqty', 'value': '6850.9'}","{'key': 'mktVal', 'value': '15618.5'}","{'key': 'prftPctSls', 'value': '15618.5'}","{'key': 'prftPctAsts', 'value': '2.8'}","{'key': 'prftPctSHEqty', 'value': '9'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Vornado Realty Trust'}"
"{'key': 'rank', 'value': '728'}","{'key': 'revenues', 'value': '2902.5'}","{'key': 'revChange', 'value': '5.9'}","{'key': 'profits', 'value': '319.3'}","{'key': 'prftChange', 'value': '1.2'}","{'key': 'assets', 'value': '3347.9'}","{'key': 'totSHEqty', 'value': '1510'}","{'key': 'mktVal', 'value': '7609.1'}","{'key': 'prftPctSls', 'value': '7609.1'}","{'key': 'prftPctAsts', 'value': '9.5'}","{'key': 'prftPctSHEqty', 'value': '21.1'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pall Corporation'}"
"{'key': 'rank', 'value': '729'}","{'key': 'revenues', 'value': '2899.5'}","{'key': 'revChange', 'value': '5.7'}","{'key': 'profits', 'value': '212'}","{'key': 'prftChange', 'value': '-12.5'}","{'key': 'assets', 'value': '5644.1'}","{'key': 'totSHEqty', 'value': '2250.9'}","{'key': 'mktVal', 'value': '4230.1'}","{'key': 'prftPctSls', 'value': '4230.1'}","{'key': 'prftPctAsts', 'value': '3.8'}","{'key': 'prftPctSHEqty', 'value': '9.4'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Penn National Gaming, Inc.'}"
"{'key': 'rank', 'value': '711'}","{'key': 'revenues', 'value': '3015.3'}","{'key': 'revChange', 'value': '13.1'}","{'key': 'profits', 'value': '74.3'}","{'key': 'prftChange', 'value': '1'}","{'key': 'assets', 'value': '1201.8'}","{'key': 'totSHEqty', 'value': '652.3'}","{'key': 'mktVal', 'value': '785.3'}","{'key': 'prftPctSls', 'value': '785.3'}","{'key': 'prftPctAsts', 'value': '6.2'}","{'key': 'prftPctSHEqty', 'value': '11.4'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqState', 'value': 'SC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ScanSource, Inc.'}"
"{'key': 'rank', 'value': '712'}","{'key': 'revenues', 'value': '3007.4'}","{'key': 'revChange', 'value': '-3.5'}","{'key': 'profits', 'value': '171.7'}","{'key': 'prftChange', 'value': '-56.6'}","{'key': 'assets', 'value': '6358.3'}","{'key': 'totSHEqty', 'value': '1150'}","{'key': 'mktVal', 'value': '6904'}","{'key': 'prftPctSls', 'value': '6904'}","{'key': 'prftPctAsts', 'value': '2.7'}","{'key': 'prftPctSHEqty', 'value': '14.9'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Iron Mountain Incorporated'}"
"{'key': 'rank', 'value': '713'}","{'key': 'revenues', 'value': '3000.1'}","{'key': 'revChange', 'value': '14.1'}","{'key': 'profits', 'value': '253.4'}","{'key': 'prftChange', 'value': '78.4'}","{'key': 'assets', 'value': '12556.6'}","{'key': 'totSHEqty', 'value': '3888.7'}","{'key': 'mktVal', 'value': '4848.7'}","{'key': 'prftPctSls', 'value': '4848.7'}","{'key': 'prftPctAsts', 'value': '2'}","{'key': 'prftPctSHEqty', 'value': '6.5'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Markel Corporation'}"
"{'key': 'rank', 'value': '714'}","{'key': 'revenues', 'value': '2993.5'}","{'key': 'revChange', 'value': '7'}","{'key': 'profits', 'value': '483.4'}","{'key': 'prftChange', 'value': '13.1'}","{'key': 'assets', 'value': '7071.1'}","{'key': 'totSHEqty', 'value': '3687.7'}","{'key': 'mktVal', 'value': '12589.9'}","{'key': 'prftPctSls', 'value': '12589.9'}","{'key': 'prftPctAsts', 'value': '6.8'}","{'key': 'prftPctSHEqty', 'value': '13.1'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Roper Industries, Inc.'}"
"{'key': 'rank', 'value': '715'}","{'key': 'revenues', 'value': '2992.6'}","{'key': 'revChange', 'value': '4.5'}","{'key': 'profits', 'value': '71.9'}","{'key': 'prftChange', 'value': '-58.3'}","{'key': 'assets', 'value': '2128'}","{'key': 'totSHEqty', 'value': '629.1'}","{'key': 'mktVal', 'value': '2185.2'}","{'key': 'prftPctSls', 'value': '2185.2'}","{'key': 'prftPctAsts', 'value': '3.4'}","{'key': 'prftPctSHEqty', 'value': '11.4'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PolyOne Corporation'}"
