0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"{'key': 'rank', 'value': '815'}","{'key': 'revenues', 'value': '2701'}","{'key': 'revchange', 'value': '-6.7'}","{'key': 'profits', 'value': '-53'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '4479'}","{'key': 'employees', 'value': '18290'}","{'key': 'mktval', 'value': '1564'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqcity', 'value': 'Las Vegas'}","{'key': 'hqstate', 'value': 'NV'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Hotels, Resturants & Leisure'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Boyd Gaming'}"
"{'key': 'rank', 'value': '879'}","{'key': 'revenues', 'value': '2460'}","{'key': 'revchange', 'value': '-8.6'}","{'key': 'profits', 'value': '77'}","{'key': 'prftchange', 'value': '-28.8'}","{'key': 'assets', 'value': '1767'}","{'key': 'employees', 'value': '2124'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqcity', 'value': 'Cleveland'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Medical Mutual of Ohio'}"
"{'key': 'rank', 'value': '878'}","{'key': 'revenues', 'value': '2463'}","{'key': 'revchange', 'value': '-22.8'}","{'key': 'profits', 'value': '-57'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '5134'}","{'key': 'employees', 'value': '13000'}","{'key': 'mktval', 'value': '4544'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqcity', 'value': 'Memphis'}","{'key': 'hqstate', 'value': 'TN'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Business Services'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ServiceMaster Global Holdings'}"
"{'key': 'rank', 'value': '877'}","{'key': 'revenues', 'value': '2463'}","{'key': 'revchange', 'value': '15.5'}","{'key': 'profits', 'value': '323'}","{'key': 'prftchange', 'value': '31.9'}","{'key': 'assets', 'value': '3734'}","{'key': 'employees', 'value': '9900'}","{'key': 'mktval', 'value': '7060'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqcity', 'value': 'Columbus'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Business Services'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Total System Services'}"
"{'key': 'rank', 'value': '876'}","{'key': 'revenues', 'value': '2463'}","{'key': 'revchange', 'value': '10.9'}","{'key': 'profits', 'value': '43'}","{'key': 'prftchange', 'value': '19.6'}","{'key': 'assets', 'value': '540'}","{'key': 'employees', 'value': '2047'}","{'key': 'mktval', 'value': '687'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Merrimack'}","{'key': 'hqstate', 'value': 'NH'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PC Connection'}"
"{'key': 'rank', 'value': '875'}","{'key': 'revenues', 'value': '2465'}","{'key': 'revchange', 'value': '9.7'}","{'key': 'profits', 'value': '483'}","{'key': 'prftchange', 'value': '42.7'}","{'key': 'assets', 'value': '1939'}","{'key': 'employees', 'value': '1650'}","{'key': 'mktval', 'value': '23529'}","{'key': 'industry', 'value': 'Beverages'}","{'key': 'hqcity', 'value': 'Corona'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Monster Beverage'}"
"{'key': 'rank', 'value': '874'}","{'key': 'revenues', 'value': '2470'}","{'key': 'revchange', 'value': '12.5'}","{'key': 'profits', 'value': '387'}","{'key': 'prftchange', 'value': '-0.9'}","{'key': 'assets', 'value': '12065'}","{'key': 'employees', 'value': '1750'}","{'key': 'mktval', 'value': '12587'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqcity', 'value': 'Pittsburgh'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EQT'}"
"{'key': 'rank', 'value': '873'}","{'key': 'revenues', 'value': '2474'}","{'key': 'revchange', 'value': '1.5'}","{'key': 'profits', 'value': '260'}","{'key': 'prftchange', 'value': '5.2'}","{'key': 'assets', 'value': '1942'}","{'key': 'employees', 'value': '12500'}","{'key': 'mktval', 'value': '5149'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqcity', 'value': 'Minneapolis'}","{'key': 'hqstate', 'value': 'MN'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Industrials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Donaldson'}"
"{'key': 'rank', 'value': '872'}","{'key': 'revenues', 'value': '2474'}","{'key': 'revchange', 'value': '8.6'}","{'key': 'profits', 'value': '150'}","{'key': 'prftchange', 'value': '-9.7'}","{'key': 'assets', 'value': '2322'}","{'key': 'employees', 'value': '9500'}","{'key': 'mktval', 'value': '2838'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqcity', 'value': 'Reading'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Industrials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EnerSys'}"
"{'key': 'rank', 'value': '871'}","{'key': 'revenues', 'value': '2476'}","{'key': 'revchange', 'value': '3.3'}","{'key': 'profits', 'value': ''}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2884'}","{'key': 'employees', 'value': '4600'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqcity', 'value': 'Waterford'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Chemicals'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Momentive Performance Materials'}"
"{'key': 'rank', 'value': '870'}","{'key': 'revenues', 'value': '2484'}","{'key': 'revchange', 'value': '-5'}","{'key': 'profits', 'value': '108'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1776'}","{'key': 'employees', 'value': '14000'}","{'key': 'mktval', 'value': '1481'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqcity', 'value': 'Pasadena'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Engineering & Construction'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tetra Tech'}"
"{'key': 'rank', 'value': '869'}","{'key': 'revenues', 'value': '2484'}","{'key': 'revchange', 'value': '23.7'}","{'key': 'profits', 'value': '-1180'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '11500'}","{'key': 'employees', 'value': '7260'}","{'key': 'mktval', 'value': '6537'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Maryland Heights'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SunEdison'}"
"{'key': 'rank', 'value': '868'}","{'key': 'revenues', 'value': '2486'}","{'key': 'revchange', 'value': '4.5'}","{'key': 'profits', 'value': '338'}","{'key': 'prftchange', 'value': '10.5'}","{'key': 'assets', 'value': '2009'}","{'key': 'employees', 'value': '12550'}","{'key': 'mktval', 'value': '9228'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqcity', 'value': 'Columbus'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mettler-Toledo International'}"
"{'key': 'rank', 'value': '867'}","{'key': 'revenues', 'value': '2493'}","{'key': 'revchange', 'value': '5.2'}","{'key': 'profits', 'value': '118'}","{'key': 'prftchange', 'value': '-4.4'}","{'key': 'assets', 'value': '3299'}","{'key': 'employees', 'value': '22600'}","{'key': 'mktval', 'value': '2039'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Malvern'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Vishay Intertechnology'}"
"{'key': 'rank', 'value': '866'}","{'key': 'revenues', 'value': '2496'}","{'key': 'revchange', 'value': '5.4'}","{'key': 'profits', 'value': '153'}","{'key': 'prftchange', 'value': '1.3'}","{'key': 'assets', 'value': '1438'}","{'key': 'employees', 'value': '12000'}","{'key': 'mktval', 'value': '3260'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqcity', 'value': 'Columbus'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'DSW'}"
"{'key': 'rank', 'value': '865'}","{'key': 'revenues', 'value': '2497'}","{'key': 'revchange', 'value': '70.6'}","{'key': 'profits', 'value': '-273'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '11232'}","{'key': 'employees', 'value': '1679'}","{'key': 'mktval', 'value': '3911'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dynegy'}"
"{'key': 'rank', 'value': '864'}","{'key': 'revenues', 'value': '2508'}","{'key': 'revchange', 'value': '1.1'}","{'key': 'profits', 'value': '-15'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1052'}","{'key': 'employees', 'value': '15100'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqcity', 'value': 'Williamsville'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Food & Drug Stores'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tops Holding'}"
"{'key': 'rank', 'value': '863'}","{'key': 'revenues', 'value': '2511'}","{'key': 'revchange', 'value': '14.7'}","{'key': 'profits', 'value': '452'}","{'key': 'prftchange', 'value': '25.4'}","{'key': 'assets', 'value': '7698'}","{'key': 'employees', 'value': '2900'}","{'key': 'mktval', 'value': '11790'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqcity', 'value': 'Prides Crossing'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Affiliated Managers Group'}"
"{'key': 'rank', 'value': '862'}","{'key': 'revenues', 'value': '2512'}","{'key': 'revchange', 'value': '10.5'}","{'key': 'profits', 'value': '82'}","{'key': 'prftchange', 'value': '-64.2'}","{'key': 'assets', 'value': '4914'}","{'key': 'employees', 'value': '8823'}","{'key': 'mktval', 'value': '13323'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqcity', 'value': 'San Rafael'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Autodesk'}"
"{'key': 'rank', 'value': '861'}","{'key': 'revenues', 'value': '2518'}","{'key': 'revchange', 'value': '9.5'}","{'key': 'profits', 'value': '93'}","{'key': 'prftchange', 'value': '10.2'}","{'key': 'assets', 'value': '940'}","{'key': 'employees', 'value': '6772'}","{'key': 'mktval', 'value': '2567'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'San Diego'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PriceSmart'}"
"{'key': 'rank', 'value': '860'}","{'key': 'revenues', 'value': '2519'}","{'key': 'revchange', 'value': '8.3'}","{'key': 'profits', 'value': '628'}","{'key': 'prftchange', 'value': '10.3'}","{'key': 'assets', 'value': '6370'}","{'key': 'employees', 'value': '12700'}","{'key': 'mktval', 'value': '18022'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqcity', 'value': 'Rochester'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Business Services'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Paychex'}"
"{'key': 'rank', 'value': '859'}","{'key': 'revenues', 'value': '2522'}","{'key': 'revchange', 'value': '10'}","{'key': 'profits', 'value': '666'}","{'key': 'prftchange', 'value': '289.7'}","{'key': 'assets', 'value': '6517'}","{'key': 'employees', 'value': '896'}","{'key': 'mktval', 'value': '3487'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Denver'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SM Energy'}"
"{'key': 'rank', 'value': '858'}","{'key': 'revenues', 'value': '2527'}","{'key': 'revchange', 'value': '8.9'}","{'key': 'profits', 'value': '126'}","{'key': 'prftchange', 'value': '35.9'}","{'key': 'assets', 'value': '3457'}","{'key': 'employees', 'value': '4500'}","{'key': 'mktval', 'value': '3106'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AOL'}"
"{'key': 'rank', 'value': '857'}","{'key': 'revenues', 'value': '2529'}","{'key': 'revchange', 'value': '6'}","{'key': 'profits', 'value': '179'}","{'key': 'prftchange', 'value': '-8.6'}","{'key': 'assets', 'value': '1391'}","{'key': 'employees', 'value': '35450'}","{'key': 'mktval', 'value': '4290'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqcity', 'value': 'St. Louis'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Hotels, Resturants & Leisure'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Panera Bread'}"
"{'key': 'rank', 'value': '856'}","{'key': 'revenues', 'value': '2531'}","{'key': 'revchange', 'value': '1.5'}","{'key': 'profits', 'value': '17'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '8415'}","{'key': 'employees', 'value': '5351'}","{'key': 'mktval', 'value': '9245'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqcity', 'value': 'Bedford'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Health Care'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hologic'}"
"{'key': 'rank', 'value': '855'}","{'key': 'revenues', 'value': '2534'}","{'key': 'revchange', 'value': '1.6'}","{'key': 'profits', 'value': '68'}","{'key': 'prftchange', 'value': '-33.6'}","{'key': 'assets', 'value': '1062'}","{'key': 'employees', 'value': '11525'}","{'key': 'mktval', 'value': '1876'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ANN'}"
"{'key': 'rank', 'value': '854'}","{'key': 'revenues', 'value': '2542'}","{'key': 'revchange', 'value': '3.3'}","{'key': 'profits', 'value': '149'}","{'key': 'prftchange', 'value': '12.2'}","{'key': 'assets', 'value': '2271'}","{'key': 'employees', 'value': '26000'}","{'key': 'mktval', 'value': '1067'}","{'key': 'industry', 'value': 'Tobacco'}","{'key': 'hqcity', 'value': 'Richmond'}","{'key': 'hqstate', 'value': 'VA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal'}"
