0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"{'key': 'rank', 'value': '965'}","{'key': 'f500_revenues', 'value': '2087.8'}","{'key': 'revchange', 'value': '-0.9'}","{'key': 'f500_profits', 'value': '-79.5'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1957.6'}","{'key': 'f500_mktval', 'value': '202.1'}","{'key': 'rankchange1000', 'value': '-9'}","{'key': 'f500_ employees', 'value': '1205'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Beazer Homes USA'}","{'key': 'sector', 'value': 'Engineering & Construction'}","{'key': 'f500_industry', 'value': 'Homebuilders'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Beazer Homes USA'}"
"{'key': 'rank', 'value': '860'}","{'key': 'f500_revenues', 'value': '2592'}","{'key': 'revchange', 'value': '-11.1'}","{'key': 'f500_profits', 'value': '169.5'}","{'key': 'prftchange', 'value': '-27.4'}","{'key': 'assets', 'value': '4373'}","{'key': 'f500_mktval', 'value': '3246.5'}","{'key': 'rankchange1000', 'value': '-81'}","{'key': 'f500_ employees', 'value': '1108'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'New Jersey Resources'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'f500_industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Wall'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'New Jersey Resources'}"
"{'key': 'rank', 'value': '901'}","{'key': 'f500_revenues', 'value': '2368.8'}","{'key': 'revchange', 'value': '-5.2'}","{'key': 'f500_profits', 'value': '63.1'}","{'key': 'prftchange', 'value': '-4.1'}","{'key': 'assets', 'value': '1136.2'}","{'key': 'f500_mktval', 'value': '492.9'}","{'key': 'rankchange1000', 'value': '-43'}","{'key': 'f500_ employees', 'value': '6200'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'TrueBlue'}","{'key': 'sector', 'value': 'Business Services'}","{'key': 'f500_industry', 'value': 'Temporary Help'}","{'key': 'hqcity', 'value': 'Tacoma'}","{'key': 'hqstate', 'value': 'WA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TrueBlue'}"
"{'key': 'rank', 'value': '907'}","{'key': 'f500_revenues', 'value': '2348.8'}","{'key': 'revchange', 'value': '-3.2'}","{'key': 'f500_profits', 'value': '-532.5'}","{'key': 'prftchange', 'value': '-532'}","{'key': 'assets', 'value': '3595.3'}","{'key': 'f500_mktval', 'value': '43.3'}","{'key': 'rankchange1000', 'value': '-34'}","{'key': 'f500_ employees', 'value': '14350'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Party City Holdco'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'f500_industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Elmsford'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Party City Holdco'}"
"{'key': 'rank', 'value': '922'}","{'key': 'f500_revenues', 'value': '2294.4'}","{'key': 'revchange', 'value': '-6.4'}","{'key': 'f500_profits', 'value': '233.8'}","{'key': 'prftchange', 'value': '-25.2'}","{'key': 'assets', 'value': '1867.8'}","{'key': 'f500_mktval', 'value': '437.6'}","{'key': 'rankchange1000', 'value': '-53'}","{'key': 'f500_ employees', 'value': '3700'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Arch Resources'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'f500_industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'St. Louis'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Arch Resources'}"
"{'key': 'rank', 'value': '931'}","{'key': 'f500_revenues', 'value': '2246.9'}","{'key': 'revchange', 'value': '-0.5'}","{'key': 'f500_profits', 'value': '110.5'}","{'key': 'prftchange', 'value': '18.3'}","{'key': 'assets', 'value': '1452.5'}","{'key': 'f500_mktval', 'value': '1075.8'}","{'key': 'rankchange1000', 'value': '-13'}","{'key': 'f500_ employees', 'value': '8450'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'HNI'}","{'key': 'sector', 'value': 'Household Products'}","{'key': 'f500_industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqcity', 'value': 'Muscatine'}","{'key': 'hqstate', 'value': 'IA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HNI'}"
"{'key': 'rank', 'value': '966'}","{'key': 'f500_revenues', 'value': '2080.2'}","{'key': 'revchange', 'value': '14.9'}","{'key': 'f500_profits', 'value': '95.7'}","{'key': 'prftchange', 'value': '50.6'}","{'key': 'assets', 'value': '2140.3'}","{'key': 'f500_mktval', 'value': '4419.9'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'f500_ employees', 'value': '22785'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'LHC Group'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'f500_industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqcity', 'value': 'Lafayette'}","{'key': 'hqstate', 'value': 'LA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'LHC Group'}"
"{'key': 'rank', 'value': '976'}","{'key': 'f500_revenues', 'value': '2058.5'}","{'key': 'revchange', 'value': '-10.8'}","{'key': 'f500_profits', 'value': '-648.4'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1738'}","{'key': 'f500_mktval', 'value': '509.3'}","{'key': 'rankchange1000', 'value': '-73'}","{'key': 'f500_ employees', 'value': '5200'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Vista Outdoor'}","{'key': 'sector', 'value': 'Household Products'}","{'key': 'f500_industry', 'value': 'zMiscellaneous'}","{'key': 'hqcity', 'value': 'Anoka'}","{'key': 'hqstate', 'value': 'MN'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Vista Outdoor'}"
"{'key': 'rank', 'value': '693'}","{'key': 'f500_revenues', 'value': '3505.5'}","{'key': 'revchange', 'value': '-7'}","{'key': 'f500_profits', 'value': '188.5'}","{'key': 'prftchange', 'value': '-42.5'}","{'key': 'assets', 'value': '6581.2'}","{'key': 'f500_mktval', 'value': '1546.4'}","{'key': 'rankchange1000', 'value': '-38'}","{'key': 'f500_ employees', 'value': '13311'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Kar Auction Services'}","{'key': 'sector', 'value': 'Wholesalers'}","{'key': 'f500_industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqcity', 'value': 'Carmel'}","{'key': 'hqstate', 'value': 'IN'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kar Auction Services'}"
"{'key': 'rank', 'value': '803'}","{'key': 'f500_revenues', 'value': '2900.2'}","{'key': 'revchange', 'value': '24.7'}","{'key': 'f500_profits', 'value': '259.6'}","{'key': 'prftchange', 'value': '43.9'}","{'key': 'assets', 'value': '3956.5'}","{'key': 'f500_mktval', 'value': '3698.1'}","{'key': 'rankchange1000', 'value': '95'}","{'key': 'f500_ employees', 'value': '9023'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Woodward'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'key': 'f500_industry', 'value': 'Aerospace & Defense'}","{'key': 'hqcity', 'value': 'Fort Collins'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Woodward'}"
"{'key': 'rank', 'value': '818'}","{'key': 'f500_revenues', 'value': '2838.4'}","{'key': 'revchange', 'value': '-4.5'}","{'key': 'f500_profits', 'value': '142.3'}","{'key': 'prftchange', 'value': '81.4'}","{'key': 'assets', 'value': '6079.1'}","{'key': 'f500_mktval', 'value': '2608.1'}","{'key': 'rankchange1000', 'value': '-48'}","{'key': 'f500_ employees', 'value': '5550'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Kirby'}","{'key': 'sector', 'value': 'Transportation'}","{'key': 'f500_industry', 'value': 'Shipping'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kirby'}"
"{'key': 'rank', 'value': '841'}","{'key': 'f500_revenues', 'value': '2689.3'}","{'key': 'revchange', 'value': '-5.5'}","{'key': 'f500_profits', 'value': '41.3'}","{'key': 'prftchange', 'value': '-76.2'}","{'key': 'assets', 'value': '3560.9'}","{'key': 'f500_mktval', 'value': '1095.6'}","{'key': 'rankchange1000', 'value': '-50'}","{'key': 'f500_ employees', 'value': '25700'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'TTM Technologies'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'f500_industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Santa Ana'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TTM Technologies'}"
"{'key': 'rank', 'value': '842'}","{'key': 'f500_revenues', 'value': '2683.8'}","{'key': 'revchange', 'value': '-1.4'}","{'key': 'f500_profits', 'value': '-363.3'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '6393.3'}","{'key': 'f500_mktval', 'value': '298.5'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'f500_ employees', 'value': '5900'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Clear Channel Outdoor Holdings'}","{'key': 'sector', 'value': 'Business Services'}","{'key': 'f500_industry', 'value': 'Advertising, marketing'}","{'key': 'hqcity', 'value': 'San Antonio'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Clear Channel Outdoor Holdings'}"
"{'key': 'rank', 'value': '878'}","{'key': 'f500_revenues', 'value': '2477.9'}","{'key': 'revchange', 'value': '6.3'}","{'key': 'f500_profits', 'value': '166.6'}","{'key': 'prftchange', 'value': '14.8'}","{'key': 'assets', 'value': '4317.5'}","{'key': 'f500_mktval', 'value': '1474.3'}","{'key': 'rankchange1000', 'value': '19'}","{'key': 'f500_ employees', 'value': '22000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'GEO Group'}","{'key': 'sector', 'value': 'Business Services'}","{'key': 'f500_industry', 'value': 'zMiscellaneous'}","{'key': 'hqcity', 'value': 'Boca Raton'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'GEO Group'}"
"{'key': 'rank', 'value': '925'}","{'key': 'f500_revenues', 'value': '2290.5'}","{'key': 'revchange', 'value': '12.7'}","{'key': 'f500_profits', 'value': '-316.3'}","{'key': 'prftchange', 'value': '-205.7'}","{'key': 'assets', 'value': '2302.8'}","{'key': 'f500_mktval', 'value': '42.9'}","{'key': 'rankchange1000', 'value': '52'}","{'key': 'f500_ employees', 'value': '4360'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Alpha Metallurgical Resources'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'f500_industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Bristol'}","{'key': 'hqstate', 'value': 'TN'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alpha Metallurgical Resources'}"
"{'key': 'rank', 'value': '930'}","{'key': 'f500_revenues', 'value': '2268.1'}","{'key': 'revchange', 'value': '-11.6'}","{'key': 'f500_profits', 'value': '23.4'}","{'key': 'prftchange', 'value': '2.7'}","{'key': 'assets', 'value': '1759.9'}","{'key': 'f500_mktval', 'value': '727.9'}","{'key': 'rankchange1000', 'value': '-85'}","{'key': 'f500_ employees', 'value': '10600'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Benchmark Electronics'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'f500_industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Tempe'}","{'key': 'hqstate', 'value': 'AZ'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Benchmark Electronics'}"
"{'key': 'rank', 'value': '972'}","{'key': 'f500_revenues', 'value': '2068.3'}","{'key': 'revchange', 'value': '29.7'}","{'key': 'f500_profits', 'value': '-67.6'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '3915.3'}","{'key': 'f500_mktval', 'value': '2231.7'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'f500_ employees', 'value': '5600'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Viasat'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'f500_industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqcity', 'value': 'Carlsbad'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Viasat'}"
"{'key': 'rank', 'value': '912'}","{'key': 'f500_revenues', 'value': '2324.6'}","{'key': 'revchange', 'value': '1.8'}","{'key': 'f500_profits', 'value': '786'}","{'key': 'prftchange', 'value': '-19.3'}","{'key': 'assets', 'value': '19121.1'}","{'key': 'f500_mktval', 'value': '20711.9'}","{'key': 'rankchange1000', 'value': '-3'}","{'key': 'f500_ employees', 'value': '3122'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'AvalonBay Communities'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'f500_industry', 'value': 'Real estate'}","{'key': 'hqcity', 'value': 'Arlington'}","{'key': 'hqstate', 'value': 'VA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AvalonBay Communities'}"
"{'key': 'rank', 'value': '625'}","{'key': 'f500_revenues', 'value': '4194'}","{'key': 'revchange', 'value': '63.2'}","{'key': 'f500_profits', 'value': '1149.7'}","{'key': 'prftchange', 'value': '179.7'}","{'key': 'assets', 'value': '11718.5'}","{'key': 'f500_mktval', 'value': '941.4'}","{'key': 'rankchange1000', 'value': '218'}","{'key': 'f500_ employees', 'value': '822'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Murphy Oil'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'f500_industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'El Dorado'}","{'key': 'hqstate', 'value': 'AR'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Murphy Oil'}"
"{'key': 'rank', 'value': '994'}","{'key': 'f500_revenues', 'value': '2014.6'}","{'key': 'revchange', 'value': '8'}","{'key': 'f500_profits', 'value': '147'}","{'key': 'prftchange', 'value': '209.8'}","{'key': 'assets', 'value': '9759.9'}","{'key': 'f500_mktval', 'value': '30217.6'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'f500_ employees', 'value': '1475'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'SBA Communications'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'f500_industry', 'value': 'Real estate'}","{'key': 'hqcity', 'value': 'Boca Raton'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SBA Communications'}"
"{'key': 'rank', 'value': '759'}","{'key': 'f500_revenues', 'value': '3108.4'}","{'key': 'revchange', 'value': '-14.2'}","{'key': 'f500_profits', 'value': '67.5'}","{'key': 'prftchange', 'value': '-34.8'}","{'key': 'assets', 'value': '2635.6'}","{'key': 'f500_mktval', 'value': '173'}","{'key': 'rankchange1000', 'value': '-87'}","{'key': 'f500_ employees', 'value': '28000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Cooper-Standard Holdings'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'key': 'f500_industry', 'value': 'Motor Vehicles & Parts'}","{'key': 'hqcity', 'value': 'Novi'}","{'key': 'hqstate', 'value': 'MI'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cooper-Standard Holdings'}"
"{'key': 'rank', 'value': '760'}","{'key': 'f500_revenues', 'value': '3107.5'}","{'key': 'revchange', 'value': '3.2'}","{'key': 'f500_profits', 'value': '108.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '6879.1'}","{'key': 'f500_mktval', 'value': '1629.1'}","{'key': 'rankchange1000', 'value': '3'}","{'key': 'f500_ employees', 'value': '35600'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Acadia Healthcare'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'f500_industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqcity', 'value': 'Franklin'}","{'key': 'hqstate', 'value': 'TN'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Acadia Healthcare'}"
