0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"{'key': 'rank', 'value': '526'}","{'key': 'f500_revenues', 'value': '5323.2'}","{'key': 'revchange', 'value': '1.6'}","{'key': 'f500_profits', 'value': '242.5'}","{'key': 'prftchange', 'value': '54.5'}","{'key': 'assets', 'value': '3189.3'}","{'key': 'f500_mktval', 'value': '557'}","{'key': 'rankchange1000', 'value': '-1'}","{'key': 'f500_ employees', 'value': '22250'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Big Lots'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'f500_industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Columbus'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Big Lots'}"
"{'key': 'rank', 'value': '622'}","{'key': 'f500_revenues', 'value': '4240'}","{'key': 'revchange', 'value': '38.8'}","{'key': 'f500_profits', 'value': '47'}","{'key': 'prftchange', 'value': '-86.2'}","{'key': 'assets', 'value': '17370'}","{'key': 'f500_mktval', 'value': '1472.5'}","{'key': 'rankchange1000', 'value': '129'}","{'key': 'f500_ employees', 'value': '11800'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Sinclair Broadcast Group'}","{'key': 'sector', 'value': 'Media'}","{'key': 'f500_industry', 'value': 'Entertainment'}","{'key': 'hqcity', 'value': 'Hunt Valley'}","{'key': 'hqstate', 'value': 'MD'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sinclair Broadcast Group'}"
"{'key': 'rank', 'value': '639'}","{'key': 'f500_revenues', 'value': '4052.7'}","{'key': 'revchange', 'value': '-6.1'}","{'key': 'f500_profits', 'value': '120.9'}","{'key': 'prftchange', 'value': '-4.9'}","{'key': 'assets', 'value': '4695.6'}","{'key': 'f500_mktval', 'value': '1877.8'}","{'key': 'rankchange1000', 'value': '-47'}","{'key': 'f500_ employees', 'value': '29650'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Amkor Technology'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'f500_industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Tempe'}","{'key': 'hqstate', 'value': 'AZ'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amkor Technology'}"
"{'key': 'rank', 'value': '462'}","{'key': 'f500_revenues', 'value': '6498.6'}","{'key': 'revchange', 'value': '0.9'}","{'key': 'f500_profits', 'value': '127.4'}","{'key': 'prftchange', 'value': '30.3'}","{'key': 'assets', 'value': '3692.6'}","{'key': 'f500_mktval', 'value': '1623.1'}","{'key': 'rankchange1000', 'value': '1'}","{'key': 'f500_ employees', 'value': '140000'}","{'key': 'rankchange', 'value': '1'}","{'key': 'name', 'value': 'ABM Industries'}","{'key': 'sector', 'value': 'Business Services'}","{'key': 'f500_industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ABM Industries'}"
"{'key': 'rank', 'value': '499'}","{'key': 'f500_revenues', 'value': '5681.1'}","{'key': 'revchange', 'value': '-9.2'}","{'key': 'f500_profits', 'value': '124.7'}","{'key': 'prftchange', 'value': '-73.3'}","{'key': 'assets', 'value': '11951.6'}","{'key': 'f500_mktval', 'value': '5732'}","{'key': 'rankchange1000', 'value': '-28'}","{'key': 'f500_ employees', 'value': '10100'}","{'key': 'rankchange', 'value': '-28'}","{'key': 'name', 'value': 'Post Holdings'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'f500_industry', 'value': 'Food Consumer Products'}","{'key': 'hqcity', 'value': 'St. Louis'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Post Holdings'}"
"{'key': 'rank', 'value': '561'}","{'key': 'f500_revenues', 'value': '4829'}","{'key': 'revchange', 'value': '8.7'}","{'key': 'f500_profits', 'value': '1422'}","{'key': 'prftchange', 'value': '8.6'}","{'key': 'assets', 'value': '10265'}","{'key': 'f500_mktval', 'value': '39594.4'}","{'key': 'rankchange1000', 'value': '21'}","{'key': 'f500_ employees', 'value': '11081'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': ""Moody's""}","{'key': 'sector', 'value': 'Business Services'}","{'key': 'f500_industry', 'value': 'Financial Data Services'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Moody&#039;s'}"
"{'key': 'rank', 'value': '275'}","{'key': 'f500_revenues', 'value': '11548'}","{'key': 'revchange', 'value': '7'}","{'key': 'f500_profits', 'value': '69.9'}","{'key': 'prftchange', 'value': '16'}","{'key': 'assets', 'value': '10975.6'}","{'key': 'f500_mktval', 'value': '9752.6'}","{'key': 'rankchange1000', 'value': '17'}","{'key': 'f500_ employees', 'value': '18200'}","{'key': 'rankchange', 'value': '17'}","{'key': 'name', 'value': 'Live Nation Entertainment'}","{'key': 'sector', 'value': 'Media'}","{'key': 'f500_industry', 'value': 'Entertainment'}","{'key': 'hqcity', 'value': 'Beverly Hills'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Live Nation Entertainment'}"
"{'key': 'rank', 'value': '523'}","{'key': 'f500_revenues', 'value': '5347.4'}","{'key': 'revchange', 'value': '-1.1'}","{'key': 'f500_profits', 'value': '702.7'}","{'key': 'prftchange', 'value': '-24.7'}","{'key': 'assets', 'value': '10362.1'}","{'key': 'f500_mktval', 'value': '18767.4'}","{'key': 'rankchange1000', 'value': '-9'}","{'key': 'f500_ employees', 'value': '12400'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'McCormick'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'f500_industry', 'value': 'Food Consumer Products'}","{'key': 'hqcity', 'value': 'Hunt Valley'}","{'key': 'hqstate', 'value': 'MD'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'McCormick'}"
"{'key': 'rank', 'value': '531'}","{'key': 'f500_revenues', 'value': '5242.5'}","{'key': 'revchange', 'value': '12.4'}","{'key': 'f500_profits', 'value': '346.6'}","{'key': 'prftchange', 'value': '15.1'}","{'key': 'assets', 'value': '4892.9'}","{'key': 'f500_mktval', 'value': '3724.9'}","{'key': 'rankchange1000', 'value': '28'}","{'key': 'f500_ employees', 'value': '8550'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Skechers U.S.A.'}","{'key': 'sector', 'value': 'Apparel'}","{'key': 'f500_industry', 'value': 'Apparel'}","{'key': 'hqcity', 'value': 'Manhattan Beach'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Skechers U.S.A.'}"
"{'key': 'rank', 'value': '566'}","{'key': 'f500_revenues', 'value': '4770.4'}","{'key': 'revchange', 'value': '4.9'}","{'key': 'f500_profits', 'value': '246'}","{'key': 'prftchange', 'value': '1.2'}","{'key': 'assets', 'value': '2556.2'}","{'key': 'f500_mktval', 'value': '6049.8'}","{'key': 'rankchange1000', 'value': '6'}","{'key': 'f500_ employees', 'value': '5800'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Watsco'}","{'key': 'sector', 'value': 'Wholesalers'}","{'key': 'f500_industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqcity', 'value': 'Miami'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Watsco'}"
"{'key': 'rank', 'value': '453'}","{'key': 'f500_revenues', 'value': '6691'}","{'key': 'revchange', 'value': '-2.7'}","{'key': 'f500_profits', 'value': '-400'}","{'key': 'prftchange', 'value': '-255.6'}","{'key': 'assets', 'value': '9610'}","{'key': 'f500_mktval', 'value': '1108.5'}","{'key': 'rankchange1000', 'value': '-15'}","{'key': 'f500_ employees', 'value': '27500'}","{'key': 'rankchange', 'value': '-15'}","{'key': 'name', 'value': 'O-I Glass'}","{'key': 'sector', 'value': 'Materials'}","{'key': 'f500_industry', 'value': 'Packaging, Containers'}","{'key': 'hqcity', 'value': 'Perrysburg'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'O-I Glass'}"
"{'key': 'rank', 'value': '496'}","{'key': 'f500_revenues', 'value': '5763'}","{'key': 'revchange', 'value': '7.3'}","{'key': 'f500_profits', 'value': '860'}","{'key': 'prftchange', 'value': '38.3'}","{'key': 'assets', 'value': '38457'}","{'key': 'f500_mktval', 'value': '60178.6'}","{'key': 'rankchange1000', 'value': '17'}","{'key': 'f500_ employees', 'value': '5100'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Crown Castle International'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'f500_industry', 'value': 'Real estate'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Crown Castle International'}"
"{'key': 'rank', 'value': '511'}","{'key': 'f500_revenues', 'value': '5526'}","{'key': 'revchange', 'value': '-16.8'}","{'key': 'f500_profits', 'value': '-52'}","{'key': 'prftchange', 'value': '-105.2'}","{'key': 'assets', 'value': '7258'}","{'key': 'f500_mktval', 'value': '1455.9'}","{'key': 'rankchange1000', 'value': '-57'}","{'key': 'f500_ employees', 'value': '7000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Chemours'}","{'key': 'sector', 'value': 'Chemicals'}","{'key': 'f500_industry', 'value': 'Chemicals'}","{'key': 'hqcity', 'value': 'Wilmington'}","{'key': 'hqstate', 'value': 'DE'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Chemours'}"
"{'key': 'rank', 'value': '537'}","{'key': 'f500_revenues', 'value': '5163'}","{'key': 'revchange', 'value': '5.1'}","{'key': 'f500_profits', 'value': '1071'}","{'key': 'prftchange', 'value': '238.9'}","{'key': 'assets', 'value': '9452'}","{'key': 'f500_mktval', 'value': '22177.2'}","{'key': 'rankchange1000', 'value': '10'}","{'key': 'f500_ employees', 'value': '16300'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Agilent Technologies'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'f500_industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqcity', 'value': 'Santa Clara'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Agilent Technologies'}"
"{'key': 'rank', 'value': '393'}","{'key': 'f500_revenues', 'value': '8107'}","{'key': 'revchange', 'value': '-5.9'}","{'key': 'f500_profits', 'value': '-5911'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '17488'}","{'key': 'f500_mktval', 'value': '39.9'}","{'key': 'rankchange1000', 'value': '-38'}","{'key': 'f500_ employees', 'value': '18317'}","{'key': 'rankchange', 'value': '-38'}","{'key': 'name', 'value': 'Frontier Communications'}","{'key': 'sector', 'value': 'Telecommunications'}","{'key': 'f500_industry', 'value': 'Telecommunications'}","{'key': 'hqcity', 'value': 'Norwalk'}","{'key': 'hqstate', 'value': 'CT'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Frontier Communications'}"
"{'key': 'rank', 'value': '488'}","{'key': 'f500_revenues', 'value': '5910'}","{'key': 'revchange', 'value': '-6.1'}","{'key': 'f500_profits', 'value': '828'}","{'key': 'prftchange', 'value': '1.6'}","{'key': 'assets', 'value': '28933'}","{'key': 'f500_mktval', 'value': '17969.9'}","{'key': 'rankchange1000', 'value': '-20'}","{'key': 'f500_ employees', 'value': '9323'}","{'key': 'rankchange', 'value': '-20'}","{'key': 'name', 'value': 'Ameren'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'f500_industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'St. Louis'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ameren'}"
"{'key': 'rank', 'value': '482'}","{'key': 'f500_revenues', 'value': '6074.4'}","{'key': 'revchange', 'value': '4.7'}","{'key': 'f500_profits', 'value': '454.4'}","{'key': 'prftchange', 'value': '4.6'}","{'key': 'assets', 'value': '2311.4'}","{'key': 'f500_mktval', 'value': '4345.8'}","{'key': 'rankchange1000', 'value': '8'}","{'key': 'f500_ employees', 'value': '16000'}","{'key': 'rankchange', 'value': '8'}","{'key': 'name', 'value': 'Robert Half International'}","{'key': 'sector', 'value': 'Business Services'}","{'key': 'f500_industry', 'value': 'Temporary Help'}","{'key': 'hqcity', 'value': 'Menlo Park'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Robert Half International'}"
"{'key': 'rank', 'value': '518'}","{'key': 'f500_revenues', 'value': '5366.8'}","{'key': 'revchange', 'value': '3.4'}","{'key': 'f500_profits', 'value': '1767.9'}","{'key': 'prftchange', 'value': '87.2'}","{'key': 'assets', 'value': '18108.9'}","{'key': 'f500_mktval', 'value': '33086.1'}","{'key': 'rankchange1000', 'value': '12'}","{'key': 'f500_ employees', 'value': '16460'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Roper Technologies'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'f500_industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqcity', 'value': 'Sarasota'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Roper Technologies'}"
"{'key': 'rank', 'value': '574'}","{'key': 'f500_revenues', 'value': '4720.2'}","{'key': 'revchange', 'value': '3.1'}","{'key': 'f500_profits', 'value': '520.5'}","{'key': 'prftchange', 'value': '136.1'}","{'key': 'assets', 'value': '8855.6'}","{'key': 'f500_mktval', 'value': '9793.5'}","{'key': 'rankchange1000', 'value': '-7'}","{'key': 'f500_ employees', 'value': '5600'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Hasbro'}","{'key': 'sector', 'value': 'Household Products'}","{'key': 'f500_industry', 'value': 'Toys, Sporting Goods'}","{'key': 'hqcity', 'value': 'Pawtucket'}","{'key': 'hqstate', 'value': 'RI'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hasbro'}"
"{'key': 'rank', 'value': '440'}","{'key': 'f500_revenues', 'value': '6895.1'}","{'key': 'revchange', 'value': '3.5'}","{'key': 'f500_profits', 'value': '1492.2'}","{'key': 'prftchange', 'value': '-4.1'}","{'key': 'assets', 'value': '136828.4'}","{'key': 'f500_mktval', 'value': '15791.3'}","{'key': 'rankchange1000', 'value': '13'}","{'key': 'f500_ employees', 'value': '19800'}","{'key': 'rankchange', 'value': '13'}","{'key': 'name', 'value': 'Northern Trust'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'f500_industry', 'value': 'Commercial Banks'}","{'key': 'hqcity', 'value': 'Chicago'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Northern Trust'}"
"{'key': 'rank', 'value': '505'}","{'key': 'f500_revenues', 'value': '5597'}","{'key': 'revchange', 'value': '-1.6'}","{'key': 'f500_profits', 'value': '1294'}","{'key': 'prftchange', 'value': '-16.1'}","{'key': 'assets', 'value': '5231'}","{'key': 'f500_mktval', 'value': '20615.4'}","{'key': 'rankchange1000', 'value': '-11'}","{'key': 'f500_ employees', 'value': '34000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Yum Brands'}","{'key': 'sector', 'value': 'Hotels, Restaurants & Leisure'}","{'key': 'f500_industry', 'value': 'Food Services'}","{'key': 'hqcity', 'value': 'Louisville'}","{'key': 'hqstate', 'value': 'KY'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Yum Brands'}"
"{'key': 'rank', 'value': '587'}","{'key': 'f500_revenues', 'value': '4590'}","{'key': 'revchange', 'value': '3.6'}","{'key': 'f500_profits', 'value': '493.1'}","{'key': 'prftchange', 'value': '70.1'}","{'key': 'assets', 'value': '12171.9'}","{'key': 'f500_mktval', 'value': '5879.9'}","{'key': 'rankchange1000', 'value': '-3'}","{'key': 'f500_ employees', 'value': '2987'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'CF Industries Holdings'}","{'key': 'sector', 'value': 'Chemicals'}","{'key': 'f500_industry', 'value': 'Chemicals'}","{'key': 'hqcity', 'value': 'Deerfield'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': ''}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CF Industries Holdings'}"
