0,1,2,3,4,5,6,7,8,9,10
"{'key': 'rank', 'value': '202'}","{'key': 'revenues', 'value': '13599'}","{'key': 'revchange', 'value': '1.4'}","{'key': 'profits', 'value': '2035'}","{'key': 'prftchange', 'value': '7.2'}","{'key': 'assets', 'value': '15201'}","{'key': 'mktval', 'value': '45791'}","{'key': 'employees', 'value': '50000'}","{'key': 'rankchange1000', 'value': '9'}","{'key': 'rankchange', 'value': '9'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Illinois Tool Works'}"
"{'key': 'rank', 'value': '130'}","{'key': 'revenues', 'value': '21374'}","{'key': 'revchange', 'value': '-5.8'}","{'key': 'profits', 'value': '-1721'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '21944'}","{'key': 'mktval', 'value': '1010'}","{'key': 'employees', 'value': '108000'}","{'key': 'rankchange1000', 'value': '-5'}","{'key': 'rankchange', 'value': '-5'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Community Health Systems'}"
"{'key': 'rank', 'value': '203'}","{'key': 'revenues', 'value': '13585'}","{'key': 'revchange', 'value': '-6.2'}","{'key': 'profits', 'value': '529'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '5540'}","{'key': 'mktval', 'value': '2402'}","{'key': 'employees', 'value': '38000'}","{'key': 'rankchange1000', 'value': '-7'}","{'key': 'rankchange', 'value': '-7'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Office Depot'}"
"{'key': 'rank', 'value': '129'}","{'key': 'revenues', 'value': '21609'}","{'key': 'revchange', 'value': '3.6'}","{'key': 'profits', 'value': '430.5'}","{'key': 'prftchange', 'value': '-2.7'}","{'key': 'assets', 'value': '10060'}","{'key': 'mktval', 'value': '4268'}","{'key': 'employees', 'value': '26000'}","{'key': 'rankchange1000', 'value': '7'}","{'key': 'rankchange', 'value': '7'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AutoNation'}"
"{'key': 'rank', 'value': '204'}","{'key': 'revenues', 'value': '13502'}","{'key': 'revchange', 'value': '-10'}","{'key': 'profits', 'value': '1336'}","{'key': 'prftchange', 'value': '-42.3'}","{'key': 'assets', 'value': '19736'}","{'key': 'mktval', 'value': '49644'}","{'key': 'employees', 'value': '22450'}","{'key': 'rankchange1000', 'value': '-15'}","{'key': 'rankchange', 'value': '-15'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Monsanto'}"
"{'key': 'rank', 'value': '128'}","{'key': 'revenues', 'value': '21987'}","{'key': 'revchange', 'value': '7.9'}","{'key': 'profits', 'value': '1251.1'}","{'key': 'prftchange', 'value': '7.4'}","{'key': 'assets', 'value': '11672'}","{'key': 'mktval', 'value': '19182'}","{'key': 'employees', 'value': '121000'}","{'key': 'rankchange1000', 'value': '11'}","{'key': 'rankchange', 'value': '11'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dollar General'}"
"{'key': 'rank', 'value': '205'}","{'key': 'revenues', 'value': '13487'}","{'key': 'revchange', 'value': '8.6'}","{'key': 'profits', 'value': '1553'}","{'key': 'prftchange', 'value': '-4.3'}","{'key': 'assets', 'value': '14262'}","{'key': 'mktval', 'value': '36226'}","{'key': 'employees', 'value': '260200'}","{'key': 'rankchange1000', 'value': '25'}","{'key': 'rankchange', 'value': '25'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cognizant Technology Solutions'}"
"{'key': 'rank', 'value': '127'}","{'key': 'revenues', 'value': '22138'}","{'key': 'revchange', 'value': '-12'}","{'key': 'profits', 'value': '-2221'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '9362'}","{'key': 'mktval', 'value': '1231'}","{'key': 'employees', 'value': '140000'}","{'key': 'rankchange1000', 'value': '-16'}","{'key': 'rankchange', 'value': '-16'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sears Holdings'}"
"{'key': 'rank', 'value': '206'}","{'key': 'revenues', 'value': '13370'}","{'key': 'revchange', 'value': '2.8'}","{'key': 'profits', 'value': '3595'}","{'key': 'prftchange', 'value': '20.4'}","{'key': 'assets', 'value': '16431'}","{'key': 'mktval', 'value': '80531'}","{'key': 'employees', 'value': '29865'}","{'key': 'rankchange1000', 'value': '13'}","{'key': 'rankchange', 'value': '13'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Texas Instruments'}"
"{'key': 'rank', 'value': '126'}","{'key': 'revenues', 'value': '22559'}","{'key': 'revchange', 'value': '8.1'}","{'key': 'profits', 'value': '2659'}","{'key': 'prftchange', 'value': '5'}","{'key': 'assets', 'value': '129819'}","{'key': 'mktval', 'value': '29053'}","{'key': 'employees', 'value': '10212'}","{'key': 'rankchange1000', 'value': '9'}","{'key': 'rankchange', 'value': '9'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aflac'}"
"{'key': 'rank', 'value': '207'}","{'key': 'revenues', 'value': '13330'}","{'key': 'revchange', 'value': '-1.8'}","{'key': 'profits', 'value': '1192'}","{'key': 'prftchange', 'value': '3.3'}","{'key': 'assets', 'value': '261627'}","{'key': 'mktval', 'value': '14760'}","{'key': 'employees', 'value': '9057'}","{'key': 'rankchange1000', 'value': '-2'}","{'key': 'rankchange', 'value': '-2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lincoln National'}"
"{'key': 'rank', 'value': '208'}","{'key': 'revenues', 'value': '13264'}","{'key': 'revchange', 'value': '122.1'}","{'key': 'profits', 'value': '527.8'}","{'key': 'prftchange', 'value': '50.8'}","{'key': 'assets', 'value': '33838'}","{'key': 'mktval', 'value': '22787'}","{'key': 'employees', 'value': '53400'}","{'key': 'rankchange1000', 'value': '226'}","{'key': 'rankchange', 'value': '226'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Newell Brands'}"
"{'key': 'rank', 'value': '125'}","{'key': 'revenues', 'value': '22744'}","{'key': 'revchange', 'value': '5.8'}","{'key': 'profits', 'value': '5888'}","{'key': 'prftchange', 'value': '0.2'}","{'key': 'assets', 'value': '445964'}","{'key': 'mktval', 'value': '87201'}","{'key': 'employees', 'value': '71191'}","{'key': 'rankchange1000', 'value': '6'}","{'key': 'rankchange', 'value': '6'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'U.S. Bancorp'}"
"{'key': 'rank', 'value': '209'}","{'key': 'revenues', 'value': '13233'}","{'key': 'revchange', 'value': '0.6'}","{'key': 'profits', 'value': '244.9'}","{'key': 'prftchange', 'value': '-20.4'}","{'key': 'assets', 'value': '8305'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '10000'}","{'key': 'rankchange1000', 'value': '6'}","{'key': 'rankchange', 'value': '6'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Land O'Lakes""}"
"{'key': 'rank', 'value': '124'}","{'key': 'revenues', 'value': '22919'}","{'key': 'revchange', 'value': '-0.9'}","{'key': 'profits', 'value': '209.8'}","{'key': 'prftchange', 'value': '25.2'}","{'key': 'assets', 'value': '8945'}","{'key': 'mktval', 'value': '6207'}","{'key': 'employees', 'value': '25000'}","{'key': 'rankchange1000', 'value': '-2'}","{'key': 'rankchange', 'value': '-2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'US Foods Holding'}"
"{'key': 'rank', 'value': '210'}","{'key': 'revenues', 'value': '13211'}","{'key': 'revchange', 'value': '2.5'}","{'key': 'profits', 'value': '1768'}","{'key': 'prftchange', 'value': '10.6'}","{'key': 'assets', 'value': '18190'}","{'key': 'mktval', 'value': '38078'}","{'key': 'employees', 'value': '60000'}","{'key': 'rankchange1000', 'value': '12'}","{'key': 'rankchange', 'value': '12'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Marsh &amp; McLennan'}"
"{'key': 'rank', 'value': '123'}","{'key': 'revenues', 'value': '22991'}","{'key': 'revchange', 'value': '6.1'}","{'key': 'profits', 'value': '7722'}","{'key': 'prftchange', 'value': '11.3'}","{'key': 'assets', 'value': '77626'}","{'key': 'mktval', 'value': '120830'}","{'key': 'employees', 'value': '19200'}","{'key': 'rankchange1000', 'value': '7'}","{'key': 'rankchange', 'value': '7'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amgen'}"
"{'key': 'rank', 'value': '122'}","{'key': 'revenues', 'value': '23022'}","{'key': 'revchange', 'value': '-14.8'}","{'key': 'profits', 'value': '2513.1'}","{'key': 'prftchange', 'value': '-0.3'}","{'key': 'assets', 'value': '52194'}","{'key': 'mktval', 'value': '58522'}","{'key': 'employees', 'value': '6800'}","{'key': 'rankchange1000', 'value': '-18'}","{'key': 'rankchange', 'value': '-18'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Enterprise Products Partners'}"
"{'key': 'rank', 'value': '121'}","{'key': 'revenues', 'value': '23369'}","{'key': 'revchange', 'value': '-1'}","{'key': 'profits', 'value': '2152'}","{'key': 'prftchange', 'value': '-23.6'}","{'key': 'assets', 'value': '132761'}","{'key': 'mktval', 'value': '57397'}","{'key': 'employees', 'value': '28798'}","{'key': 'rankchange1000', 'value': '-6'}","{'key': 'rankchange', 'value': '-6'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Duke Energy'}"
"{'key': 'rank', 'value': '211'}","{'key': 'revenues', 'value': '13153'}","{'key': 'revchange', 'value': '-2.9'}","{'key': 'profits', 'value': '1229.6'}","{'key': 'prftchange', 'value': '22.7'}","{'key': 'assets', 'value': '18330'}","{'key': 'mktval', 'value': '36356'}","{'key': 'employees', 'value': '47565'}","{'key': 'rankchange1000', 'value': '-5'}","{'key': 'rankchange', 'value': '-5'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ecolab'}"
"{'key': 'rank', 'value': '212'}","{'key': 'revenues', 'value': '13144'}","{'key': 'revchange', 'value': '-2.5'}","{'key': 'profits', 'value': '513.4'}","{'key': 'prftchange', 'value': '0.7'}","{'key': 'assets', 'value': '3688'}","{'key': 'mktval', 'value': '10958'}","{'key': 'employees', 'value': '14125'}","{'key': 'rankchange1000', 'value': '-4'}","{'key': 'rankchange', 'value': '-4'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'C.H. Robinson Worldwide'}"
"{'key': 'rank', 'value': '213'}","{'key': 'revenues', 'value': '13105'}","{'key': 'revchange', 'value': '-2.3'}","{'key': 'profits', 'value': '654'}","{'key': 'prftchange', 'value': '151.5'}","{'key': 'assets', 'value': '76594'}","{'key': 'mktval', 'value': '15747'}","{'key': 'employees', 'value': '15800'}","{'key': 'rankchange1000', 'value': '-3'}","{'key': 'rankchange', 'value': '-3'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Loews'}"
"{'key': 'rank', 'value': '214'}","{'key': 'revenues', 'value': '13072'}","{'key': 'revchange', 'value': '20.4'}","{'key': 'profits', 'value': '572'}","{'key': 'prftchange', 'value': '4.5'}","{'key': 'assets', 'value': '10780'}","{'key': 'mktval', 'value': '11753'}","{'key': 'employees', 'value': '75000'}","{'key': 'rankchange1000', 'value': '45'}","{'key': 'rankchange', 'value': '45'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CBRE Group'}"
"{'key': 'rank', 'value': '215'}","{'key': 'revenues', 'value': '13058'}","{'key': 'revchange', 'value': '-9.3'}","{'key': 'profits', 'value': '708'}","{'key': 'prftchange', 'value': '179.8'}","{'key': 'assets', 'value': '80305'}","{'key': 'mktval', 'value': '48533'}","{'key': 'employees', 'value': '11121'}","{'key': 'rankchange1000', 'value': '-17'}","{'key': 'rankchange', 'value': '-17'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kinder Morgan'}"
"{'key': 'rank', 'value': '216'}","{'key': 'revenues', 'value': '13014'}","{'key': 'revchange', 'value': '-3.8'}","{'key': 'profits', 'value': '694'}","{'key': 'prftchange', 'value': '13'}","{'key': 'assets', 'value': '15111'}","{'key': 'mktval', 'value': '25417'}","{'key': 'employees', 'value': '37369'}","{'key': 'rankchange1000', 'value': '-9'}","{'key': 'rankchange', 'value': '-9'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kellogg'}"
"{'key': 'rank', 'value': '217'}","{'key': 'revenues', 'value': '12994'}","{'key': 'revchange', 'value': '-10.8'}","{'key': 'profits', 'value': '242'}","{'key': 'prftchange', 'value': '-83.5'}","{'key': 'assets', 'value': '32862'}","{'key': 'mktval', 'value': '23775'}","{'key': 'employees', 'value': '72878'}","{'key': 'rankchange1000', 'value': '-23'}","{'key': 'rankchange', 'value': '-23'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Western Digital'}"
"{'key': 'rank', 'value': '218'}","{'key': 'revenues', 'value': '12919'}","{'key': 'revchange', 'value': '2.3'}","{'key': 'profits', 'value': '263.9'}","{'key': 'prftchange', 'value': '-35.7'}","{'key': 'assets', 'value': '70339'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '8876'}","{'key': 'rankchange1000', 'value': '8'}","{'key': 'rankchange', 'value': '8'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Guardian Life Ins. Co. of America'}"
"{'key': 'rank', 'value': '219'}","{'key': 'revenues', 'value': '12867'}","{'key': 'revchange', 'value': '7.8'}","{'key': 'profits', 'value': '1117.7'}","{'key': 'prftchange', 'value': '9.5'}","{'key': 'assets', 'value': '5309'}","{'key': 'mktval', 'value': '25814'}","{'key': 'employees', 'value': '78600'}","{'key': 'rankchange1000', 'value': '18'}","{'key': 'rankchange', 'value': '18'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ross Stores'}"
"{'key': 'rank', 'value': '220'}","{'key': 'revenues', 'value': '12574'}","{'key': 'revchange', 'value': '3.5'}","{'key': 'profits', 'value': '1158.1'}","{'key': 'prftchange', 'value': '-7.6'}","{'key': 'assets', 'value': '8170'}","{'key': 'mktval', 'value': '13426'}","{'key': 'employees', 'value': '59100'}","{'key': 'rankchange1000', 'value': '14'}","{'key': 'rankchange', 'value': '14'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'L Brands'}"
"{'key': 'rank', 'value': '221'}","{'key': 'revenues', 'value': '12547'}","{'key': 'revchange', 'value': '-0.6'}","{'key': 'profits', 'value': '1'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '9314'}","{'key': 'mktval', 'value': '1901'}","{'key': 'employees', 'value': '106000'}","{'key': 'rankchange1000', 'value': '7'}","{'key': 'rankchange', 'value': '7'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'J.C. Penney'}"
"{'key': 'rank', 'value': '222'}","{'key': 'revenues', 'value': '12513'}","{'key': 'revchange', 'value': '-0.9'}","{'key': 'profits', 'value': '-147.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '16057'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '13309'}","{'key': 'rankchange1000', 'value': '5'}","{'key': 'rankchange', 'value': '5'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Farmers Insurance Exchange'}"
"{'key': 'rank', 'value': '223'}","{'key': 'revenues', 'value': '12503'}","{'key': 'revchange', 'value': '17.1'}","{'key': 'profits', 'value': '6073'}","{'key': 'prftchange', 'value': '86.7'}","{'key': 'assets', 'value': '51095'}","{'key': 'mktval', 'value': '89862'}","{'key': 'employees', 'value': '5525'}","{'key': 'rankchange1000', 'value': '43'}","{'key': 'rankchange', 'value': '43'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Reynolds American'}"
"{'key': 'rank', 'value': '224'}","{'key': 'revenues', 'value': '12488'}","{'key': 'revchange', 'value': '-5.9'}","{'key': 'profits', 'value': '1438'}","{'key': 'prftchange', 'value': '-25.2'}","{'key': 'assets', 'value': '22508'}","{'key': 'mktval', 'value': '18503'}","{'key': 'employees', 'value': '9650'}","{'key': 'rankchange1000', 'value': '-11'}","{'key': 'rankchange', 'value': '-11'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Viacom'}"
"{'key': 'rank', 'value': '225'}","{'key': 'revenues', 'value': '12483'}","{'key': 'revchange', 'value': '21.4'}","{'key': 'profits', 'value': '976'}","{'key': 'prftchange', 'value': '40.4'}","{'key': 'assets', 'value': '25586'}","{'key': 'mktval', 'value': '39041'}","{'key': 'employees', 'value': '50928'}","{'key': 'rankchange1000', 'value': '53'}","{'key': 'rankchange', 'value': '53'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Becton Dickinson'}"
"{'key': 'rank', 'value': '226'}","{'key': 'revenues', 'value': '12399'}","{'key': 'revchange', 'value': '-23.4'}","{'key': 'profits', 'value': '-276'}","{'key': 'prftchange', 'value': '-109.5'}","{'key': 'assets', 'value': '27540'}","{'key': 'mktval', 'value': '31972'}","{'key': 'employees', 'value': '31400'}","{'key': 'rankchange1000', 'value': '-53'}","{'key': 'rankchange', 'value': '-53'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Micron Technology'}"
