0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"{'key': 'rank', 'value': '299'}","{'key': 'revenues', 'value': '10589.0'}","{'key': 'revchange', 'value': '10.1'}","{'key': 'profits', 'value': '368.0'}","{'key': 'prftchange', 'value': '-79.5'}","{'key': 'assets', 'value': '27009.0'}","{'key': 'mktval', 'value': '15394.2'}","{'key': 'rankchange1000', 'value': '9'}","{'key': 'employees', 'value': '7977'}","{'key': 'rankchange', 'value': '9'}","{'key': 'name', 'value': 'CenterPoint Energy'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CenterPoint Energy'}"
"{'key': 'rank', 'value': '298'}","{'key': 'revenues', 'value': '10699.0'}","{'key': 'revchange', 'value': '12.5'}","{'key': 'profits', 'value': '913.0'}","{'key': 'prftchange', 'value': '-33.1'}","{'key': 'assets', 'value': '157699.0'}","{'key': 'mktval', 'value': ''}","{'key': 'rankchange1000', 'value': '15'}","{'key': 'employees', 'value': '3776'}","{'key': 'rankchange', 'value': '15'}","{'key': 'name', 'value': 'Pacific Life'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqcity', 'value': 'Newport Beach'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pacific Life'}"
"{'key': 'rank', 'value': '297'}","{'key': 'revenues', 'value': '10734.0'}","{'key': 'revchange', 'value': '-23.0'}","{'key': 'profits', 'value': '3064.0'}","{'key': 'prftchange', 'value': '241.2'}","{'key': 'assets', 'value': '19566.0'}","{'key': 'mktval', 'value': '13832.7'}","{'key': 'rankchange1000', 'value': '-84'}","{'key': 'employees', 'value': '2880'}","{'key': 'rankchange', 'value': '-84'}","{'key': 'name', 'value': 'Devon Energy'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Oklahoma City'}","{'key': 'hqstate', 'value': 'OK'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Devon Energy'}"
"{'key': 'rank', 'value': '296'}","{'key': 'revenues', 'value': '10736.0'}","{'key': 'revchange', 'value': '-22.5'}","{'key': 'profits', 'value': '1203.0'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '32521.0'}","{'key': 'mktval', 'value': '11975.4'}","{'key': 'rankchange1000', 'value': '-82'}","{'key': 'employees', 'value': '9000'}","{'key': 'rankchange', 'value': '-82'}","{'key': 'name', 'value': 'AES'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Arlington'}","{'key': 'hqstate', 'value': 'VA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AES'}"
"{'key': 'rank', 'value': '295'}","{'key': 'revenues', 'value': '10746.0'}","{'key': 'revchange', 'value': '12.3'}","{'key': 'profits', 'value': '2530.0'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '22819.0'}","{'key': 'mktval', 'value': '33978.7'}","{'key': 'rankchange1000', 'value': '14'}","{'key': 'employees', 'value': '14000'}","{'key': 'rankchange', 'value': '14'}","{'key': 'name', 'value': 'eBay'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqcity', 'value': 'San Jose'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'eBay'}"
"{'key': 'rank', 'value': '294'}","{'key': 'revenues', 'value': '10769.6'}","{'key': 'revchange', 'value': '-2.1'}","{'key': 'profits', 'value': '1116.5'}","{'key': 'prftchange', 'value': '-28.7'}","{'key': 'assets', 'value': '30109.8'}","{'key': 'mktval', 'value': '12958.0'}","{'key': 'rankchange1000', 'value': '-19'}","{'key': 'employees', 'value': '17750'}","{'key': 'rankchange', 'value': '-19'}","{'key': 'name', 'value': 'Molson Coors Brewing'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'industry', 'value': 'Beverages'}","{'key': 'hqcity', 'value': 'Denver'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'yes'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Molson Coors Brewing'}"
"{'key': 'rank', 'value': '293'}","{'key': 'revenues', 'value': '10772.3'}","{'key': 'revchange', 'value': '-4.5'}","{'key': 'profits', 'value': '779.7'}","{'key': 'prftchange', 'value': '3.6'}","{'key': 'assets', 'value': '11265.5'}","{'key': 'mktval', 'value': '12144.3'}","{'key': 'rankchange1000', 'value': '-25'}","{'key': 'employees', 'value': '75650'}","{'key': 'rankchange', 'value': '-25'}","{'key': 'name', 'value': 'Universal Health Services'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqcity', 'value': 'King of Prussia'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal Health Services'}"
"{'key': 'rank', 'value': '292'}","{'key': 'revenues', 'value': '10787.8'}","{'key': 'revchange', 'value': '4.4'}","{'key': 'profits', 'value': '60.2'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '8496.9'}","{'key': 'mktval', 'value': '13400.5'}","{'key': 'rankchange1000', 'value': '-2'}","{'key': 'employees', 'value': '16000'}","{'key': 'rankchange', 'value': '-2'}","{'key': 'name', 'value': 'Live Nation Entertainment'}","{'key': 'sector', 'value': 'Media'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqcity', 'value': 'Beverly Hills'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Live Nation Entertainment'}"
"{'key': 'rank', 'value': '291'}","{'key': 'revenues', 'value': '10797.0'}","{'key': 'revchange', 'value': '-4.2'}","{'key': 'profits', 'value': '268.0'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '10628.0'}","{'key': 'mktval', 'value': '11850.9'}","{'key': 'rankchange1000', 'value': '-22'}","{'key': 'employees', 'value': '4862'}","{'key': 'rankchange', 'value': '-22'}","{'key': 'name', 'value': 'NRG Energy'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqcity', 'value': 'Princeton'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NRG Energy'}"
"{'key': 'rank', 'value': '290'}","{'key': 'revenues', 'value': '10841.0'}","{'key': 'revchange', 'value': '-1.5'}","{'key': 'profits', 'value': '1005.0'}","{'key': 'prftchange', 'value': '48.4'}","{'key': 'assets', 'value': '13518.0'}","{'key': 'mktval', 'value': '16368.2'}","{'key': 'rankchange1000', 'value': '-14'}","{'key': 'employees', 'value': '31000'}","{'key': 'rankchange', 'value': '-14'}","{'key': 'name', 'value': 'L3 Technologies'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'L3 Technologies'}"
"{'key': 'rank', 'value': '289'}","{'key': 'revenues', 'value': '10989.0'}","{'key': 'revchange', 'value': '22.6'}","{'key': 'profits', 'value': '3507.0'}","{'key': 'prftchange', 'value': '49.0'}","{'key': 'assets', 'value': '296482.0'}","{'key': 'mktval', 'value': '57051.3'}","{'key': 'rankchange1000', 'value': '41'}","{'key': 'employees', 'value': '19500'}","{'key': 'rankchange', 'value': '41'}","{'key': 'name', 'value': 'Charles Schwab'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqcity', 'value': 'San Francisco'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Charles Schwab'}"
"{'key': 'rank', 'value': '288'}","{'key': 'revenues', 'value': '11009.5'}","{'key': 'revchange', 'value': '-0.6'}","{'key': 'profits', 'value': '848.7'}","{'key': 'prftchange', 'value': '106.2'}","{'key': 'assets', 'value': '48275.1'}","{'key': 'mktval', 'value': '18214.6'}","{'key': 'rankchange1000', 'value': '-14'}","{'key': 'employees', 'value': '13688'}","{'key': 'rankchange', 'value': '-14'}","{'key': 'name', 'value': 'Entergy'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'New Orleans'}","{'key': 'hqstate', 'value': 'LA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Entergy'}"
"{'key': 'rank', 'value': '287'}","{'key': 'revenues', 'value': '11077.0'}","{'key': 'revchange', 'value': '38.2'}","{'key': 'profits', 'value': '2380.7'}","{'key': 'prftchange', 'value': '40.2'}","{'key': 'assets', 'value': '12479.5'}","{'key': 'mktval', 'value': '27315.8'}","{'key': 'rankchange1000', 'value': '67'}","{'key': 'employees', 'value': '10900'}","{'key': 'rankchange', 'value': '67'}","{'key': 'name', 'value': 'Lam Research'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Fremont'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'yes'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lam Research'}"
"{'key': 'rank', 'value': '286'}","{'key': 'revenues', 'value': '11127.0'}","{'key': 'revchange', 'value': '5.4'}","{'key': 'profits', 'value': '1624.0'}","{'key': 'prftchange', 'value': '126.5'}","{'key': 'assets', 'value': '15641.0'}","{'key': 'mktval', 'value': '41558.9'}","{'key': 'rankchange1000', 'value': '-3'}","{'key': 'employees', 'value': '50000'}","{'key': 'rankchange', 'value': '-3'}","{'key': 'name', 'value': 'Baxter International'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqcity', 'value': 'Deerfield'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Baxter International'}"
"{'key': 'rank', 'value': '285'}","{'key': 'revenues', 'value': '11130.0'}","{'key': 'revchange', 'value': '3.5'}","{'key': 'profits', 'value': '104.0'}","{'key': 'prftchange', 'value': '-42.5'}","{'key': 'assets', 'value': '6166.0'}","{'key': 'mktval', 'value': '1971.9'}","{'key': 'rankchange1000', 'value': '-4'}","{'key': 'employees', 'value': '44000'}","{'key': 'rankchange', 'value': '-4'}","{'key': 'name', 'value': 'Office Depot'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Boca Raton'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Office Depot'}"
"{'key': 'rank', 'value': '284'}","{'key': 'revenues', 'value': '11151.0'}","{'key': 'revchange', 'value': '28.2'}","{'key': 'profits', 'value': '439.0'}","{'key': 'prftchange', 'value': '35.9'}","{'key': 'assets', 'value': '15262.0'}","{'key': 'mktval', 'value': '7384.9'}","{'key': 'rankchange1000', 'value': '54'}","{'key': 'employees', 'value': '33429'}","{'key': 'rankchange', 'value': '54'}","{'key': 'name', 'value': 'Crown Holdings'}","{'key': 'sector', 'value': 'Materials'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqcity', 'value': 'Yardley'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Crown Holdings'}"
"{'key': 'rank', 'value': '283'}","{'key': 'revenues', 'value': '11171.4'}","{'key': 'revchange', 'value': '18.0'}","{'key': 'profits', 'value': '293.3'}","{'key': 'prftchange', 'value': '-6.9'}","{'key': 'assets', 'value': '7075.8'}","{'key': 'mktval', 'value': '5336.2'}","{'key': 'rankchange1000', 'value': '33'}","{'key': 'employees', 'value': '39200'}","{'key': 'rankchange', 'value': '33'}","{'key': 'name', 'value': 'Quanta Services'}","{'key': 'sector', 'value': 'Engineering & Construction'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Quanta Services'}"
"{'key': 'rank', 'value': '282'}","{'key': 'revenues', 'value': '11221.0'}","{'key': 'revchange', 'value': '7.6'}","{'key': 'profits', 'value': '782.0'}","{'key': 'prftchange', 'value': '33.5'}","{'key': 'assets', 'value': '5873.0'}","{'key': 'mktval', 'value': '16732.7'}","{'key': 'rankchange1000', 'value': '5'}","{'key': 'employees', 'value': '23850'}","{'key': 'rankchange', 'value': '5'}","{'key': 'name', 'value': 'W.W. Grainger'}","{'key': 'sector', 'value': 'Wholesalers'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqcity', 'value': 'Lake Forest'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'W.W. Grainger'}"
"{'key': 'rank', 'value': '281'}","{'key': 'revenues', 'value': '11221.1'}","{'key': 'revchange', 'value': '3.1'}","{'key': 'profits', 'value': '1337.5'}","{'key': 'prftchange', 'value': '4.4'}","{'key': 'assets', 'value': '9347.0'}","{'key': 'mktval', 'value': '25487.9'}","{'key': 'rankchange1000', 'value': '-3'}","{'key': 'employees', 'value': '72450'}","{'key': 'rankchange', 'value': '-3'}","{'key': 'name', 'value': 'AutoZone'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Memphis'}","{'key': 'hqstate', 'value': 'TN'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AutoZone'}"
"{'key': 'rank', 'value': '280'}","{'key': 'revenues', 'value': '11223.0'}","{'key': 'revchange', 'value': '11.6'}","{'key': 'profits', 'value': '406.0'}","{'key': 'prftchange', 'value': '7.4'}","{'key': 'assets', 'value': '18033.0'}","{'key': 'mktval', 'value': '17515.6'}","{'key': 'rankchange1000', 'value': '15'}","{'key': 'employees', 'value': '24500'}","{'key': 'rankchange', 'value': '15'}","{'key': 'name', 'value': 'Expedia Group'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqcity', 'value': 'Bellevue'}","{'key': 'hqstate', 'value': 'WA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Expedia Group'}"
