0,1,2,3,4,5
"{'key': 'rank', 'value': '919'}","{'key': 'revenues', 'value': '1893.20'}","{'key': 'industry', 'value': 'Tobacco'}","{'key': 'hqCity', 'value': 'Stamford'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'UST Inc.'}"
"{'key': 'rank', 'value': '917'}","{'key': 'revenues', 'value': '1909.70'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqCity', 'value': 'Las Vegas'}","{'key': 'hqState', 'value': 'NV'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sierra Health Services, Inc.'}"
"{'key': 'rank', 'value': '915'}","{'key': 'revenues', 'value': '1918.80'}","{'key': 'industry', 'value': 'Industrial and Farm Equipment'}","{'key': 'hqCity', 'value': 'Minneapolis'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Donaldson Company, Inc.'}"
"{'key': 'rank', 'value': '916'}","{'key': 'revenues', 'value': '1913.40'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqCity', 'value': 'Naperville'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tellabs, Inc.'}"
"{'key': 'rank', 'value': '913'}","{'key': 'revenues', 'value': '1921.80'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'St. Peters'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MEMC Electronic Materials, Inc.'}"
"{'key': 'rank', 'value': '914'}","{'key': 'revenues', 'value': '1918.90'}","{'key': 'industry', 'value': 'Furniture'}","{'key': 'hqCity', 'value': 'Zeeland'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Herman Miller Incorporated'}"
"{'key': 'rank', 'value': '912'}","{'key': 'revenues', 'value': '1928.00'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Bethesda'}","{'key': 'hqState', 'value': 'MD'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'USEC Inc.'}"
"{'key': 'rank', 'value': '911'}","{'key': 'revenues', 'value': '1928.40'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Covington'}","{'key': 'hqState', 'value': 'LA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pool Corporation'}"
"{'key': 'rank', 'value': '909'}","{'key': 'revenues', 'value': '1930.80'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqCity', 'value': 'Hickory'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CommScope, Incorporated'}"
"{'key': 'rank', 'value': '910'}","{'key': 'revenues', 'value': '1929.90'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Santa Clara'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'National Semiconductor Corporation'}"
"{'key': 'rank', 'value': '907'}","{'key': 'revenues', 'value': '1938.90'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqCity', 'value': 'Lincolnshire'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ACCO Brands Corporation'}"
"{'key': 'rank', 'value': '908'}","{'key': 'revenues', 'value': '1938.00'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqCity', 'value': 'Arlington'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CACI International, Inc.'}"
"{'key': 'rank', 'value': '905'}","{'key': 'revenues', 'value': '1969.40'}","{'key': 'industry', 'value': 'Transportation and Logistics'}","{'key': 'hqCity', 'value': 'Concord'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pacer International, Inc.'}"
"{'key': 'rank', 'value': '906'}","{'key': 'revenues', 'value': '1944.80'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqCity', 'value': 'Wyomissing'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Carpenter Technology Corporation'}"
"{'key': 'rank', 'value': '903'}","{'key': 'revenues', 'value': '1981.40'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqCity', 'value': 'Orlando'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tupperware Brands Corporation'}"
"{'key': 'rank', 'value': '904'}","{'key': 'revenues', 'value': '1972.50'}","{'key': 'industry', 'value': 'Industrial and Farm Equipment'}","{'key': 'hqCity', 'value': 'Lincolnshire'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sauer-Danfoss Inc.'}"
"{'key': 'rank', 'value': '902'}","{'key': 'revenues', 'value': '1982.40'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Webster'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Commerce Group,Inc.'}"
"{'key': 'rank', 'value': '701'}","{'key': 'revenues', 'value': '2851.60'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqCity', 'value': 'Black Mountain'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ingles Markets, Incorporated'}"
"{'key': 'rank', 'value': '600'}","{'key': 'revenues', 'value': '3503.80'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'West Paterson'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cytec Industries Inc.'}"
"{'key': 'rank', 'value': '599'}","{'key': 'revenues', 'value': '3506.00'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqCity', 'value': 'Seattle'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alaska Air Group, Inc.'}"
"{'key': 'rank', 'value': '598'}","{'key': 'revenues', 'value': '3522.00'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'West Chester'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'VWR Funding, Inc.'}"
"{'key': 'rank', 'value': '596'}","{'key': 'revenues', 'value': '3536.10'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Tampa'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TECO Energy, Inc.'}"
"{'key': 'rank', 'value': '597'}","{'key': 'revenues', 'value': '3527.60'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Phoenix'}","{'key': 'hqState', 'value': 'AZ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pinnacle West Capital Corporation'}"
"{'key': 'rank', 'value': '595'}","{'key': 'revenues', 'value': '3551.10'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Washington'}","{'key': 'hqState', 'value': 'DC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Harman International Industries, Inc.'}"
"{'key': 'rank', 'value': '594'}","{'key': 'revenues', 'value': '3564.90'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'Edina'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alliant Techsystems Inc.'}"
"{'key': 'rank', 'value': '592'}","{'key': 'revenues', 'value': '3601.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Reno'}","{'key': 'hqState', 'value': 'NV'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sierra Pacific Resources'}"
"{'key': 'rank', 'value': '593'}","{'key': 'revenues', 'value': '3578.00'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Solutia Inc.'}"
"{'key': 'rank', 'value': '590'}","{'key': 'revenues', 'value': '3609.50'}","{'key': 'industry', 'value': 'Building Materials, Glass'}","{'key': 'hqCity', 'value': 'Lancaster'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Armstrong World Industries, Inc.'}"
"{'key': 'rank', 'value': '591'}","{'key': 'revenues', 'value': '3602.70'}","{'key': 'industry', 'value': 'Industrial and Farm Equipment'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NACCO Industries, Inc.'}"
"{'key': 'rank', 'value': '589'}","{'key': 'revenues', 'value': '3617.70'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Salt Lake City'}","{'key': 'hqState', 'value': 'UT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Zions Bancorporation'}"
"{'key': 'rank', 'value': '587'}","{'key': 'revenues', 'value': '3639.20'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqCity', 'value': 'Charlotte'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ruddick Corporation'}"
"{'key': 'rank', 'value': '588'}","{'key': 'revenues', 'value': '3624.10'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Ankeny'}","{'key': 'hqState', 'value': 'IA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Casey's General Stores, Inc.""}"
"{'key': 'rank', 'value': '586'}","{'key': 'revenues', 'value': '3649.30'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqCity', 'value': 'Neenah'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Bemis Company, Inc.'}"
"{'key': 'rank', 'value': '585'}","{'key': 'revenues', 'value': '3650.80'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqCity', 'value': 'Indianapolis'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Simon Property Group, Inc.'}"
"{'key': 'rank', 'value': '583'}","{'key': 'revenues', 'value': '3692.20'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Johnston'}","{'key': 'hqState', 'value': 'RI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Factory Mutual Insurance Company'}"
"{'key': 'rank', 'value': '584'}","{'key': 'revenues', 'value': '3674.40'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqCity', 'value': 'San Bernadino'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Stater Bros. Holdings Inc.'}"
"{'key': 'rank', 'value': '582'}","{'key': 'revenues', 'value': '3705.80'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Glen Allen'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'LandAmerica Financial Group, Inc.'}"
"{'key': 'rank', 'value': '580'}","{'key': 'revenues', 'value': '3731.00'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqCity', 'value': 'Greenwich'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Rentals, Inc.'}"
"{'key': 'rank', 'value': '581'}","{'key': 'revenues', 'value': '3706.90'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqCity', 'value': 'Cincinnati'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cintas Corp.'}"
"{'key': 'rank', 'value': '579'}","{'key': 'revenues', 'value': '3749.70'}","{'key': 'industry', 'value': 'Industrial and Farm Equipment'}","{'key': 'hqCity', 'value': 'Richardson'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lennox International Inc.'}"
"{'key': 'rank', 'value': '577'}","{'key': 'revenues', 'value': '3762.20'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Pittsburgh'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Consol Energy, Inc.'}"
"{'key': 'rank', 'value': '578'}","{'key': 'revenues', 'value': '3749.80'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'New Albany'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Abercrombie & Fitch Co.'}"
"{'key': 'rank', 'value': '576'}","{'key': 'revenues', 'value': '3762.70'}","{'key': 'industry', 'value': 'Industrial and Farm Equipment'}","{'key': 'hqCity', 'value': 'Irving'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Flowserve Corporation'}"
"{'key': 'rank', 'value': '574'}","{'key': 'revenues', 'value': '3779.30'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'St. Paul'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'St. Jude Medical, Inc.'}"
"{'key': 'rank', 'value': '575'}","{'key': 'revenues', 'value': '3776.40'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Irvine'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Broadcom Corporation'}"
"{'key': 'rank', 'value': '573'}","{'key': 'revenues', 'value': '3797.60'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqCity', 'value': 'Oklahoma City'}","{'key': 'hqState', 'value': 'OK'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'OGE Energy Corp'}"
"{'key': 'rank', 'value': '571'}","{'key': 'revenues', 'value': '3822.50'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Hato Rey'}","{'key': 'hqState', 'value': 'PR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Popular, Inc.'}"
"{'key': 'rank', 'value': '572'}","{'key': 'revenues', 'value': '3813.50'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Cambridge'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Genzyme Corporation'}"
"{'key': 'rank', 'value': '570'}","{'key': 'revenues', 'value': '3824.80'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqCity', 'value': 'Charlotte'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Belk, Inc.'}"
"{'key': 'rank', 'value': '569'}","{'key': 'revenues', 'value': '3832.80'}","{'key': 'industry', 'value': 'Transportation Equipment'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Trinity Industries, Inc.'}"
"{'key': 'rank', 'value': '568'}","{'key': 'revenues', 'value': '3833.90'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BlueLinx Holdings Inc.'}"
"{'key': 'rank', 'value': '566'}","{'key': 'revenues', 'value': '3849.60'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqCity', 'value': 'Madison'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CUNA Mutual Insurance Society'}"
"{'key': 'rank', 'value': '567'}","{'key': 'revenues', 'value': '3837.60'}","{'key': 'industry', 'value': 'Toys, Sporting Goods'}","{'key': 'hqCity', 'value': 'Pawtucket'}","{'key': 'hqState', 'value': 'RI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hasbro, Inc.'}"
"{'key': 'rank', 'value': '564'}","{'key': 'revenues', 'value': '3862.00'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Irving'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Michaels Stores, Inc.'}"
"{'key': 'rank', 'value': '565'}","{'key': 'revenues', 'value': '3860.40'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Crosstex Energy, Inc.'}"
"{'key': 'rank', 'value': '563'}","{'key': 'revenues', 'value': '3876.00'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqCity', 'value': 'Greenville'}","{'key': 'hqState', 'value': 'SC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AbitibiBowater Inc.'}"
"{'key': 'rank', 'value': '561'}","{'key': 'revenues', 'value': '3896.40'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Milpitas'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SanDisk Corporation'}"
"{'key': 'rank', 'value': '562'}","{'key': 'revenues', 'value': '3888.40'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Pittsburgh'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Dick's Sporting Goods, Inc.""}"
"{'key': 'rank', 'value': '560'}","{'key': 'revenues', 'value': '3897.50'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Warsaw'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Zimmer Holdings, Inc.'}"
"{'key': 'rank', 'value': '557'}","{'key': 'revenues', 'value': '3926.00'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqCity', 'value': 'Austin'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Temple-Inland Inc.'}"
"{'key': 'rank', 'value': '559'}","{'key': 'revenues', 'value': '3912.50'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Naperville'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nalco Holding Company'}"
"{'key': 'rank', 'value': '557'}","{'key': 'revenues', 'value': '3926.00'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Middlebury'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Chemtura Corporation'}"
"{'key': 'rank', 'value': '555'}","{'key': 'revenues', 'value': '3945.50'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqCity', 'value': 'Virginia Beach'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amerigroup Corporation'}"
"{'key': 'rank', 'value': '556'}","{'key': 'revenues', 'value': '3944.90'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'San Francisco'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Williams-Sonoma, Inc.'}"
"{'key': 'rank', 'value': '554'}","{'key': 'revenues', 'value': '3958.90'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Irvine'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Allergan, Inc.'}"
"{'key': 'rank', 'value': '552'}","{'key': 'revenues', 'value': '3969.90'}","{'key': 'industry', 'value': 'Transportation and Logistics'}","{'key': 'hqCity', 'value': 'Westmont'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sirva, Inc.'}"
"{'key': 'rank', 'value': '553'}","{'key': 'revenues', 'value': '3964.00'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqCity', 'value': 'Islandia'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CA, Inc.'}"
"{'key': 'rank', 'value': '551'}","{'key': 'revenues', 'value': '4005.00'}","{'key': 'industry', 'value': 'Industrial and Farm Equipment'}","{'key': 'hqCity', 'value': 'Manitowoc'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Manitowoc Company, Inc.'}"
"{'key': 'rank', 'value': '549'}","{'key': 'revenues', 'value': '4053.00'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Ann Arbor'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Borders Group, Inc.'}"
"{'key': 'rank', 'value': '550'}","{'key': 'revenues', 'value': '4040.00'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqCity', 'value': 'Hartsville'}","{'key': 'hqState', 'value': 'SC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sonoco Products Company'}"
"{'key': 'rank', 'value': '548'}","{'key': 'revenues', 'value': '4067.60'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Purchase'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MasterCard Incorporated'}"
"{'key': 'rank', 'value': '547'}","{'key': 'revenues', 'value': '4068.20'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Burlington'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Laboratory Corporation of America Holdings'}"
"{'key': 'rank', 'value': '546'}","{'key': 'revenues', 'value': '4073.10'}","{'key': 'industry', 'value': 'Industrial and Farm Equipment'}","{'key': 'hqCity', 'value': 'Camp Hill'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Harsco Corporation'}"
