company,rank,revenue,sector,city,state
Alliance Data Systems,494,5303,Business Services,Plano,TX
Insight Enterprises,493,5316,Wholesalers,Tempe,AZ
ARRIS Group,492,5323,Technology,Suwanee,GA
Kindred Healthcare,491,5325,Health Care,Louisville,KY
Hanesbrands,490,5325,Apparel,Winston-Salem,NC
Essendant,489,5327,Wholesalers,Deerfield,IL
Realogy Holdings,488,5328,Financials,Madison,NJ
Amphenol,487,5346,Technology,Wallingford,CT
Harman International Industries,486,5349,Industrials,Stamford,CT
Host Hotels &amp; Resorts,485,5354,Financials,Bethesda,MD
Alaska Air Group,484,5368,Transportation,Seattle,WA
salesforce.com,483,5374,Technology,San Francisco,CA
Lithia Motors,482,5403,Retailing,Medford,OR
Western &amp; Southern Financial Group,481,5404,Financials,Cincinnati,OH
CH2M Hill,480,5414,Engineering & Construction,Englewood,CO
Regions Financial,479,5428,Financials,Birmingham,AL
Jones Lang LaSalle,478,5430,Financials,Chicago,IL
Wynn Resorts,477,5434,"Hotels, Resturants & Leisure",Las Vegas,NV
Quintiles Transnational Holdings,476,5460,Health Care,Durham,NC
Booz Allen Hamilton Holding,475,5479,Technology,McLean,VA
Netflix,474,5505,Retailing,Los Gatos,CA
Advanced Micro Devices,473,5506,Technology,Sunnyvale,CA
Old Republic International,472,5531,Financials,Chicago,IL
Kelly Services,471,5563,Business Services,Troy,MI
Domtar,470,5563,Materials,Fort Mill,SC
Clorox,469,5591,Household Products,Oakland,CA
Western Union,468,5607,Business Services,Englewood,CO
J.M. Smucker,467,5611,"Food, Beverages & Tobacco",Orrville,OH
St. Jude Medical,466,5622,Health Care,St. Paul,MN
AGL Resources,465,5628,Energy,Atlanta,GA
MeadWestvaco,464,5631,Materials,Richmond,VA
Navient,463,5637,Financials,Wilmington,DE
Ingredion,462,5668,"Food, Beverages & Tobacco",Westchester,IL
United Rentals,461,5685,Business Services,Stamford,CT
Tractor Supply,460,5712,Retailing,Brentwood,TN
American Financial Group,459,5713,Financials,Cincinnati,OH
Expedia,458,5764,Technology,Bellevue,WA
Calumet Specialty Products Partners,457,5791,Energy,Indianapolis,IN
Con-way,456,5806,Transportation,Ann Arbor,MI
Newell Brands,455,5810,Household Products,Atlanta,GA
JetBlue Airways,454,5817,Transportation,Long Island City,NY
PulteGroup,453,5822,Engineering & Construction,Atlanta,GA
Windstream Holdings,452,5830,Telecommunications,Little Rock,AR
Packaging Corp. of America,451,5853,Materials,Lake Forest,IL
Asbury Automotive Group,450,5868,Retailing,Duluth,GA
Spectra Energy,449,5903,Energy,Houston,TX
MRC Global,448,5933,Energy,Houston,TX
HRG Group,447,5963,Household Products,New York,NY
Energy Future Holdings,446,5978,Energy,Dallas,TX
Graybar Electric,445,5979,Wholesalers,St. Louis,MO
A-Mark Precious Metals,444,5979,Materials,Santa Monica,CA
General Cable,443,5980,Industrials,Highland Heights,KY
Starwood Hotels &amp; Resorts,442,5983,"Hotels, Resturants & Leisure",Stamford,CT
TEGNA,441,6008,Media,McLean,VA
Laboratory Corp. of America,440,6012,Health Care,Burlington,NC
Mattel,439,6024,Household Products,El Segundo,CA
Ameren,438,6054,Energy,St. Louis,MO
Dr Pepper Snapple Group,437,6121,"Food, Beverages & Tobacco",Plano,TX
Erie Insurance Group,436,6124,Financials,Erie,PA
Charles Schwab,435,6156,Financials,San Francisco,CA
J.B. Hunt Transport Services,434,6165,Transportation,Lowell,AR
Trinity Industries,433,6170,Transportation,Dallas,TX
Sanmina,432,6215,Technology,San Jose,CA
Harley-Davidson,431,6229,Transportation,Milwaukee,WI
Discovery Communications,430,6265,Media,Silver Spring,MD
iHeartMedia,429,6319,Media,San Antonio,TX
NetApp,428,6325,Technology,Sunnyvale,CA
Avery Dennison,427,6330,Chemicals,Glendale,CA
Jones Financial,426,6333,Financials,Des Peres,MO
Auto-Owners Insurance,425,6337,Financials,Lansing,MI
KBR,424,6366,Engineering & Construction,Houston,TX
Barnes &amp; Noble,423,6381,Retailing,New York,NY
Fidelity National Information Services,422,6417,Business Services,Jacksonville,FL
EMCOR Group,421,6444,Engineering & Construction,Norwalk,CT
Anixter International,420,6446,Wholesalers,Glenview,IL
Cablevision Systems,419,6461,Telecommunications,Bethpage,NY
NiSource,418,6471,Energy,Merrillville,IN
Seaboard,417,6473,"Food, Beverages & Tobacco",Shawnee Mission,KS
Fifth Third Bancorp,416,6503,Financials,Cincinnati,OH
AK Steel Holding,415,6506,Materials,West Chester,OH
Omnicare,414,6551,Health Care,Cincinnati,OH
Expeditors International of Washington,413,6565,Transportation,Seattle,WA
NCR,412,6591,Technology,Duluth,GA
Lansing Trade Group,411,6614,Wholesalers,Overland Park,KS
Dana Holding,410,6617,Motor Vehicles & Parts,Maumee,OH
Rockwell Automation,409,6624,Industrials,Milwaukee,WI
SanDisk,408,6628,Technology,Milpitas,CA
Ryder System,407,6639,Transportation,Miami,FL
Buckeye Partners,406,6646,Energy,Houston,TX
Symantec,405,6676,Technology,Mountain View,CA
Integrys Energy Group,404,6731,Energy,Chicago,IL
LKQ,403,6740,Wholesalers,Chicago,IL
Pantry,402,6765,Retailing,Cary,NC
Level 3 Communications,401,6777,Telecommunications,Broomfield,CO
Dillard's,400,6780,Retailing,Little Rock,AR
Owens-Illinois,399,6784,Materials,Perrysburg,OH
Peabody Energy,398,6792,Energy,St. Louis,MO
United Natural Foods,397,6794,Wholesalers,Providence,RI
Spirit AeroSystems Holdings,396,6799,Aerospace & Defense,Wichita,KS
Celanese,395,6802,Chemicals,Irving,TX
Oshkosh,394,6808,Motor Vehicles & Parts,Oshkosh,WI
Dick's Sporting Goods,393,6815,Retailing,Coraopolis,PA
Live Nation Entertainment,392,6867,Media,Beverly Hills,CA
Mutual of Omaha Insurance,391,6878,Financials,Omaha,NE
Huntington Ingalls Industries,390,6957,Aerospace & Defense,Newport News,VA
Agilent Technologies,389,6981,Technology,Santa Clara,CA
Commercial Metals,388,7057,Materials,Irving,TX
Pacific Life,387,7073,Financials,Newport Beach,CA
PetSmart,386,7112,Retailing,Phoenix,AZ
W.R. Berkley,385,7129,Financials,Greenwich,CT
Foot Locker,384,7151,Retailing,New York,NY
CMS Energy,383,7179,Energy,Jackson,MI
Casey's General Stores,382,7194,Retailing,Ankeny,IA
O'Reilly Automotive,381,7216,Retailing,Springfield,MO
Allergan,380,7238,Health Care,Irvine,CA
Newmont Mining,379,7292,Energy,Greenwood Village,CO
Boston Scientific,378,7380,Health Care,Marlborough,MA
Terex,377,7404,Industrials,Westport,CT
Hershey,376,7422,"Food, Beverages & Tobacco",Hershey,PA
Quest Diagnostics,375,7435,Health Care,Madison,NJ
Ralph Lauren,374,7450,Apparel,New York,NY
Blackstone Group,373,7485,Financials,New York,NY
Interpublic Group,372,7537,Business Services,New York,NY
Ashland,371,7621,Chemicals,Covington,KY
Williams,370,7637,Energy,Tulsa,OK
Celgene,369,7670,Health Care,Summit,NJ
Coca-Cola Enterprises,368,7680,"Food, Beverages & Tobacco",Atlanta,GA
Eversource Energy,367,7742,Energy,Springfield,MA
Sealed Air,366,7751,Materials,Charlotte,NC
TravelCenters of America,365,7779,Retailing,Westlake,OH
Lennar,364,7780,Engineering & Construction,Miami,FL
Motorola Solutions,363,7785,Technology,Schaumburg,IL
Mohawk Industries,362,7803,Household Products,Calhoun,GA
Quanta Services,361,7851,Engineering & Construction,Houston,TX
WESCO International,360,7890,Wholesalers,Pittsburgh,PA
SpartanNash,359,7916,Wholesalers,Grand Rapids,MI
American Family Insurance Group,358,7933,Financials,Madison,WI
FMC Technologies,357,7943,Energy,Houston,TX
KKR,356,7972,Financials,New York,NY
Weyerhaeuser,355,7976,Materials,Federal Way,WA
D.R. Horton,354,8025,Engineering & Construction,Fort Worth,TX
Calpine,353,8030,Energy,Houston,TX
Core-Mark Holding,352,8170,Wholesalers,South San Francisco,CA
PVH,351,8241,Apparel,New York,NY
Murphy Oil,350,8263,Energy,El Dorado,AR
UGI,349,8277,Energy,King of Prussia,PA
Jarden,348,8287,Household Products,Boca Raton,FL
BorgWarner,347,8305,Motor Vehicles & Parts,Auburn Hills,MI
Dover,346,8322,Industrials,Downers Grove,IL
Delek US Holdings,345,8324,Energy,Brentwood,TN
Visteon,344,8343,Motor Vehicles & Parts,Van Buren Township,MI
AECOM,343,8357,Engineering & Construction,Los Angeles,CA
Campbell Soup,342,8405,"Food, Beverages & Tobacco",Camden,NJ
Tenneco,341,8420,Motor Vehicles & Parts,Lake Forest,IL
Broadcom,340,8428,Technology,Irvine,CA
Priceline Group,339,8442,Technology,Norwalk,CT
Becton Dickinson,338,8446,Health Care,Franklin Lakes,NJ
Reynolds American,337,8471,"Food, Beverages & Tobacco",Winston-Salem,NC
Avis Budget Group,336,8485,Retailing,Parsippany,NJ
Franklin Resources,335,8491,Financials,San Mateo,CA
Masco,334,8521,Household Products,Taylor,MI
Thrivent Financial for Lutherans,333,8521,Financials,Minneapolis,MN
Ball,332,8570,Materials,Broomfield,CO
News Corp.,331,8574,Media,New York,NY
Dollar Tree,330,8602,Retailing,Chesapeake,VA
Targa Resources,329,8617,Energy,Houston,TX
Caesars Entertainment,328,8679,"Hotels, Resturants & Leisure",Las Vegas,NV
SunTrust Banks,327,8707,Financials,Atlanta,GA
Steel Dynamics,326,8756,Materials,Fort Wayne,IN
Darden Restaurants,325,8758,"Hotels, Resturants & Leisure",Orlando,FL
Universal Health Services,324,8764,Health Care,King of Prussia,PA
Republic Services,323,8788,Business Services,Phoenix,AZ
Avon Products,322,8851,Household Products,New York,NY
CBRE Group,321,9050,Financials,Los Angeles,CA
Mosaic,320,9056,Chemicals,Plymouth,MN
Applied Materials,319,9072,Technology,Santa Clara,CA
Crown Holdings,318,9097,Materials,Philadelphia,PA
Charter Communications,317,9108,Telecommunications,Stamford,CT
HD Supply Holdings,316,9167,Wholesalers,Atlanta,GA
Sonic Automotive,315,9197,Retailing,Charlotte,NC
Fidelity National Financial,314,9199,Financials,Jacksonville,FL
CenterPoint Energy,313,9226,Energy,Houston,TX
Autoliv,312,9241,Motor Vehicles & Parts,Auburn Hills,MI
GameStop,311,9296,Retailing,Grapevine,TX
Hormel Foods,310,9316,"Food, Beverages & Tobacco",Austin,MN
Owens &amp; Minor,309,9440,Wholesalers,Mechanicsville,VA
MasterCard,308,9473,Business Services,Purchase,NY
AutoZone,307,9475,Retailing,Memphis,TN
Dean Foods,306,9503,"Food, Beverages & Tobacco",Dallas,TX
Eastman Chemical,305,9527,Chemicals,Kingsport,TN
Genworth Financial,304,9565,Financials,Richmond,VA
Discover Financial Services,303,9611,Financials,Riverwoods,IL
Precision Castparts,302,9640,Aerospace & Defense,Portland,OR
Molina Healthcare,301,9667,Health Care,Long Beach,CA
Stryker,300,9675,Health Care,Kalamazoo,MI
NGL Energy Partners,299,9699,Wholesalers,Tulsa,OK
Biogen,298,9703,Health Care,Cambridge,MA
Corning,297,9715,Technology,Corning,NY
AGCO,296,9724,Industrials,Duluth,GA
Ally Financial,295,9790,Financials,Detroit,MI
Advance Auto Parts,294,9844,Retailing,Roanoke,VA
WestRock,293,9895,Materials,Norcross,GA
BB&amp;T Corp.,292,9926,Financials,Winston-Salem,NC
Group 1 Automotive,291,9938,Retailing,Houston,TX
W.W. Grainger,290,9965,Wholesalers,Lake Forest,IL
MGM Resorts International,289,10082,"Hotels, Resturants & Leisure",Las Vegas,NV
Cognizant Technology Solutions,288,10263,Technology,Teaneck,NJ
Henry Schein,287,10371,Wholesalers,Melville,NY
Peter Kiewit Sons',286,10380,Engineering & Construction,Omaha,NE
Assurant,285,10382,Financials,New York,NY
Air Products &amp; Chemicals,284,10448,Chemicals,Allentown,PA
Reliance Steel &amp; Aluminum,283,10452,Materials,Los Angeles,CA
Principal Financial,282,10478,Financials,Des Moines,IA
Family Dollar Stores,281,10489,Retailing,Matthews,NC
Hilton Worldwide Holdings,280,10502,"Hotels, Resturants & Leisure",McLean,VA
Unum Group,279,10510,Financials,Chattanooga,TN
State Street Corp.,278,10687,Financials,Boston,MA
CST Brands,277,10777,Retailing,San Antonio,TX
Navistar International,276,10806,Motor Vehicles & Parts,Lisle,IL
Cameron International,275,10809,Energy,Houston,TX
Public Service Enterprise Group,274,10886,Energy,Newark,NJ
Reinsurance Group of America,273,10904,Financials,Chesterfield,MO
H.J. Heinz,272,10922,"Food, Beverages & Tobacco",Pittsburgh,PA
Estee Lauder,271,10969,Household Products,New York,NY
Sempra Energy,270,11035,Energy,San Diego,CA
Ross Stores,269,11042,Retailing,Dublin,CA
Voya Financial,268,11071,Financials,New York,NY
BlackRock,267,11081,Financials,New York,NY
Sherwin-Williams,266,11130,Chemicals,Cleveland,OH
First Data,265,11152,Business Services,Atlanta,GA
Farmers Insurance Exchange,264,11318,Financials,Woodland Hills,CA
Liberty Interactive,263,11382,Technology,Englewood,CO
L Brands,262,11454,Retailing,Columbus,OH
Stanley Black &amp; Decker,261,11457,Household Products,New Britain,CT
Bed Bath &amp; Beyond,260,11504,Retailing,Union,NJ
Huntsman,259,11578,Chemicals,Salt Lake City,UT
R.R. Donnelley &amp; Sons,258,11603,Media,Chicago,IL
PPL,257,11616,Energy,Allentown,PA
Norfolk Southern,256,11624,Transportation,Norfolk,VA
Xcel Energy,255,11686,Energy,Minneapolis,MN
Guardian Life Ins. Co. of America,254,11909,Financials,New York,NY
CDW,253,12075,Technology,Vernon Hills,IL
L-3 Communications,252,12124,Aerospace & Defense,New York,NY
Automatic Data Processing,251,12220,Business Services,Roseland,NJ
J.C. Penney,250,12257,Retailing,Plano,TX
Praxair,249,12273,Chemicals,Danbury,CT
VF,248,12282,Apparel,Greensboro,NC
Ameriprise Financial,247,12296,Financials,Minneapolis,MN
DTE Energy,246,12301,Energy,Detroit,MI
"Toys ""R"" Us",245,12361,Retailing,Wayne,NJ
Leucadia National,244,12407,"Food, Beverages & Tobacco",New York,NY
Dominion Resources,243,12436,Energy,Richmond,VA
Facebook,242,12466,Technology,Menlo Park,CA
Entergy,241,12495,Energy,New Orleans,LA
CSX,240,12669,Transportation,Jacksonville,FL
Jacobs Engineering Group,239,12695,Engineering & Construction,Pasadena,CA
Visa,238,12702,Business Services,Foster City,CA
Oneok,237,12836,Energy,Tulsa,OK
Consolidated Edison,236,12919,Energy,New York,NY
Marsh &amp; McLennan,235,12951,Financials,New York,NY
WellCare Health Plans,234,12960,Health Care,Tampa,FL
Texas Instruments,233,13045,Technology,Dallas,TX
CarMax,232,13122,Retailing,Richmond,VA
DaVita HealthCare Partners,231,13162,Health Care,Denver,CO
Parker-Hannifin,230,13216,Industrials,Cleveland,OH
Computer Sciences,229,13233,Technology,Falls Church,VA
Yum Brands,228,13279,"Hotels, Resturants & Leisure",Louisville,KY
Marathon Oil,227,13297,Energy,Houston,TX
Edison International,226,13413,Energy,Rosemead,CA
C.H. Robinson Worldwide,225,13470,Transportation,Eden Prairie,MN
Nordstrom,224,13506,Retailing,Seattle,WA
Lincoln National,223,13554,Financials,Radnor,PA
Viacom,222,13783,Media,New York,NY
Marriott International,221,13796,"Hotels, Resturants & Leisure",Bethesda,MD
Synnex,220,13840,Wholesalers,Fremont,CA
Textron,219,13878,Aerospace & Defense,Providence,RI
Apache,218,13938,Energy,Houston,TX
Waste Management,217,13996,Business Services,Houston,TX
Health Net,216,14009,Health Care,Woodland Hills,CA
Chubb,215,14098,Financials,Warren,NJ
Whole Foods Market,214,14194,Food & Drug Stores,Austin,TX
Ecolab,213,14281,Chemicals,St. Paul,MN
CBS,212,14483,Media,New York,NY
Loews,211,14572,Financials,New York,NY
Kellogg,210,14580,"Food, Beverages & Tobacco",Battle Creek,MI
Las Vegas Sands,209,14584,"Hotels, Resturants & Leisure",Las Vegas,NV
DISH Network,208,14643,Telecommunications,Englewood,CO
Aramark,207,14833,Business Services,Philadelphia,PA
FirstEnergy,206,15054,Energy,Akron,OH
Western Digital,205,15130,Technology,Irvine,CA
Western Refining,204,15154,Energy,El Paso,TX
Land O'Lakes,203,15199,"Food, Beverages & Tobacco",Arden Hills,MN
Murphy USA,202,15279,Retailing,El Dorado,AR
Illinois Tool Works,201,15282,Industrials,Glenview,IL
Omnicom Group,200,15318,Business Services,New York,NY
Genuine Parts,199,15342,Wholesalers,Atlanta,GA
PPG Industries,198,15607,Chemicals,Pittsburgh,PA
Monsanto,197,15855,Chemicals,St. Louis,MO
NRG Energy,196,15868,Energy,Princeton,NJ
Bristol-Myers Squibb,195,15879,Health Care,New York,NY
Office Depot,194,16096,Retailing,Boca Raton,FL
Kinder Morgan,193,16226,Energy,Houston,TX
PNC Financial Services Group,192,16281,Financials,Pittsburgh,PA
Jabil Circuit,191,16349,Technology,St. Petersburg,FL
Micron Technology,190,16358,Technology,Boise,ID
Bank of New York Mellon Corp.,189,16386,Financials,New York,NY
Gap,188,16435,Retailing,San Francisco,CA
Starbucks,187,16448,"Hotels, Resturants & Leisure",Seattle,WA
Centene,186,16588,Health Care,St. Louis,MO
Baxter International,185,16972,Health Care,Deerfield,IL
American Electric Power,184,17020,Energy,Columbus,OH
NextEra Energy,183,17021,Energy,Juno Beach,FL
PG&amp;E Corp.,182,17090,Energy,San Francisco,CA
Thermo Fisher Scientific,181,17100,Technology,Waltham,MA
Global Partners,180,17270,Wholesalers,Waltham,MA
Colgate-Palmolive,179,17277,Household Products,New York,NY
AES,178,17378,Energy,Arlington,VA
Penske Automotive Group,177,17439,Retailing,Bloomfield Hills,MI
United States Steel,176,17507,Materials,Pittsburgh,PA
TRW Automotive Holdings,175,17539,Motor Vehicles & Parts,Livonia,MI
Lear,174,17727,Motor Vehicles & Parts,Southfield,MI
ConAgra Foods,173,17773,"Food, Beverages & Tobacco",Omaha,NE
eBay,172,17902,Technology,San Jose,CA
General Mills,171,17910,"Food, Beverages & Tobacco",Minneapolis,MN
Tenet Healthcare,170,17924,Health Care,Dallas,TX
Altria Group,169,17945,"Food, Beverages & Tobacco",Richmond,VA
CenturyLink,168,18031,Telecommunications,Monroe,LA
EOG Resources,167,18035,Energy,Houston,TX
Goodyear Tire &amp; Rubber,166,18138,Motor Vehicles & Parts,Akron,OH
Kraft Foods Group,165,18205,"Food, Beverages & Tobacco",Northfield,IL
Supervalu,164,18390,Food & Drug Stores,Eden Prairie,MN
Southern,163,18467,Energy,Atlanta,GA
Anadarko Petroleum,162,18470,Energy,The Woodlands,TX
Southwest Airlines,161,18605,Transportation,Dallas,TX
Hartford Financial Services Group,160,18847,Financials,Hartford,CT
Dollar General,159,18910,Retailing,Goodlettsville,TN
Paccar,158,18997,Motor Vehicles & Parts,Bellevue,WA
Kohl's,157,19023,Retailing,Menomonee Falls,WI
AutoNation,156,19109,Retailing,Fort Lauderdale,FL
Icahn Enterprises,155,19157,Energy,New York,NY
Cummins,154,19221,Industrials,Columbus,IN
Progressive,153,19391,Financials,Mayfield Village,OH
Devon Energy,152,19566,Energy,Oklahoma City,OK
Eli Lilly,151,19616,Health Care,Indianapolis,IN
HollyFrontier,150,19764,Energy,Dallas,TX
PBF Energy,149,19828,Energy,Parsippany,NJ
Whirlpool,148,19872,Industrials,Benton Harbor,MI
Danaher,147,19914,Technology,Washington,DC
AbbVie,146,19960,Health Care,North Chicago,IL
Amgen,145,20063,Health Care,Thousand Oaks,CA
ManpowerGroup,144,20763,Business Services,Milwaukee,WI
Xerox,143,20905,Technology,Norwalk,CT
Chesapeake Energy,142,20951,Energy,Oklahoma City,OK
Hess,141,21015,Energy,New York,NY
Kimberly-Clark,140,21044,Household Products,Irving,TX
Nucor,139,21105,Materials,Charlotte,NC
U.S. Bancorp,138,21392,Financials,Minneapolis,MN
Freeport-McMoRan,137,21438,Energy,Phoenix,AZ
Fluor,136,21532,Engineering & Construction,Irving,TX
Community Health Systems,135,21987,Health Care,Franklin,TN
Abbott Laboratories,134,22323,Health Care,Abbott Park,IL
Staples,133,22492,Retailing,Framingham,MA
Aflac,132,22728,Financials,Columbus,GA
Arrow Electronics,131,22769,Wholesalers,Centennial,CO
Time Warner Cable,130,22812,Telecommunications,New York,NY
Raytheon,129,22826,Aerospace & Defense,Waltham,MA
US Foods,128,23020,Wholesalers,Rosemont,IL
National Oilwell Varco,127,23141,Energy,Houston,TX
Capital One Financial,126,23877,Financials,McLean,VA
Alcoa,125,23906,Materials,New York,NY
Northrop Grumman,124,23979,Aerospace & Defense,Falls Church,VA
Union Pacific,123,23988,Transportation,Omaha,NE
USAA,122,24033,Financials,San Antonio,TX
EMC,121,24440,Technology,Hopkinton,MA
Emerson Electric,120,24537,Industrials,St. Louis,MO
Baker Hughes,119,24551,Energy,Houston,TX
Gilead Sciences,118,24890,Health Care,Foster City,CA
Rite Aid,117,25526,Food & Drug Stores,Camp Hill,PA
Duke Energy,116,25673,Energy,Charlotte,NC
Occidental Petroleum,115,25898,Energy,Houston,TX
International Paper,114,26221,Materials,Memphis,TN
Qualcomm,113,26487,Technology,San Diego,CA
Travelers Cos.,112,27162,Financials,New York,NY
Exelon,111,27429,Energy,Chicago,IL
McDonald's,110,27441,"Hotels, Resturants & Leisure",Oak Brook,IL
Northwestern Mutual,109,27465,Financials,Milwaukee,WI
Avnet,108,27500,Wholesalers,Phoenix,AZ
Tech Data,107,27671,Wholesalers,Clearwater,FL
Nike,106,27799,Apparel,Beaverton,OR
Macy's,105,28105,Retailing,Cincinnati,OH
Time Warner,104,28774,Media,New York,NY
TJX,103,29078,Retailing,Framingham,MA
Philip Morris International,102,29767,"Food, Beverages & Tobacco",New York,NY
Publix Super Markets,101,30803,Food & Drug Stores,Lakeland,FL
General Dynamics,100,30852,Aerospace & Defense,Falls Church,VA
Sears Holdings,99,31198,Retailing,Hoffman Estates,IL
3M,98,31821,Household Products,St. Paul,MN
Twenty-First Century Fox,97,31867,Media,New York,NY
Halliburton,96,32870,Energy,Houston,TX
DirecTV,95,33260,Telecommunications,El Segundo,CA
Massachusetts Mutual Life Insurance,94,33572,Financials,Springfield,MA
INTL FCStone,93,34063,Financials,New York,NY
TIAA-CREF,92,34230,Financials,New York,NY
Mondelez International,91,34244,"Food, Beverages & Tobacco",Deerfield,IL
Cigna,90,34914,Health Care,Bloomfield,CT
Allstate,89,35239,Financials,Northbrook,IL
American Express,88,35999,Financials,New York,NY
DuPont,87,36046,Chemicals,Wilmington,DE
Deere,86,36067,Industrials,Moline,IL
Nationwide,85,36257,Financials,Columbus,OH
Safeway,84,36643,Food & Drug Stores,Pleasanton,CA
Tyson Foods,83,37580,"Food, Beverages & Tobacco",Springdale,AR
Morgan Stanley,82,37953,Financials,New York,NY
Oracle,81,38275,Technology,Redwood City,CA
New York Life Insurance,80,38680,Financials,New York,NY
United Continental Holdings,79,38901,Transportation,Chicago,IL
Liberty Mutual Insurance Group,78,39796,Financials,Boston,MA
Tesoro,77,40052,Energy,San Antonio,TX
Goldman Sachs Group,76,40085,Financials,New York,NY
HCA Holdings,75,40087,Health Care,Nashville,TN
Honeywell International,74,40306,Industrials,Morris Township,NJ
Delta Air Lines,73,40362,Transportation,Atlanta,GA
Best Buy,72,41903,Retailing,Richfield,MN
Merck,71,42237,Health Care,Kenilworth,NJ
American Airlines Group,70,42650,Transportation,Fort Worth,TX
CHS,69,42664,"Food, Beverages & Tobacco",Inver Grove Heights,MN
World Fuel Services,68,43386,Wholesalers,Miami,FL
Plains GP Holdings,67,43464,Energy,Houston,TX
Johnson Controls,66,43855,Motor Vehicles & Parts,Milwaukee,WI
FedEx,65,45567,Transportation,Memphis,TN
Lockheed Martin,64,45600,Aerospace & Defense,Bethesda,MD
Coca-Cola,63,45998,"Food, Beverages & Tobacco",Atlanta,GA
Ingram Micro,62,46487,Wholesalers,Santa Ana,CA
Sysco,61,46517,Wholesalers,Houston,TX
Cisco Systems,60,47142,Technology,San Jose,CA
Enterprise Products Partners,59,47951,Energy,Houston,TX
Humana,58,48500,Health Care,Louisville,KY
Walt Disney,57,48813,Media,Burbank,CA
Pfizer,56,49605,Health Care,New York,NY
Prudential Financial,55,54123,Financials,Newark,NJ
Caterpillar,54,55184,Industrials,Peoria,IL
Energy Transfer Equity,53,55691,Energy,Dallas,TX
Intel,52,55870,Technology,Santa Clara,CA
ConocoPhillips,51,55997,Energy,Houston,TX
Lowe's,50,56223,Retailing,Mooresville,NC
Aetna,49,58003,Health Care,Hartford,CT
Dow Chemical,48,58167,Chemicals,Midland,MI
UPS,47,58232,Transportation,Atlanta,GA
AIG,46,64406,Financials,New York,NY
United Technologies,45,65100,Aerospace & Defense,Hartford,CT
PepsiCo,44,66683,"Food, Beverages & Tobacco",Purchase,NY
Comcast,43,68775,Telecommunications,Philadelphia,PA
Freddie Mac,42,69367,Financials,McLean,VA
State Farm Insurance Cos.,41,71160,Financials,Bloomington,IL
Alphabet,40,71487,Technology,Mountain View,CA
MetLife,39,73316,Financials,New York,NY
Anthem,38,73874,Health Care,Indianapolis,IN
Johnson &amp; Johnson,37,74331,Health Care,New Brunswick,NJ
Target,36,74520,Retailing,Minneapolis,MN
Walgreens,35,76392,Food & Drug Stores,Deerfield,IL
Archer Daniels Midland,34,81201,"Food, Beverages & Tobacco",Chicago,IL
Home Depot,33,83176,Retailing,Atlanta,GA
Procter &amp; Gamble,32,84537,Household Products,Cincinnati,OH
Microsoft,31,86833,Technology,Redmond,WA
Wells Fargo,30,88372,Financials,San Francisco,CA
Amazon.com,29,88988,Technology,Seattle,WA
Citigroup,28,90646,Financials,New York,NY
Boeing,27,90762,Aerospace & Defense,Chicago,IL
Cardinal Health,26,91084,Wholesalers,Dublin,OH
Marathon Petroleum,25,91417,Energy,Findlay,OH
IBM,24,94128,Technology,Armonk,NY
Bank of America Corp.,23,95181,Financials,Charlotte,NC
Express Scripts Holding,22,100887,Health Care,St. Louis,MO
JP Morgan Chase,21,102102,Financials,New York,NY
Kroger,20,108465,Food & Drug Stores,Cincinnati,OH
HP,19,111454,Technology,Palo Alto,CA
Costco,18,112640,Retailing,Issaquah,WA
Fannie Mae,17,116461,Financials,Washington,DC
AmerisourceBergen,16,119569,Wholesalers,Chesterbrook,PA
Verizon,15,127079,Telecommunications,New York,NY
UnitedHealth Group,14,130474,Health Care,Minnetonka,MN
Valero Energy,13,130844,Energy,San Antonio,TX
AT&amp;T,12,132447,Telecommunications,Dallas,TX
McKesson,11,138030,Wholesalers,San Francisco,CA
CVS Health,10,139367,Food & Drug Stores,Woonsocket,RI
Ford Motor,9,144077,Motor Vehicles & Parts,Dearborn,MI
General Electric,8,148321,Financials,Fairfield,CT
Phillips 66,7,149434,Energy,Houston,TX
General Motors,6,155929,Motor Vehicles & Parts,Detroit,MI
Apple,5,182795,Technology,Cupertino,CA
Berkshire Hathaway,4,194673,Financials,Omaha,NE
Chevron,3,203784,Energy,San Ramon,CA
Exxon Mobil,2,382597,Energy,Irving,TX
Walmart,1,485651,Retailing,Bentonville,AR
