0,1,2,3,4,5
"{'key': 'rank', 'value': '968'}","{'key': 'revenues', 'value': '1833.50'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqCity', 'value': 'Muscatine'}","{'key': 'hqState', 'value': 'IA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HNI Corporation'}"
"{'key': 'rank', 'value': '969'}","{'key': 'revenues', 'value': '1832.40'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqCity', 'value': 'Lincoln'}","{'key': 'hqState', 'value': 'RI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amica Mutual Insurance Co.'}"
"{'key': 'rank', 'value': '970'}","{'key': 'revenues', 'value': '1822.30'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqCity', 'value': 'Grand Rapids'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal Forest Products, Inc.'}"
"{'key': 'rank', 'value': '971'}","{'key': 'revenues', 'value': '1822.00'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Panera Bread Company'}"
"{'key': 'rank', 'value': '972'}","{'key': 'revenues', 'value': '1821.60'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Gentiva Health Services, Inc.'}"
"{'key': 'rank', 'value': '973'}","{'key': 'revenues', 'value': '1819.20'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Weight Watchers International, Inc.'}"
"{'key': 'rank', 'value': '974'}","{'key': 'revenues', 'value': '1818.00'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Elmsford'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BioScrip, Inc.'}"
"{'key': 'rank', 'value': '975'}","{'key': 'revenues', 'value': '1817.40'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Peabody'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Beacon Roofing Supply, Inc.'}"
"{'key': 'rank', 'value': '976'}","{'key': 'revenues', 'value': '1815.50'}","{'key': 'industry', 'value': 'Waste Management'}","{'key': 'hqCity', 'value': 'Salt Lake City'}","{'key': 'hqState', 'value': 'UT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EnergySolutions, Inc.'}"
"{'key': 'rank', 'value': '977'}","{'key': 'revenues', 'value': '1813.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Portland'}","{'key': 'hqState', 'value': 'OR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Portland General Electric Company'}"
"{'key': 'rank', 'value': '978'}","{'key': 'revenues', 'value': '1809.80'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'RPC, Inc.'}"
"{'key': 'rank', 'value': '979'}","{'key': 'revenues', 'value': '1809.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Total System Services, Inc.'}"
"{'key': 'rank', 'value': '980'}","{'key': 'revenues', 'value': '1805.10'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'Wood Dale'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AAR Corp.'}"
"{'key': 'rank', 'value': '981'}","{'key': 'revenues', 'value': '1804.50'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqCity', 'value': 'Milpitas'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'JDS Uniphase Corporation'}"
"{'key': 'rank', 'value': '982'}","{'key': 'revenues', 'value': '1803.10'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'San Jose'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Atmel Corporation'}"
"{'key': 'rank', 'value': '950'}","{'key': 'revenues', 'value': '1885.90'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqCity', 'value': 'Ft. Lauderdale'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Metals USA Holdings Corp.'}"
"{'key': 'rank', 'value': '951'}","{'key': 'revenues', 'value': '1884.00'}","{'key': 'industry', 'value': 'Construction and Farm Machinery'}","{'key': 'hqCity', 'value': 'Bloomington'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Toro Company'}"
"{'key': 'rank', 'value': '952'}","{'key': 'revenues', 'value': '1882.50'}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqCity', 'value': 'Thomasville'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Old Dominion Freight Line, Inc.'}"
"{'key': 'rank', 'value': '953'}","{'key': 'revenues', 'value': '1879.10'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqCity', 'value': 'Memphis'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Fred's, Inc.""}"
"{'key': 'rank', 'value': '954'}","{'key': 'revenues', 'value': '1868.80'}","{'key': 'industry', 'value': 'Education'}","{'key': 'hqCity', 'value': 'Santa Ana'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Corinthian Colleges, Inc.'}"
"{'key': 'rank', 'value': '955'}","{'key': 'revenues', 'value': '1864.80'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Chicago'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'True Value Company'}"
"{'key': 'rank', 'value': '956'}","{'key': 'revenues', 'value': '1863.40'}","{'key': 'industry', 'value': 'Shipping'}","{'key': 'hqCity', 'value': 'Honolulu'}","{'key': 'hqState', 'value': 'HI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alexander & Baldwin, Inc.'}"
"{'key': 'rank', 'value': '957'}","{'key': 'revenues', 'value': '1859.80'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Global Payments Inc.'}"
"{'key': 'rank', 'value': '958'}","{'key': 'revenues', 'value': '1855.00'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'J. Crew Group, Inc.'}"
"{'key': 'rank', 'value': '959'}","{'key': 'revenues', 'value': '1851.20'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Milford'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Waters Corporation'}"
"{'key': 'rank', 'value': '960'}","{'key': 'revenues', 'value': '1850.40'}","{'key': 'industry', 'value': 'Shipping'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kirby Corporation'}"
"{'key': 'rank', 'value': '961'}","{'key': 'revenues', 'value': '1849.70'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqCity', 'value': 'Hartford'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Phoenix Companies, Inc.'}"
"{'key': 'rank', 'value': '962'}","{'key': 'revenues', 'value': '1847.50'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Clearwater'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lincare Holdings Inc.'}"
"{'key': 'rank', 'value': '963'}","{'key': 'revenues', 'value': '1846.90'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Key Energy Services, Inc.'}"
"{'key': 'rank', 'value': '964'}","{'key': 'revenues', 'value': '1845.40'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'Bellevue'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Coinstar, Inc.'}"
"{'key': 'rank', 'value': '965'}","{'key': 'revenues', 'value': '1843.20'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Tulsa'}","{'key': 'hqState', 'value': 'OK'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alliance Holdings GP, L.P.'}"
"{'key': 'rank', 'value': '966'}","{'key': 'revenues', 'value': '1843.10'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Northfield'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Stepan Company'}"
"{'key': 'rank', 'value': '934'}","{'key': 'revenues', 'value': '1964.50'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Plains Exploration & Production Company'}"
"{'key': 'rank', 'value': '935'}","{'key': 'revenues', 'value': '1964.50'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Reading'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EnerSys'}"
"{'key': 'rank', 'value': '936'}","{'key': 'revenues', 'value': '1961.10'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Clayton'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Olin Corporation'}"
"{'key': 'rank', 'value': '937'}","{'key': 'revenues', 'value': '1959.80'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Equifax Inc.'}"
"{'key': 'rank', 'value': '938'}","{'key': 'revenues', 'value': '1953.10'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqCity', 'value': 'Huntington Beach'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Quiksilver, Inc.'}"
"{'key': 'rank', 'value': '939'}","{'key': 'revenues', 'value': '1947.80'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Philadelphia'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Radian Group Inc.'}"
"{'key': 'rank', 'value': '940'}","{'key': 'revenues', 'value': '1936.20'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqCity', 'value': 'Irvine'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sun Healthcare Group, Inc.'}"
"{'key': 'rank', 'value': '941'}","{'key': 'revenues', 'value': '1928.00'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqCity', 'value': 'Spokane'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Clearwater Paper Corporation'}"
"{'key': 'rank', 'value': '942'}","{'key': 'revenues', 'value': '1921.30'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Waltham'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PerkinElmer, Inc.'}"
"{'key': 'rank', 'value': '943'}","{'key': 'revenues', 'value': '1916.20'}","{'key': 'industry', 'value': 'Education'}","{'key': 'hqCity', 'value': 'Schaumburg'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Career Education Corporation'}"
"{'key': 'rank', 'value': '944'}","{'key': 'revenues', 'value': '1907.60'}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqCity', 'value': 'Fort Smith'}","{'key': 'hqState', 'value': 'AR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Arkansas Best Corporation'}"
"{'key': 'rank', 'value': '945'}","{'key': 'revenues', 'value': '1906.10'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Scholastic Corporation'}"
"{'key': 'rank', 'value': '946'}","{'key': 'revenues', 'value': '1900.40'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqCity', 'value': 'Wilmington'}","{'key': 'hqState', 'value': 'DE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Delphi Financial Group, Inc.'}"
"{'key': 'rank', 'value': '947'}","{'key': 'revenues', 'value': '1899.60'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Denver'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Whiting Petroleum Corporation'}"
"{'key': 'rank', 'value': '948'}","{'key': 'revenues', 'value': '1887.20'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Las Vegas'}","{'key': 'hqState', 'value': 'NV'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Southwest Gas Corporation'}"
"{'key': 'rank', 'value': '949'}","{'key': 'revenues', 'value': '1886.30'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Carmel'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'KAR Auction Services, Inc.'}"
"{'key': 'rank', 'value': '923'}","{'key': 'revenues', 'value': '2005.60'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mutual of America Life Insurance Company'}"
"{'key': 'rank', 'value': '924'}","{'key': 'revenues', 'value': '2002.90'}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqCity', 'value': 'Omaha'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Werner Enterprises, Inc.'}"
"{'key': 'rank', 'value': '925'}","{'key': 'revenues', 'value': '1999.10'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqCity', 'value': 'Bellevue'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Symetra Financial Corp.'}"
"{'key': 'rank', 'value': '926'}","{'key': 'revenues', 'value': '1997.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Princeton'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Heartland Payment Systems, Inc.'}"
"{'key': 'rank', 'value': '927'}","{'key': 'revenues', 'value': '1992.40'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'Bensalem'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Charming Shoppes, Inc.'}"
"{'key': 'rank', 'value': '928'}","{'key': 'revenues', 'value': '1984.10'}","{'key': 'industry', 'value': 'Waste Management'}","{'key': 'hqCity', 'value': 'Norwell'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Clean Harbors, Inc.'}"
"{'key': 'rank', 'value': '929'}","{'key': 'revenues', 'value': '1982.00'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Belden Inc.'}"
"{'key': 'rank', 'value': '930'}","{'key': 'revenues', 'value': '1981.40'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'Thousand Oaks'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Teledyne Technologies Incorporated'}"
"{'key': 'rank', 'value': '931'}","{'key': 'revenues', 'value': '1978.10'}","{'key': 'industry', 'value': 'Food Production'}","{'key': 'hqCity', 'value': 'Laurel'}","{'key': 'hqState', 'value': 'MS'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sanderson Farms, Inc.'}"
"{'key': 'rank', 'value': '932'}","{'key': 'revenues', 'value': '1976.20'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqCity', 'value': 'Kingwood'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Insperity, Inc.'}"
"{'key': 'rank', 'value': '933'}","{'key': 'revenues', 'value': '1967.60'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Wilmerding'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Westinghouse Air Brake Technologies Corporation'}"
"{'key': 'rank', 'value': '917'}","{'key': 'revenues', 'value': '2021.80'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Melville'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MSC Industrial Direct Co. , Inc.'}"
"{'key': 'rank', 'value': '918'}","{'key': 'revenues', 'value': '2017.00'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Las Vegas'}","{'key': 'hqState', 'value': 'NV'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'International Game Technology'}"
"{'key': 'rank', 'value': '919'}","{'key': 'revenues', 'value': '2013.90'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Crosstex Energy, Inc.'}"
"{'key': 'rank', 'value': '920'}","{'key': 'revenues', 'value': '2011.30'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqCity', 'value': 'Evansville'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Springleaf Finance Corporation'}"
"{'key': 'rank', 'value': '921'}","{'key': 'revenues', 'value': '2009.50'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Watsonville'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Granite Construction Incorporated'}"
"{'key': 'rank', 'value': '922'}","{'key': 'revenues', 'value': '2008.80'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'Stamford'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cenveo, Inc.'}"
"{'key': 'rank', 'value': '902'}","{'key': 'revenues', 'value': '2073.50'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Hercules'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Bio-Rad Laboratories, Inc.'}"
"{'key': 'rank', 'value': '903'}","{'key': 'revenues', 'value': '2073.40'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Express, Inc.'}"
"{'key': 'rank', 'value': '904'}","{'key': 'revenues', 'value': '2072.20'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqCity', 'value': 'Pittsburgh'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'GNC Holdings, Inc.'}"
"{'key': 'rank', 'value': '905'}","{'key': 'revenues', 'value': '2070.20'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Superior Energy Services, Inc.'}"
"{'key': 'rank', 'value': '906'}","{'key': 'revenues', 'value': '2065.30'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BMC Software, Inc.'}"
"{'key': 'rank', 'value': '907'}","{'key': 'revenues', 'value': '2064.50'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'San Jose'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Altera Corporation'}"
"{'key': 'rank', 'value': '908'}","{'key': 'revenues', 'value': '2063.60'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'Philadelphia'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Pep Boys - Manny, Moe & Jack'}"
"{'key': 'rank', 'value': '909'}","{'key': 'revenues', 'value': '2059.40'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'IAC/InterActiveCorp'}"
