0,1,2,3,4,5
"{'key': 'rank', 'value': '844'}","{'key': 'revenues', 'value': '2286.10'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Complete Production Services, Inc.'}"
"{'key': 'rank', 'value': '845'}","{'key': 'revenues', 'value': '2281.60'}","{'key': 'industry', 'value': 'Savings Institutions'}","{'key': 'hqCity', 'value': 'Paramus'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hudson City Bancorp, Inc.'}"
"{'key': 'rank', 'value': '824'}","{'key': 'revenues', 'value': '2342.30'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aeropostale'}"
"{'key': 'rank', 'value': '825'}","{'key': 'revenues', 'value': '2338.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AGL Resources Inc.'}"
"{'key': 'rank', 'value': '826'}","{'key': 'revenues', 'value': '2337.20'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Crystal Lake'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aptargroup, Inc.'}"
"{'key': 'rank', 'value': '827'}","{'key': 'revenues', 'value': '2336.20'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqCity', 'value': 'Las Vegas'}","{'key': 'hqState', 'value': 'NV'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Boyd Gaming Corporation'}"
"{'key': 'rank', 'value': '828'}","{'key': 'revenues', 'value': '2335.70'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Miami'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Burger King Holdings, Inc.'}"
"{'key': 'rank', 'value': '829'}","{'key': 'revenues', 'value': '2330.70'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'East Aurora'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Moog Inc.'}"
"{'key': 'rank', 'value': '830'}","{'key': 'revenues', 'value': '2325.90'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'Edina'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Regis Corporation'}"
"{'key': 'rank', 'value': '831'}","{'key': 'revenues', 'value': '2325.20'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Evansville'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Vectren Corporation'}"
"{'key': 'rank', 'value': '832'}","{'key': 'revenues', 'value': '2323.40'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The New York Times Company'}"
"{'key': 'rank', 'value': '833'}","{'key': 'revenues', 'value': '2318.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Kansas City'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Great Plains Energy Incorporated'}"
"{'key': 'rank', 'value': '834'}","{'key': 'revenues', 'value': '2316.00'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Service Corporation International'}"
"{'key': 'rank', 'value': '814'}","{'key': 'revenues', 'value': '2388.70'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Kansas City'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'DST Systems'}"
"{'key': 'rank', 'value': '815'}","{'key': 'revenues', 'value': '2386.50'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Waltham'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alere Inc.'}"
"{'key': 'rank', 'value': '816'}","{'key': 'revenues', 'value': '2382.70'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""The Men's Wearhouse, Inc.""}"
"{'key': 'rank', 'value': '817'}","{'key': 'revenues', 'value': '2381.40'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqCity', 'value': 'Stevens Point'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sentry Insurance Group'}"
"{'key': 'rank', 'value': '818'}","{'key': 'revenues', 'value': '2374.00'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HCC Insurance Holdings, Inc.'}"
"{'key': 'rank', 'value': '819'}","{'key': 'revenues', 'value': '2370.90'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Wayne'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Gardner Denver, Inc.'}"
"{'key': 'rank', 'value': '820'}","{'key': 'revenues', 'value': '2369.40'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'San Jose'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Xilinx, Inc.'}"
"{'key': 'rank', 'value': '821'}","{'key': 'revenues', 'value': '2362.00'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqCity', 'value': 'Dayton'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Teradata Corporation'}"
"{'key': 'rank', 'value': '822'}","{'key': 'revenues', 'value': '2355.50'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqCity', 'value': 'Williamsville'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tops Holding Corporation'}"
"{'key': 'rank', 'value': '823'}","{'key': 'revenues', 'value': '2349.00'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'E*Trade Financial Corporation'}"
"{'key': 'rank', 'value': '801'}","{'key': 'revenues', 'value': '2443.50'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'Boston'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Tower Corporation'}"
"{'key': 'rank', 'value': '802'}","{'key': 'revenues', 'value': '2442.60'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Worthington Industries, Inc.'}"
"{'key': 'rank', 'value': '803'}","{'key': 'revenues', 'value': '2437.10'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqCity', 'value': 'Grand Rapids'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Steelcase Inc.'}"
"{'key': 'rank', 'value': '804'}","{'key': 'revenues', 'value': '2434.40'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Lebanon'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cracker Barrel Old Country Store, Inc.'}"
"{'key': 'rank', 'value': '805'}","{'key': 'revenues', 'value': '2434.10'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Liberty Lake'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Itron, Inc.'}"
"{'key': 'rank', 'value': '806'}","{'key': 'revenues', 'value': '2423.20'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Overland Park'}","{'key': 'hqState', 'value': 'KS'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ferrellgas Partners, L.P.'}"
"{'key': 'rank', 'value': '807'}","{'key': 'revenues', 'value': '2423.00'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqCity', 'value': 'Kansas City'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AMC Entertainment, Inc.'}"
"{'key': 'rank', 'value': '808'}","{'key': 'revenues', 'value': '2417.80'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Memphis'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mueller Industries, Inc.'}"
"{'key': 'rank', 'value': '809'}","{'key': 'revenues', 'value': '2406.10'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqCity', 'value': 'Livonia'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tower International, Inc.'}"
"{'key': 'rank', 'value': '810'}","{'key': 'revenues', 'value': '2404.10'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqCity', 'value': 'Boise'}","{'key': 'hqState', 'value': 'ID'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Boise Inc.'}"
"{'key': 'rank', 'value': '811'}","{'key': 'revenues', 'value': '2403.50'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Latrobe'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kennametal Inc.'}"
"{'key': 'rank', 'value': '812'}","{'key': 'revenues', 'value': '2402.50'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Patriot Coal Corporation'}"
"{'key': 'rank', 'value': '813'}","{'key': 'revenues', 'value': '2400.60'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Medical Mutual of Ohio'}"
"{'key': 'rank', 'value': '689'}","{'key': 'revenues', 'value': '3009.00'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Coral Gables'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MasTec, Inc.'}"
"{'key': 'rank', 'value': '690'}","{'key': 'revenues', 'value': '2993.30'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Norwood'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Analog Devices, Inc.'}"
"{'key': 'rank', 'value': '691'}","{'key': 'revenues', 'value': '2989.90'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Berwyn'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AMETEK, Inc.'}"
"{'key': 'rank', 'value': '692'}","{'key': 'revenues', 'value': '2984.80'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqCity', 'value': 'Madison'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CMFG Life Insurance Company'}"
"{'key': 'rank', 'value': '693'}","{'key': 'revenues', 'value': '2978.50'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Kenosha'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Snap-on Incorporated'}"
"{'key': 'rank', 'value': '694'}","{'key': 'revenues', 'value': '2977.80'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Dublin'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""The Wendy's Company""}"
"{'key': 'rank', 'value': '695'}","{'key': 'revenues', 'value': '2977.80'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Miami'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Watsco, Inc.'}"
"{'key': 'rank', 'value': '696'}","{'key': 'revenues', 'value': '2961.40'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Vornado Realty Trust'}"
"{'key': 'rank', 'value': '697'}","{'key': 'revenues', 'value': '2953.50'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqCity', 'value': 'York'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Bon-Ton Stores, Inc.'}"
"{'key': 'rank', 'value': '698'}","{'key': 'revenues', 'value': '2952.90'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Southwestern Energy Company'}"
"{'key': 'rank', 'value': '699'}","{'key': 'revenues', 'value': '2952.00'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Charlotte'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Babcock & Wilcox Company'}"
"{'key': 'rank', 'value': '700'}","{'key': 'revenues', 'value': '2950.80'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Huntington Bancshares Incorporated'}"
"{'key': 'rank', 'value': '676'}","{'key': 'revenues', 'value': '3107.60'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Greenwood Village'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Emergency Medical Services Corporation'}"
"{'key': 'rank', 'value': '677'}","{'key': 'revenues', 'value': '3104.70'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqCity', 'value': 'Rye Brook'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal American Corp.'}"
"{'key': 'rank', 'value': '678'}","{'key': 'revenues', 'value': '3095.40'}","{'key': 'industry', 'value': 'Homebuilders'}","{'key': 'hqCity', 'value': 'Miami'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lennar Corporation'}"
"{'key': 'rank', 'value': '679'}","{'key': 'revenues', 'value': '3089.70'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Genesis Energy, L.P.'}"
"{'key': 'rank', 'value': '680'}","{'key': 'revenues', 'value': '3075.10'}","{'key': 'industry', 'value': 'Transportation Equipment'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Trinity Industries, Inc.'}"
"{'key': 'rank', 'value': '681'}","{'key': 'revenues', 'value': '3071.10'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'San Diego'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Leap Wireless International, Inc.'}"
"{'key': 'rank', 'value': '682'}","{'key': 'revenues', 'value': '3050.20'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Huntersville'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Tire Distributors Holdings, Inc.'}"
"{'key': 'rank', 'value': '683'}","{'key': 'revenues', 'value': '3025.00'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Philadelphia'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Chemtura Corporation'}"
"{'key': 'rank', 'value': '684'}","{'key': 'revenues', 'value': '3024.00'}","{'key': 'industry', 'value': 'Building Materials, Glass'}","{'key': 'hqCity', 'value': 'Chicago'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'USG Corporation'}"
"{'key': 'rank', 'value': '685'}","{'key': 'revenues', 'value': '3023.00'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqCity', 'value': 'Galveston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American National Insurance Company'}"
"{'key': 'rank', 'value': '686'}","{'key': 'revenues', 'value': '3014.50'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sirius XM Radio Inc.'}"
"{'key': 'rank', 'value': '687'}","{'key': 'revenues', 'value': '3013.60'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Saks Incorporated'}"
"{'key': 'rank', 'value': '688'}","{'key': 'revenues', 'value': '3009.20'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Wall'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'New Jersey Resources Corporation'}"
"{'key': 'rank', 'value': '667'}","{'key': 'revenues', 'value': '3173.30'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Plano'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alliance Data Systems Corporation'}"
"{'key': 'rank', 'value': '668'}","{'key': 'revenues', 'value': '3169.30'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Woodland Park'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cytec Industries Inc.'}"
"{'key': 'rank', 'value': '669'}","{'key': 'revenues', 'value': '3159.80'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'Pittsburgh'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Eagle Outfitters, Inc.'}"
"{'key': 'rank', 'value': '670'}","{'key': 'revenues', 'value': '3159.20'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Denver'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'QEP Resources, Inc.'}"
"{'key': 'rank', 'value': '671'}","{'key': 'revenues', 'value': '3152.00'}","{'key': 'industry', 'value': 'Automotive Retailing, Services'}","{'key': 'hqCity', 'value': 'Mount Laurel'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PHH Corporation'}"
"{'key': 'rank', 'value': '672'}","{'key': 'revenues', 'value': '3141.70'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Knoxville'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Team Health Holdings, Inc.'}"
"{'key': 'rank', 'value': '673'}","{'key': 'revenues', 'value': '3139.30'}","{'key': 'industry', 'value': 'Food Production'}","{'key': 'hqCity', 'value': 'Cincinnati'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Chiquita Brands International, Inc.'}"
"{'key': 'rank', 'value': '674'}","{'key': 'revenues', 'value': '3134.90'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqCity', 'value': 'Indianapolis'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Calumet Specialty Products Partners, L.P.'}"
"{'key': 'rank', 'value': '675'}","{'key': 'revenues', 'value': '3115.70'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqCity', 'value': 'Boston'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Iron Mountain Incorporated'}"
"{'key': 'rank', 'value': '661'}","{'key': 'revenues', 'value': '3222.90'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Georgia Gulf Corporation'}"
"{'key': 'rank', 'value': '662'}","{'key': 'revenues', 'value': '3214.40'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Adams Resources & Energy, Inc.'}"
"{'key': 'rank', 'value': '663'}","{'key': 'revenues', 'value': '3211.90'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Columbia'}","{'key': 'hqState', 'value': 'MD'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'W.R. Grace & Co.'}"
