company,rank,revenue,sector,city,state
Par Pacific Holdings,634,4710.1,Energy,Houston,TX
Hubbell,635,4703.5,Industrials,Shelton,CT
CME Group,636,4689.7,Financials,Chicago,IL
Nexstar Media Group,637,4648.4,Media,Irving,TX
Prologis,629,4759.4,Financials,San Francisco,CA
Welltower,630,4742.1,Financials,Toledo,OH
Darling Ingredients,631,4741.4,"Food, Beverages & Tobacco",Irving,TX
Juniper Networks,632,4735.4,Technology,Sunnyvale,CA
TransDigm Group,624,4798,Aerospace & Defense,Cleveland,OH
Stifel Financial,625,4783.1,Financials,St. Louis,MO
JELD-WEN Holding,626,4771.7,Materials,Charlotte,NC
Elanco Animal Health,628,4765,Health Care,Greenfield,IN
Kelly Services,618,4909.7,Business Services,Troy,MI
NiSource,619,4899.6,Energy,Merrillville,IN
OneMain Holdings,620,4895,Financials,Evansville,IN
DoorDash,621,4888,Technology,San Francisco,CA
Avient,622,4818.8,Chemicals,Avon Lake,OH
Sanderson Farms,623,4799.7,"Food, Beverages & Tobacco",Laurel,MS
R.R. Donnelley & Sons,613,4963.7,Media,Chicago,IL
Keysight Technologies,614,4941,Technology,Santa Rosa,CA
Tempur Sealy International,615,4930.8,Household Products,Lexington,KY
Scotts Miracle-Gro,616,4925,Chemicals,Marysville,OH
Equifax,617,4923.9,Business Services,Atlanta,GA
Broadridge Financial Solutions,608,4993.7,Business Services,Lake Success,NY
Ingles Markets,609,4987.9,Food & Drug Stores,Black Mountain,NC
Insperity,611,4973.1,Business Services,Kingwood,TX
Howmet Aerospace,612,4972,Aerospace & Defense,Pittsburgh,PA
CUNA Mutual Group,602,5049.5,Financials,Madison,WI
FMC,603,5045.2,Chemicals,Philadelphia,PA
Carlisle,604,5030,Materials,Scottsdale,AZ
American Eagle Outfitters,605,5010.8,Retailing,Pittsburgh,PA
Vertiv Holdings,607,4998.1,Industrials,Columbus,OH
SS&C Technologies Holdings,601,5051,Technology,Windsor,CT
PerkinElmer,600,5067.2,Health Care,Waltham,MA
Skyworks Solutions,595,5109.1,Technology,Irvine,CA
Endeavor Group Holdings,596,5077.7,Media,Beverly Hills,CA
Twitter,597,5077.5,Technology,San Francisco,CA
Leggett & Platt,598,5072.6,Household Products,Carthage,MO
Western Union,599,5070.8,Business Services,Denver,CO
Yellow,591,5121.8,Transportation,Nashville,TN
Encompass Health,592,5121.6,Health Care,Birmingham,AL
Simon Property Group,593,5116.8,Financials,Indianapolis,IN
Globe Life,594,5112.9,Financials,McKinney,TX
Church & Dwight,586,5190.1,Household Products,Ewing,NJ
American Axle & Manufacturing,587,5156.6,Motor Vehicles & Parts,Detroit,MI
Meritage Homes,588,5141.3,Engineering & Construction,Scottsdale,AZ
Workday,589,5138.8,Technology,Pleasanton,CA
Rush Enterprises,590,5126.1,Retailing,New Braunfels,TX
NGL Energy Partners,581,5243.2,Energy,Tulsa,OK
Edwards Lifesciences,582,5232.5,Health Care,Irvine,CA
Hanover Insurance Group,583,5227.8,Financials,Worcester,MA
Syneos Health,584,5213,Health Care,Morrisville,NC
Xylem,585,5195,Industrials,Washington,DC
Pool,577,5295.6,Wholesalers,Covington,LA
Old Dominion Freight Line,578,5256.3,Transportation,Thomasville,NC
Fortive,579,5254.7,Industrials,Everett,WA
MDC Holdings,580,5254.7,Engineering & Construction,Denver,CO
Microchip Technology,571,5438.4,Technology,Chandler,AZ
Harley-Davidson,572,5336.3,Transportation,Milwaukee,WI
Telephone & Data Systems,573,5329,Telecommunications,Chicago,IL
ADT,574,5307.1,Business Services,Boca Raton,FL
First Republic Bank,575,5305,Financials,San Francisco,CA
Warner Music Group,576,5301,Media,New York,NY
NOV,566,5524,Energy,Houston,TX
Las Vegas Sands,567,5505,"Hotels, Restaurants & Leisure",Las Vegas,NV
Martin Marietta Materials,568,5493.2,Materials,Raleigh,NC
Marathon Oil,569,5467,Energy,Houston,TX
Mattel,570,5457.7,Household Products,El Segundo,CA
Greif,561,5556.1,Materials,Delaware,OH
Vulcan Materials,562,5552.2,Materials,Birmingham,AL
Ametek,563,5546.5,Technology,Berwyn,PA
Monster Beverage,564,5541.4,"Food, Beverages & Tobacco",Corona,CA
Sealed Air,565,5533.8,Materials,Charlotte,NC
Sonoco Products,556,5590.4,Materials,Hartsville,SC
Evergy,558,5586.7,Energy,Kansas City,MO
Cornerstone Building Brands,559,5583.1,Materials,Cary,NC
Coca-Cola Consolidated,560,5562.7,"Food, Beverages & Tobacco",Charlotte,NC
Hologic,551,5632.3,Health Care,Marlborough,MA
Electronic Arts,552,5629,Media,Redwood City,CA
Zebra Technologies,553,5627,Industrials,Lincolnshire,IL
Coty,554,5616.2,Household Products,New York,NY
Schneider National,555,5608.7,Transportation,Green Bay,WI
Under Armour,546,5683.5,Apparel,Baltimore,MD
MDU Resources Group,547,5680.7,Energy,Bismarck,ND
Silgan Holdings,548,5677.1,Materials,Stamford,CT
Ryerson Holding,549,5675.3,Materials,Chicago,IL
Ingersoll Rand,550,5655.2,Industrials,Davidson,NC
Tapestry,541,5746.3,Apparel,New York,NY
NetApp,542,5744,Technology,San Jose,CA
KB Home,543,5724.9,Engineering & Construction,Los Angeles,CA
Continental Resources,544,5719.3,Energy,Oklahoma City,OK
Intuitive Surgical,545,5710.1,Health Care,Sunnyvale,CA
Kemper,537,5793,Financials,Chicago,IL
Hilton Worldwide Holdings,538,5788,"Hotels, Restaurants & Leisure",McLean,VA
Cerner,539,5764.8,Health Care,North Kansas City,MO
Levi Strauss,540,5763.9,Apparel,San Francisco,CA
Nasdaq,532,5886,Financials,New York,NY
Brunswick,533,5846.2,Transportation,Mettawa,IL
Resideo Technologies,534,5846,Materials,Scottsdale,AZ
Chesapeake Energy,535,5809,Energy,Oklahoma City,OK
Petco Health and Wellness,536,5807.1,Retailing,San Diego,CA
Knight-Swift Transportation Holdings,527,5998,Transportation,Phoenix,AZ
Airbnb,528,5991.8,Technology,San Francisco,CA
Patterson,529,5912.1,Health Care,St. Paul,MN
PENN Entertainment,530,5905,"Hotels, Restaurants & Leisure",Wyomissing,PA
ServiceNow,531,5896,Technology,Santa Clara,CA
JetBlue Airways,523,6037,Transportation,Long Island City,NY
SVB Financial Group,524,6027,Financials,Santa Clara,CA
Fastenal,525,6010.9,Wholesalers,Winona,MN
GameStop,526,6010.7,Retailing,Grapevine,TX
RPM International,518,6106.3,Chemicals,Medina,OH
M&T Bank,519,6105.8,Financials,Buffalo,NY
Sprouts Farmers Market,520,6099.9,Food & Drug Stores,Phoenix,AZ
Huntington Bancshares,521,6080,Financials,Columbus,OH
CACI International,522,6044.1,Technology,Reston,VA
Select Medical Holdings,513,6204.5,Health Care,Mechanicsburg,PA
Alaska Air Group,514,6176,Transportation,Seattle,WA
Big Lots,515,6150.6,Retailing,Columbus,OH
Amkor Technology,516,6138.3,Technology,Tempe,AZ
Sinclair Broadcast Group,517,6134,Media,Hunt Valley,MD
Lululemon athletica,509,6256.6,Retailing,Sumner,WA
ABM Industries,510,6228.6,Business Services,New York,NY
Post Holdings,511,6226.7,"Food, Beverages & Tobacco",St. Louis,MO
Moody's,512,6218,Business Services,New York,NY
McCormick,505,6317.9,"Food, Beverages & Tobacco",Hunt Valley,MD
Skechers U.S.A.,506,6310.2,Apparel,Manhattan Beach,CA
Watsco,507,6280.2,Wholesalers,Miami,FL
Live Nation Entertainment,508,6268.4,Media,Beverly Hills,CA
O-I Glass,501,6357,Materials,Perrysburg,OH
Chemours,502,6345,Chemicals,Wilmington,DE
Crown Castle International,503,6340,Financials,Houston,TX
Agilent Technologies,504,6319,Technology,Santa Clara,CA
Frontier Communications,499,6411,Telecommunications,Norwalk,CT
Ameren,500,6394,Energy,St. Louis,MO
Robert Half International,494,6461.4,Business Services,Menlo Park,CA
Compass,495,6421,Technology,New York,NY
Hasbro,496,6420.4,Household Products,Pawtucket,RI
Roper Technologies,497,6415.8,Technology,Sarasota,FL
ARKO,498,6412.6,Retailing,Richmond,VA
Yum Brands,490,6584,"Hotels, Restaurants & Leisure",Louisville,KY
Landstar System,491,6540.4,Transportation,Jacksonville,FL
CF Industries Holdings,492,6538.3,Chemicals,Deerfield,IL
Northern Trust,493,6488.3,Financials,Chicago,IL
EnLink Midstream,485,6685.9,Energy,Dallas,TX
Southwestern Energy,486,6667,Energy,Spring,TX
Equinix,487,6635.5,Financials,Redwood City,CA
Dillard&#8217;s,488,6624.3,Retailing,Little Rock,AR
Regions Financial,489,6605,Financials,Birmingham,AL
Academy Sports and Outdoors,481,6773.1,Retailing,Katy,TX
Sanmina,482,6756.6,Technology,San Jose,CA
ON Semiconductor,483,6739.8,Technology,Phoenix,AZ
Commercial Metals,484,6729.8,Materials,Irving,TX
Ingredion,476,6894,"Food, Beverages & Tobacco",Westchester,IL
Veritiv,477,6850.5,Wholesalers,Atlanta,GA
Beacon Roofing Supply,478,6820.4,Wholesalers,Herndon,VA
Diamondback Energy,479,6797,Energy,Midland,TX
Rockwell Automation,472,6997.4,Industrials,Milwaukee,WI
Citizens Financial Group,473,6986,Financials,Providence,RI
KLA,474,6918.7,Technology,Milpitas,CA
Camping World Holdings,475,6913.8,Retailing,Lincolnshire,IL
NCR,466,7156,Technology,Atlanta,GA
Brighthouse Financial,468,7142,Financials,Charlotte,NC
PPL,469,7127,Energy,Allentown,PA
Cintas,470,7116.3,Business Services,Cincinnati,OH
Xerox Holdings,471,7038,Technology,Norwalk,CT
Analog Devices,463,7318.3,Technology,Wilmington,MA
Securian Financial Group,464,7317.4,Financials,St. Paul,MN
Darden Restaurants,465,7196.1,"Hotels, Restaurants & Leisure",Orlando,FL
Graphic Packaging Holding,466,7156,Materials,Atlanta,GA
Clorox,459,7341,Household Products,Oakland,CA
KBR,460,7339,Engineering & Construction,Houston,TX
TravelCenters of America,461,7336.8,Retailing,Westlake,OH
Hertz Global Holdings,462,7336,Retailing,Estero,FL
American Financial Group,454,7462,Financials,Cincinnati,OH
UGI,455,7447,Energy,King of Prussia,PA
Science Applications International,456,7394,Technology,Reston,VA
Avantor,457,7386.1,Technology,Radnor,PA
Hanesbrands,458,7347.8,Apparel,Winston-Salem,NC
Chipotle Mexican Grill,450,7547.1,"Hotels, Restaurants & Leisure",Newport Beach,CA
CMS Energy,451,7538,Energy,Jackson,MI
Arconic,452,7504,Materials,Pittsburgh,PA
Taylor Morrison Home,453,7501.3,Engineering & Construction,Scottsdale,AZ
A-Mark Precious Metals,446,7613,Wholesalers,El Segundo,CA
Hess,447,7583,Energy,New York,NY
Vertex Pharmaceuticals,448,7574.4,Health Care,Boston,MA
KeyCorp,449,7561,Financials,Cleveland,OH
LPL Financial Holdings,442,7720.8,Financials,San Diego,CA
T. Rowe Price,443,7671.9,Financials,Baltimore,MD
Fortune Brands Home & Security,444,7656.1,Household Products,Deerfield,IL
Casey's General Stores,445,7654.2,Retailing,Ankeny,IA
Zimmer Biomet Holdings,438,7836.2,Health Care,Warsaw,IN
Westinghouse Air Brake Technologies,439,7822,Industrials,Pittsburgh,PA
Zoetis,440,7776,Health Care,Parsippany,NJ
Packaging Corp. of America,441,7730.3,Materials,Lake Forest,IL
Dover,433,7907.1,Industrials,Downers Grove,IL
Genworth Financial,434,7882,Financials,Richmond,VA
Bath & Body Works,435,7881.5,Retailing,Columbus,OH
Booz Allen Hamilton Holding,436,7858.9,Technology,McLean,VA
Coinbase Global,437,7839.4,Financials,Wilmington,DE
MasTec,429,7951.8,Engineering & Construction,Coral Gables,FL
APA,431,7928,Energy,Houston,TX
Boise Cascade,432,7926.1,Wholesalers,Boise,ID
Opendoor Technologies,425,8021,Technology,San Francisco,CA
J.M. Smucker,426,8002.7,"Food, Beverages & Tobacco",Orrville,OH
Anywhere Real Estate,427,7983,Financials,Madison,NJ
Oshkosh,428,7952.5,Industrials,Oshkosh,WI
Williams-Sonoma,420,8245.9,Retailing,San Francisco,CA
Autoliv,421,8230,Motor Vehicles & Parts,Auburn Hills,MI
Arthur J. Gallagher,422,8209.4,Financials,Rolling Meadows,IL
Motorola Solutions,423,8171,Technology,Chicago,IL
Zillow Group,424,8147.4,Technology,Seattle,WA
WEC Energy Group,416,8316,Energy,Milwaukee,WI
S&P Global,417,8297,Business Services,New York,NY
FM Global,418,8274.6,Financials,Johnston,RI
Polaris,419,8252,Transportation,Medina,MN
Avery Dennison,412,8408.3,Materials,Glendale,CA
Masco,413,8375,Household Products,Livonia,MI
CenterPoint Energy,414,8352,Energy,Houston,TX
Fifth Third Bancorp,415,8329,Financials,Cincinnati,OH
Global Payments,407,8523.8,Business Services,Atlanta,GA
Owens Corning,408,8498,Materials,Toledo,OH
Campbell Soup,409,8476,"Food, Beverages & Tobacco",Camden,NJ
Huntsman,410,8453,Chemicals,The Woodlands,TX
Franklin Resources,411,8425.5,Financials,San Mateo,CA
Ulta Beauty,402,8630.9,Retailing,Bolingbrook,IL
Constellation Brands,403,8614.9,"Food, Beverages & Tobacco",Victor,NY
Expedia Group,404,8598,Retailing,Seattle,WA
CommScope Holding,405,8586.7,Technology,Hickory,NC
Celanese,406,8537,Chemicals,Irving,TX
UFP Industries,401,8636.1,Materials,Grand Rapids,MI
Graybar Electric,399,8767.3,Wholesalers,St. Louis,MO
Ovintiv,400,8658,Energy,Denver,CO
Chewy,394,8890.8,Retailing,Dania Beach,FL
Activision Blizzard,396,8803,Media,Santa Monica,CA
Toll Brothers,397,8790.4,Engineering & Construction,Fort Washington,PA
Carlyle Group,398,8782.1,Financials,Washington,DC
Foot Locker,390,8958,Retailing,New York,NY
Dana,391,8945,Motor Vehicles & Parts,Maumee,OH
SpartanNash,392,8931,Wholesalers,Byron Center,MI
Olin,393,8910.6,Chemicals,Clayton,MO
PVH,385,9154.7,Apparel,New York,NY
Apollo Global Management,386,9124,Financials,New York,NY
Jefferies Financial Group,387,9039.9,Financials,New York,NY
Hershey,388,8971.3,"Food, Beverages & Tobacco",Hershey,PA
NVR,389,8970.1,Engineering & Construction,Reston,VA
Bed Bath & Beyond,381,9233,Retailing,Union,NJ
Seaboard,382,9229,"Food, Beverages & Tobacco",Merriam,KS
First American Financial,383,9221,Financials,Santa Ana,CA
Intercontinental Exchange,384,9168,Financials,Atlanta,GA
Old Republic International,376,9341.6,Financials,Chicago,IL
Burlington Stores,377,9322.3,Retailing,Burlington,NJ
Avis Budget Group,378,9313,Retailing,Parsippany,NJ
ODP,379,9267,Retailing,Boca Raton,FL
VF,380,9238.8,Apparel,Denver,CO
W.R. Berkley,371,9455.5,Financials,Greenwich,CT
Western & Southern Financial Group,372,9441.7,Financials,Cincinnati,OH
Insight Enterprises,373,9436.1,Technology,Tempe,AZ
News Corp.,374,9358,Media,New York,NY
American Tower,375,9356.9,Financials,Boston,MA
Cincinnati Financial,367,9629.7,Financials,Fairfield,OH
Erie Insurance Group,368,9619.7,Financials,Erie,PA
Univar Solutions,369,9535.5,Wholesalers,Downers Grove,IL
Huntington Ingalls Industries,370,9524,Aerospace & Defense,Newport News,VA
United Rentals,363,9716,Business Services,Stamford,CT
MGM Resorts International,364,9680.1,"Hotels, Restaurants & Leisure",Las Vegas,NV
Ryder System,365,9663,Transportation,Miami,FL
Intuit,366,9633,Technology,Mountain View,CA
Eversource Energy,358,9863.1,Energy,Springfield,MA
Yum China Holdings,359,9853,"Hotels, Restaurants & Leisure",Plano,TX
Asbury Automotive Group,360,9837.7,Retailing,Duluth,GA
Owens & Minor,361,9785.3,Health Care,Mechanicsville,VA
Public Service Enterprise Group,362,9722,Energy,Newark,NJ
Weyerhaeuser,354,10201,Materials,Seattle,WA
Altice USA,355,10090.8,Telecommunications,Long Island City,NY
Raymond James Financial,356,9910,Financials,St. Petersburg,FL
EMCOR Group,357,9903.6,Engineering & Construction,Norwalk,CT
Eastman Chemical,349,10476,Chemicals,Kingsport,TN
Air Products & Chemicals,350,10323,Chemicals,Allentown,PA
Thrivent Financial for Lutherans,351,10312.7,Financials,Minneapolis,MN
Molson Coors Beverage,352,10279.7,"Food, Beverages & Tobacco",Chicago,IL
Interpublic Group,353,10240.7,Business Services,New York,NY
DCP Midstream,344,10707,Energy,Denver,CO
Ally Financial,345,10690,Financials,Detroit,MI
Delek US Holdings,346,10648.2,Energy,Brentwood,TN
Williams,347,10627,Energy,Tulsa,OK
Newell Brands,348,10589,Household Products,Atlanta,GA
Booking Holdings,340,10958,Technology,Norwalk,CT
Amphenol,341,10876.3,Technology,Wallingford,CT
Quest Diagnostics,342,10788,Health Care,Secaucus,NJ
FirstEnergy,343,10758,Energy,Akron,OH
Caesars Entertainment,335,11110,"Hotels, Restaurants & Leisure",Reno,NV
Equitable Holdings,336,11036,Financials,New York,NY
Advance Auto Parts,337,10998,Retailing,Raleigh,NC
Biogen,338,10981.7,Health Care,Cambridge,MA
Auto-Owners Insurance,339,10980.2,Financials,Lansing,MI
Mohawk Industries,330,11200.6,Household Products,Calhoun,GA
Conagra Brands,331,11184.7,"Food, Beverages & Tobacco",Chicago,IL
Norfolk Southern,332,11142,Transportation,Atlanta,GA
AES,333,11141,Energy,Arlington,VA
AGCO,334,11138.3,Industrials,Duluth,GA
Liberty Media,326,11400,Media,Englewood,CO
Hormel Foods,327,11386.2,"Food, Beverages & Tobacco",Austin,MN
Icahn Enterprises,328,11328,Financials,Sunny Isles Beach,FL
Republic Services,329,11295,Business Services,Phoenix,AZ
Entergy,321,11742.9,Energy,New Orleans,LA
International Flavors & Fragrances,322,11656,Chemicals,New York,NY
DaVita,323,11618.8,Health Care,Denver,CO
Mutual of Omaha Insurance,324,11459.3,Financials,Omaha,NE
Assurant,325,11410,Financials,New York,NY
State Street,316,12030,Financials,Boston,MA
Unum Group,317,12013.8,Financials,Chattanooga,TN
Alleghany,318,12004.1,Financials,New York,NY
Boston Scientific,319,11888,Health Care,Marlborough,MA
Westlake,320,11778,Chemicals,Houston,TX
Alcoa,312,12152,Materials,Pittsburgh,PA
Peter Kiewit Sons',313,12149,Engineering & Construction,Omaha,NE
Aramark,314,12096,Business Services,Philadelphia,PA
Vistra,315,12077,Energy,Irving,TX
Newmont,308,12222,Energy,Denver,CO
Devon Energy,309,12206,Energy,Oklahoma City,OK
Warner Bros. Discovery,310,12191,Media,New York,NY
J.B. Hunt Transport Services,311,12168.3,Transportation,Lowell,AR
Community Health Systems,304,12368,Health Care,Franklin,TN
Mosaic,305,12357.4,Chemicals,Tampa,FL
Thor Industries,306,12317.4,Motor Vehicles & Parts,Elkhart,IN
Dick's Sporting Goods,307,12293.4,Retailing,Coraopolis,PA
eBay,301,12394,Technology,San Jose,CA
Textron,302,12382,Aerospace & Defense,Providence,RI
Jones Financial (Edward Jones),303,12373,Financials,Des Peres,MO
Sonic Automotive,300,12396.4,Retailing,Charlotte,NC
Keurig Dr Pepper,296,12683,"Food, Beverages & Tobacco",Burlington,MA
Universal Health Services,297,12642.1,Health Care,King of Prussia,PA
CSX,298,12522,Transportation,Jacksonville,FL
Henry Schein,299,12401,Health Care,Melville,NY
Baxter International,292,12784,Health Care,Deerfield,IL
Ecolab,293,12733.1,Chemicals,St. Paul,MN
Tractor Supply,294,12731.1,Retailing,Brentwood,TN
Andersons,295,12728.8,"Food, Beverages & Tobacco",Maumee,OH
Sempra,288,12857,Energy,San Diego,CA
Markel,289,12846.4,Financials,Glen Allen,VA
Carvana,290,12814,Retailing,Tempe,AZ
XPO Logistics,291,12806,Transportation,Greenwich,CT
W.W. Grainger,284,13022,Wholesalers,Lake Forest,IL
Quanta Services,285,12980.2,Engineering & Construction,Houston,TX
Crown Holdings,286,12979,Materials,Yardley,PA
Fox,287,12909,Media,New York,NY
Global Partners,280,13248.3,Wholesalers,Waltham,MA
Discover Financial Services,281,13221,Financials,Riverwoods,IL
Rocket Companies,282,13175.6,Financials,Detroit,MI
LKQ,283,13088.5,Wholesalers,Chicago,IL
Consolidated Edison,276,13676,Energy,New York,NY
Ameriprise Financial,277,13443,Financials,Minneapolis,MN
Xcel Energy,278,13431,Energy,Minneapolis,MN
O'Reilly Automotive,279,13327.6,Retailing,Springfield,MO
Ball,272,13811,Materials,Westminster,CO
Group 1 Automotive,273,13801.7,Retailing,Houston,TX
Leidos Holdings,274,13737,Technology,Reston,VA
Wayfair,275,13708,Retailing,Boston,MA
Fidelity National Information Services,268,13877,Business Services,Jacksonville,FL
IQVIA Holdings,269,13874,Health Care,Durham,NC
Marriott International,270,13857,"Hotels, Restaurants & Leisure",Bethesda,MD
Berry Global Group,271,13850,Materials,Evansville,IN
Qurate Retail,265,14044,Retailing,Englewood,CO
Pacific Life,266,13936,Financials,Newport Beach,CA
PulteGroup,267,13926.9,Engineering & Construction,Atlanta,GA
Reliance Steel & Aluminum,261,14093.3,Materials,Los Angeles,CA
Jacobs Engineering Group,262,14092.6,Engineering & Construction,Dallas,TX
Corning,263,14082,Industrials,Corning,NY
Farmers Insurance Exchange,264,14055,Financials,Woodland Hills,CA
Dominion Energy,257,14218,Energy,Richmond,VA
Kellogg,258,14181,"Food, Beverages & Tobacco",Battle Creek,MI
Fluor,259,14156.8,Engineering & Construction,Irving,TX
AECOM,260,14112.4,Engineering & Construction,Dallas,TX
Illinois Tool Works,252,14455,Industrials,Glenview,IL
Parker-Hannifin,253,14347.6,Industrials,Cleveland,OH
Otis Worldwide,254,14298,Industrials,Farmington,CT
Omnicom Group,255,14289.4,Business Services,New York,NY
Principal Financial,256,14262.7,Financials,Des Moines,IA
Pioneer Natural Resources,248,14643,Energy,Irving,TX
AutoZone,249,14629.6,Retailing,Memphis,TN
Lam Research,250,14626.2,Technology,Fremont,CA
American Family Insurance Group,251,14611.9,Financials,Madison,WI
BorgWarner,244,14838,Motor Vehicles & Parts,Auburn Hills,MI
Nordstrom,245,14789,Retailing,Seattle,WA
Loews,246,14657,Financials,New York,NY
Guardian Life Ins. Co. of America,247,14647.8,Financials,New York,NY
Murphy USA,240,15318.8,Retailing,El Dorado,AR
Halliburton,241,15295,Energy,Houston,TX
Automatic Data Processing,242,15005.4,Business Services,Roseland,NJ
Edison International,243,14905,Energy,Rosemead,CA
Synchrony Financial,236,15752,Financials,Stamford,CT
Corteva,237,15655,"Food, Beverages & Tobacco",Indianapolis,IN
Fidelity National Financial,238,15643,Financials,Jacksonville,FL
DTE Energy,239,15369,Energy,Detroit,MI
Land O'Lakes,232,15916.4,"Food, Beverages & Tobacco",Arden Hills,MN
Cheniere Energy,233,15864,Energy,Houston,TX
Southwest Airlines,234,15790,Transportation,Dallas,TX
Adobe,235,15785,Technology,San Jose,CA
Estée Lauder,228,16215,Household Products,New York,NY
Bank of New York Mellon,229,16158,Financials,New York,NY
Laboratory Corp. of America,230,16120.9,Health Care,Burlington,NC
Regeneron Pharmaceuticals,231,16071.7,Health Care,Tarrytown,NY
Expeditors Intl. of Washington,225,16523.5,Transportation,Seattle,WA
Advanced Micro Devices,226,16434,Technology,Santa Clara,CA
Fiserv,227,16226,Business Services,Brookfield,WI
Gap,220,16670,Retailing,San Francisco,CA
BJ's Wholesale Club,221,16667.3,Retailing,Westborough,MA
Reinsurance Group of America,222,16658,Financials,Chesterfield,MO
Kinder Morgan,223,16610,Energy,Houston,TX
Oneok,224,16540.3,Energy,Tulsa,OK
Western Digital,217,16922,Technology,San Jose,CA
PPG Industries,218,16802,Chemicals,Pittsburgh,PA
American Electric Power,219,16792,Energy,Columbus,OH
DuPont,213,17160,Chemicals,Wilmington,DE
Stryker,214,17108,Health Care,Kalamazoo,MI
NextEra Energy,215,17069,Energy,Juno Beach,FL
Targa Resources,216,16949.8,Energy,Houston,TX
Goodyear Tire & Rubber,209,17478,Motor Vehicles & Parts,Akron,OH
Uber Technologies,210,17455,Technology,San Francisco,CA
Colgate-Palmolive,211,17421,Household Products,New York,NY
Stanley Black & Decker,212,17252.7,Household Products,New Britain,CT
DISH Network,205,17881.1,Telecommunications,Englewood,CO
L3Harris Technologies,206,17814,Aerospace & Defense,Melbourne,FL
DXC Technology,207,17729,Technology,Tysons,VA
Block,208,17661.2,Business Services,San Francisco,CA
General Mills,201,18127,"Food, Beverages & Tobacco",Minneapolis,MN
Tenneco,202,18035,Motor Vehicles & Parts,Lake Forest,IL
Waste Management,203,17931,Business Services,Houston,TX
Viatris,204,17886.3,Health Care,Canonsburg,PA
WESCO International,200,18217.5,Wholesalers,Pittsburgh,PA
Moderna,195,18471,Health Care,Cambridge,MA
Steel Dynamics,196,18408.9,Materials,Fort Wayne,IN
HF Sinclair,197,18389.1,Energy,Dallas,TX
Texas Instruments,198,18344,Technology,Dallas,TX
Emerson Electric,199,18236,Industrials,St. Louis,MO
Genuine Parts,191,18870.5,Wholesalers,Atlanta,GA
WestRock,192,18746.1,Materials,Atlanta,GA
EOG Resources,193,18642,Energy,Houston,TX
Cognizant Technology Solutions,194,18507,Technology,Teaneck,NJ
Lincoln National,187,19230,Financials,Radnor,PA
Charles Schwab,188,18996,Financials,Westlake,TX
Ross Stores,189,18916.2,Retailing,Dublin,CA
Mastercard,190,18884,Business Services,Purchase,NY
Kohl's,183,19433,Retailing,Menomonee Falls,WI
BlackRock,184,19374,Financials,New York,NY
Jones Lang LaSalle,185,19367,Financials,Chicago,IL
Lear,186,19263.1,Motor Vehicles & Parts,Southfield,MI
Lumen Technologies,179,19687,Telecommunications,Monroe,LA
Avnet,180,19534.7,Wholesalers,Phoenix,AZ
Tenet Healthcare,181,19485,Health Care,Dallas,TX
Kimberly-Clark,182,19440,Household Products,Irving,TX
Sherwin-Williams,175,19944.6,Chemicals,Cleveland,OH
Builders FirstSource,176,19893.9,Materials,Dallas,TX
Marsh & McLennan,177,19820,Financials,New York,NY
PNC Financial Services Group,178,19698,Financials,Pittsburgh,PA
Cleveland-Cliffs,171,20444,Materials,Cleveland,OH
United States Steel,172,20275,Materials,Pittsburgh,PA
Becton Dickinson,173,20248,Health Care,Franklin Lakes,NJ
CDW,166,20820.8,Technology,Lincolnshire,IL
ManpowerGroup,167,20724.4,Business Services,Milwaukee,WI
PG&E,168,20642,Energy,San Francisco,CA
Carrier Global,169,20613,Industrials,Palm Beach Gardens,FL
Baker Hughes,170,20502,Energy,Houston,TX
Whirlpool,162,21985,Industrials,Benton Harbor,MI
Union Pacific,163,21804,Transportation,Omaha,NE
International Paper,164,21780,Materials,Memphis,TN
Altria Group,165,21111,"Food, Beverages & Tobacco",Richmond,VA
Lithia Motors,158,22831.7,Retailing,Medford,OR
Blackstone,159,22577.1,Financials,New York,NY
Hartford Financial Services Group,160,22390,Financials,Hartford,CT
Aflac,161,22106,Financials,Columbus,GA
C.H. Robinson Worldwide,154,23102.1,Transportation,Eden Prairie,MN
Truist Financial,155,23064,Financials,Charlotte,NC
Applied Materials,156,23063,Technology,Santa Clara,CA
Freeport-McMoRan,157,22845,Energy,Phoenix,AZ
Paccar,151,23522.3,Motor Vehicles & Parts,Bellevue,WA
McDonald's,152,23222.9,"Hotels, Restaurants & Leisure",Chicago,IL
Southern,153,23113,Energy,Atlanta,GA
Visa,147,24105,Business Services,San Francisco,CA
Rite Aid,148,24043.4,Food & Drug Stores,Camp Hill,PA
Cummins,149,24021,Industrials,Columbus,IN
U.S. Bancorp,150,23714,Financials,Minneapolis,MN
PayPal Holdings,143,25371,Business Services,San Jose,CA
Macy's,144,25292,Retailing,New York,NY
Duke Energy,145,24677,Energy,Charlotte,NC
United Airlines Holdings,146,24634,Transportation,Chicago,IL
Amgen,140,25979,Health Care,Thousand Oaks,CA
AutoNation,141,25844,Retailing,Fort Lauderdale,FL
Penske Automotive Group,142,25554.7,Retailing,Bloomfield Hills,MI
Salesforce,136,26492,Technology,San Francisco,CA
Dollar Tree,137,26321.2,Retailing,Chesapeake,VA
KKR,138,26141.3,Financials,New York,NY
Kraft Heinz,139,26042,"Food, Beverages & Tobacco",Chicago,IL
NRG Energy,133,26989,Energy,Houston,TX
Nvidia,134,26914,Technology,Santa Clara,CA
