0,1,2,3,4,5
"{'key': 'rank', 'value': '455'}","{'key': 'revenues', 'value': '5235.30'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Barnes & Noble Inc.'}"
"{'key': 'rank', 'value': '456'}","{'key': 'revenues', 'value': '5233.20'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqCity', 'value': 'Blue Bell'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Unisys Corporation'}"
"{'key': 'rank', 'value': '457'}","{'key': 'revenues', 'value': '5226.00'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Austin'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Freescale Semiconductor, Inc.'}"
"{'key': 'rank', 'value': '458'}","{'key': 'revenues', 'value': '5216.20'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Los Angeles'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AECOM Technology Corporation'}"
"{'key': 'rank', 'value': '459'}","{'key': 'revenues', 'value': '5184.00'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Spectra Energy Corp'}"
"{'key': 'rank', 'value': '460'}","{'key': 'revenues', 'value': '5163.40'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'FMC Technologies, Inc.'}"
"{'key': 'rank', 'value': '461'}","{'key': 'revenues', 'value': '5142.30'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Roanoke'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Advance Auto Parts, Inc.'}"
"{'key': 'rank', 'value': '462'}","{'key': 'revenues', 'value': '5137.60'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Canonsburg'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mylan Inc.'}"
"{'key': 'rank', 'value': '439'}","{'key': 'revenues', 'value': '5400.20'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Graybar Electric Company, Inc.'}"
"{'key': 'rank', 'value': '415'}","{'key': 'revenues', 'value': '5918.00'}","{'key': 'industry', 'value': 'Toys, Sporting Goods'}","{'key': 'hqCity', 'value': 'El Segundo'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mattel, Inc.'}"
"{'key': 'rank', 'value': '416'}","{'key': 'revenues', 'value': '5916.00'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqCity', 'value': 'Lake Forest'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tenneco Inc.'}"
"{'key': 'rank', 'value': '417'}","{'key': 'revenues', 'value': '5907.00'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqCity', 'value': 'White Plains'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Starwood Hotels & Resorts Worldwide, Inc.'}"
"{'key': 'rank', 'value': '418'}","{'key': 'revenues', 'value': '5881.00'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Sunnyvale'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Advanced Micro Devices, Inc.'}"
"{'key': 'rank', 'value': '419'}","{'key': 'revenues', 'value': '5874.40'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqCity', 'value': 'Cupertino'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Symantec Corporation'}"
"{'key': 'rank', 'value': '420'}","{'key': 'revenues', 'value': '5867.70'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Holly Corporation'}"
"{'key': 'rank', 'value': '421'}","{'key': 'revenues', 'value': '5848.90'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cameron International Corporation'}"
"{'key': 'rank', 'value': '422'}","{'key': 'revenues', 'value': '5847.00'}","{'key': 'industry', 'value': 'Building Materials, Glass'}","{'key': 'hqCity', 'value': 'Toledo'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Owens Corning'}"
"{'key': 'rank', 'value': '423'}","{'key': 'revenues', 'value': '5841.00'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Boise'}","{'key': 'hqState', 'value': 'ID'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Micron Technology, Inc.'}"
"{'key': 'rank', 'value': '424'}","{'key': 'revenues', 'value': '5800.10'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Berlin'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Northeast Utilities'}"
"{'key': 'rank', 'value': '425'}","{'key': 'revenues', 'value': '5774.00'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Santa Clara'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Agilent Technologies, Inc.'}"
"{'key': 'rank', 'value': '426'}","{'key': 'revenues', 'value': '5772.80'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqCity', 'value': 'Denver'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ProLogis'}"
"{'key': 'rank', 'value': '427'}","{'key': 'revenues', 'value': '5710.00'}","{'key': 'industry', 'value': 'Beverages'}","{'key': 'hqCity', 'value': 'Plano'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dr Pepper Snapple Group, Inc.'}"
"{'key': 'rank', 'value': '428'}","{'key': 'revenues', 'value': '5703.30'}","{'key': 'industry', 'value': 'Automotive Retailing, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Group 1 Automotive, Inc.'}"
"{'key': 'rank', 'value': '429'}","{'key': 'revenues', 'value': '5697.80'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Milwaukee'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rockwell Automation Inc.'}"
"{'key': 'rank', 'value': '430'}","{'key': 'revenues', 'value': '5677.90'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Chicago'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Northern Trust Corporation'}"
"{'key': 'rank', 'value': '431'}","{'key': 'revenues', 'value': '5663.70'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Canton'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Timken Company'}"
"{'key': 'rank', 'value': '432'}","{'key': 'revenues', 'value': '5660.30'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Framingham'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Perini Corporation'}"
"{'key': 'rank', 'value': '433'}","{'key': 'revenues', 'value': '5660.20'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqCity', 'value': 'El Segundo'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'DaVita Inc.'}"
"{'key': 'rank', 'value': '434'}","{'key': 'revenues', 'value': '5633.90'}","{'key': 'industry', 'value': 'Transportation and Logistics'}","{'key': 'hqCity', 'value': 'Seattle'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Expeditors International of Washington, Inc.'}"
"{'key': 'rank', 'value': '435'}","{'key': 'revenues', 'value': '5596.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Wayne'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SunGard Data Systems, Inc.'}"
"{'key': 'rank', 'value': '436'}","{'key': 'revenues', 'value': '5589.90'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Englewood'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CH2M Hill Companies, Ltd.'}"
"{'key': 'rank', 'value': '437'}","{'key': 'revenues', 'value': '5517.30'}","{'key': 'industry', 'value': 'Temporary Help'}","{'key': 'hqCity', 'value': 'Troy'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kelly Services, Inc.'}"
"{'key': 'rank', 'value': '438'}","{'key': 'revenues', 'value': '5426.30'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BJ Services Company'}"
"{'key': 'rank', 'value': '391'}","{'key': 'revenues', 'value': '6355.10'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The McGraw-Hill Companies, Inc.'}"
"{'key': 'rank', 'value': '392'}","{'key': 'revenues', 'value': '6310.60'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Covington'}","{'key': 'hqState', 'value': 'KY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Omnicare, Inc.'}"
"{'key': 'rank', 'value': '393'}","{'key': 'revenues', 'value': '6289.50'}","{'key': 'industry', 'value': 'Homebuilders'}","{'key': 'hqCity', 'value': 'Bloomfield Hills'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pulte Homes, Inc.'}"
"{'key': 'rank', 'value': '394'}","{'key': 'revenues', 'value': '6263.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'San Francisco'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Visa, Inc.'}"
"{'key': 'rank', 'value': '395'}","{'key': 'revenues', 'value': '6262.30'}","{'key': 'industry', 'value': 'Computers, Office Equipment'}","{'key': 'hqCity', 'value': 'Stamford'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pitney Bowes Inc.'}"
"{'key': 'rank', 'value': '396'}","{'key': 'revenues', 'value': '6230.10'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Highland Heights'}","{'key': 'hqState', 'value': 'KY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'General Cable Corporation'}"
"{'key': 'rank', 'value': '397'}","{'key': 'revenues', 'value': '6228.90'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CIT Group, Inc.'}"
"{'key': 'rank', 'value': '398'}","{'key': 'revenues', 'value': '6213.80'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Santa Ana'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The First American Corporation'}"
"{'key': 'rank', 'value': '399'}","{'key': 'revenues', 'value': '6203.70'}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqCity', 'value': 'Miami'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ryder System, Inc.'}"
"{'key': 'rank', 'value': '400'}","{'key': 'revenues', 'value': '6199.00'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Greenwood Village'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Newmont Mining Corporation'}"
"{'key': 'rank', 'value': '401'}","{'key': 'revenues', 'value': '6160.60'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Affiliated Computer Services, Inc.'}"
"{'key': 'rank', 'value': '402'}","{'key': 'revenues', 'value': '6144.00'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Charlotte'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SPX Corporation'}"
"{'key': 'rank', 'value': '403'}","{'key': 'revenues', 'value': '6137.50'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'St. Paul'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ecolab Inc.'}"
"{'key': 'rank', 'value': '404'}","{'key': 'revenues', 'value': '6136.60'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Glenview'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Anixter International Inc.'}"
"{'key': 'rank', 'value': '405'}","{'key': 'revenues', 'value': '6124.00'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'Overland Park'}","{'key': 'hqState', 'value': 'KS'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Embarq Corporation'}"
"{'key': 'rank', 'value': '406'}","{'key': 'revenues', 'value': '6110.80'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Pittsburgh'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'WESCO International, Inc.'}"
"{'key': 'rank', 'value': '407'}","{'key': 'revenues', 'value': '6093.00'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hexion Specialty Chemicals, Inc.'}"
"{'key': 'rank', 'value': '408'}","{'key': 'revenues', 'value': '6086.10'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqCity', 'value': 'Towson'}","{'key': 'hqState', 'value': 'MD'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Black & Decker Corporation'}"
"{'key': 'rank', 'value': '409'}","{'key': 'revenues', 'value': '6060.60'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqCity', 'value': 'Minneapolis'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Thrivent Financial for Lutherans'}"
"{'key': 'rank', 'value': '410'}","{'key': 'revenues', 'value': '6032.40'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqCity', 'value': 'San Mateo'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Franklin Resources, Inc.'}"
"{'key': 'rank', 'value': '411'}","{'key': 'revenues', 'value': '5984.00'}","{'key': 'industry', 'value': 'Automotive Retailing, Services'}","{'key': 'hqCity', 'value': 'Parsippany'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Avis Budget Group, Inc.'}"
"{'key': 'rank', 'value': '412'}","{'key': 'revenues', 'value': '5971.30'}","{'key': 'industry', 'value': 'Transportation Equipment'}","{'key': 'hqCity', 'value': 'Milwaukee'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Harley-Davidson, Inc.'}"
"{'key': 'rank', 'value': '413'}","{'key': 'revenues', 'value': '5968.20'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqCity', 'value': 'Beachwood'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aleris International, Inc.'}"
"{'key': 'rank', 'value': '414'}","{'key': 'revenues', 'value': '5948.00'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqCity', 'value': 'Corning'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Corning Inc.'}"
"{'key': 'rank', 'value': '369'}","{'key': 'revenues', 'value': '6821.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Jackson'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CMS Energy Corporation'}"
"{'key': 'rank', 'value': '370'}","{'key': 'revenues', 'value': '6785.20'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Norwalk'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Emcor Group, Inc.'}"
"{'key': 'rank', 'value': '371'}","{'key': 'revenues', 'value': '6767.70'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'McLean'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Gannett Co., Inc.'}"
"{'key': 'rank', 'value': '372'}","{'key': 'revenues', 'value': '6764.80'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqCity', 'value': 'San Antonio'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CC Media Holdings, Inc.'}"
"{'key': 'rank', 'value': '373'}","{'key': 'revenues', 'value': '6754.90'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqCity', 'value': 'Austin'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hormel Foods Corporation'}"
"{'key': 'rank', 'value': '374'}","{'key': 'revenues', 'value': '6747.20'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Orlando'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Darden Restaurants, Inc.'}"
"{'key': 'rank', 'value': '375'}","{'key': 'revenues', 'value': '6718.20'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Kalamazoo'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Stryker Corporation'}"
"{'key': 'rank', 'value': '376'}","{'key': 'revenues', 'value': '6710.40'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Pasadena'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Avery Dennison Corporation'}"
"{'key': 'rank', 'value': '377'}","{'key': 'revenues', 'value': '6648.20'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'King of Prussia'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'UGI Corporation'}"
"{'key': 'rank', 'value': '378'}","{'key': 'revenues', 'value': '6646.10'}","{'key': 'industry', 'value': 'Homebuilders'}","{'key': 'hqCity', 'value': 'Fort Worth'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'D.R. Horton, Inc.'}"
"{'key': 'rank', 'value': '379'}","{'key': 'revenues', 'value': '6645.10'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqCity', 'value': 'Greenville'}","{'key': 'hqState', 'value': 'SC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AbitibiBowater Inc.'}"
"{'key': 'rank', 'value': '380'}","{'key': 'revenues', 'value': '6522.70'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Memphis'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AutoZone, Inc.'}"
"{'key': 'rank', 'value': '381'}","{'key': 'revenues', 'value': '6521.90'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqCity', 'value': 'Tampa'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'WellCare Health Plans, Inc.'}"
"{'key': 'rank', 'value': '382'}","{'key': 'revenues', 'value': '6499.00'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'KeyCorp'}"
"{'key': 'rank', 'value': '383'}","{'key': 'revenues', 'value': '6498.80'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Frontier Oil Corporation'}"
"{'key': 'rank', 'value': '384'}","{'key': 'revenues', 'value': '6486.10'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Pleasanton'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ross Stores, Inc.'}"
