0,1,2,3,4,5
"{'key': 'rank', 'value': '831'}","{'key': 'revenues', 'value': '2248.30'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Pekin'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aventine Renewable Energy Holdings, Inc'}"
"{'key': 'rank', 'value': '832'}","{'key': 'revenues', 'value': '2247.40'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqCity', 'value': 'Omaha'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'West Corporation'}"
"{'key': 'rank', 'value': '833'}","{'key': 'revenues', 'value': '2246.20'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Beloit'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Regal Beloit Corporation'}"
"{'key': 'rank', 'value': '834'}","{'key': 'revenues', 'value': '2237.00'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'Stamford'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Frontier Communications Corporation'}"
"{'key': 'rank', 'value': '835'}","{'key': 'revenues', 'value': '2234.10'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Lake Success'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Broadridge Financial Solutions, Inc.'}"
"{'key': 'rank', 'value': '836'}","{'key': 'revenues', 'value': '2232.50'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Minneapolis'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Donaldson Company, Inc.'}"
"{'key': 'rank', 'value': '837'}","{'key': 'revenues', 'value': '2232.40'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqCity', 'value': 'Grand Rapids'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal Forest Products, Inc.'}"
"{'key': 'rank', 'value': '838'}","{'key': 'revenues', 'value': '2225.00'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Newfield Exploration Company'}"
"{'key': 'rank', 'value': '839'}","{'key': 'revenues', 'value': '2222.30'}","{'key': 'industry', 'value': 'Temporary Help'}","{'key': 'hqCity', 'value': 'Jacksonville'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MPS Group, Inc.'}"
"{'key': 'rank', 'value': '840'}","{'key': 'revenues', 'value': '2212.70'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rowan Companies, Inc.'}"
"{'key': 'rank', 'value': '841'}","{'key': 'revenues', 'value': '2209.10'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Patterson-UTI Energy, Inc.'}"
"{'key': 'rank', 'value': '842'}","{'key': 'revenues', 'value': '2200.70'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sigma-Aldrich Corporation'}"
"{'key': 'rank', 'value': '843'}","{'key': 'revenues', 'value': '2199.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alliance Data Systems Corporation'}"
"{'key': 'rank', 'value': '844'}","{'key': 'revenues', 'value': '2194.70'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dresser-Rand Group Inc.'}"
"{'key': 'rank', 'value': '845'}","{'key': 'revenues', 'value': '2194.60'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Irving'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Zale Corporation'}"
"{'key': 'rank', 'value': '846'}","{'key': 'revenues', 'value': '2194.60'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AnnTaylor Stores Corporation'}"
"{'key': 'rank', 'value': '847'}","{'key': 'revenues', 'value': '2193.70'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'York'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dentsply International Inc.'}"
"{'key': 'rank', 'value': '848'}","{'key': 'revenues', 'value': '2189.20'}","{'key': 'industry', 'value': 'Temporary Help'}","{'key': 'hqCity', 'value': 'Fort Lauderdale'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Spherion Corporation'}"
"{'key': 'rank', 'value': '849'}","{'key': 'revenues', 'value': '2188.30'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqCity', 'value': 'Franklin'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HealthSpring, Inc.'}"
"{'key': 'rank', 'value': '850'}","{'key': 'revenues', 'value': '2186.20'}","{'key': 'industry', 'value': 'Tobacco'}","{'key': 'hqCity', 'value': 'Richmond'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal Corporation'}"
"{'key': 'rank', 'value': '851'}","{'key': 'revenues', 'value': '2182.10'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqCity', 'value': 'Greenwich'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Interactive Brokers Group, Inc.'}"
"{'key': 'rank', 'value': '852'}","{'key': 'revenues', 'value': '2179.50'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Ronkonkoma'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NBTY, Inc.'}"
"{'key': 'rank', 'value': '853'}","{'key': 'revenues', 'value': '2178.00'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqCity', 'value': 'Ann Arbor'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Affinia Group Intermediate Holdings Inc.'}"
"{'key': 'rank', 'value': '811'}","{'key': 'revenues', 'value': '2361.50'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Norwalk'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Applied Biosystems Inc.'}"
"{'key': 'rank', 'value': '812'}","{'key': 'revenues', 'value': '2360.50'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqCity', 'value': 'Lake Forest'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Packaging Corporation of America'}"
"{'key': 'rank', 'value': '813'}","{'key': 'revenues', 'value': '2340.40'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Winona'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fastenal Company'}"
"{'key': 'rank', 'value': '814'}","{'key': 'revenues', 'value': '2340.10'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Irving'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pioneer Natural Resources Company'}"
"{'key': 'rank', 'value': '815'}","{'key': 'revenues', 'value': '2339.10'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Providence'}","{'key': 'hqState', 'value': 'RI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NTK Holdings, Inc.'}"
"{'key': 'rank', 'value': '816'}","{'key': 'revenues', 'value': '2337.50'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Kansas City'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Great Plains Energy Incorporated'}"
"{'key': 'rank', 'value': '817'}","{'key': 'revenues', 'value': '2329.50'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Norwalk'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'IMS Health Incorporated'}"
"{'key': 'rank', 'value': '818'}","{'key': 'revenues', 'value': '2315.20'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqCity', 'value': 'San Rafael'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Autodesk Inc.'}"
"{'key': 'rank', 'value': '819'}","{'key': 'revenues', 'value': '2311.60'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Southwestern Energy Company'}"
"{'key': 'rank', 'value': '820'}","{'key': 'revenues', 'value': '2306.40'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Sarasota'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Roper Industries, Inc.'}"
"{'key': 'rank', 'value': '821'}","{'key': 'revenues', 'value': '2306.10'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ferro Corporation'}"
"{'key': 'rank', 'value': '822'}","{'key': 'revenues', 'value': '2304.90'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Milwaukee'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'A.O. Smith Corporation'}"
"{'key': 'rank', 'value': '823'}","{'key': 'revenues', 'value': '2292.80'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Synovus Financial Corp.'}"
"{'key': 'rank', 'value': '824'}","{'key': 'revenues', 'value': '2290.70'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Overland Park'}","{'key': 'hqState', 'value': 'KS'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ferrellgas Partners, L.P.'}"
"{'key': 'rank', 'value': '825'}","{'key': 'revenues', 'value': '2285.40'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Kansas City'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'DST Systems, Inc.'}"
"{'key': 'rank', 'value': '826'}","{'key': 'revenues', 'value': '2281.90'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Sunnyvale'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Spansion Inc.'}"
"{'key': 'rank', 'value': '827'}","{'key': 'revenues', 'value': '2279.40'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HCC Insurance Holdings, Inc.'}"
"{'key': 'rank', 'value': '828'}","{'key': 'revenues', 'value': '2276.40'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Brown Shoe Company, Inc.'}"
"{'key': 'rank', 'value': '787'}","{'key': 'revenues', 'value': '2468.80'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pride International, Inc.'}"
"{'key': 'rank', 'value': '788'}","{'key': 'revenues', 'value': '2467.10'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Baton Rouge'}","{'key': 'hqState', 'value': 'LA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Albemarle Corporation'}"
"{'key': 'rank', 'value': '789'}","{'key': 'revenues', 'value': '2466.50'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Albuquerque'}","{'key': 'hqState', 'value': 'NM'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PNM Resources Inc.'}"
"{'key': 'rank', 'value': '790'}","{'key': 'revenues', 'value': '2455.00'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Miami'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Burger King Holdings, Inc.'}"
"{'key': 'rank', 'value': '791'}","{'key': 'revenues', 'value': '2452.10'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Murray Hill'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'C.R. Bard, Inc.'}"
"{'key': 'rank', 'value': '792'}","{'key': 'revenues', 'value': '2432.60'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqCity', 'value': 'Madison'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CUNA Mutual Insurance Society'}"
"{'key': 'rank', 'value': '793'}","{'key': 'revenues', 'value': '2430.60'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqCity', 'value': 'Boise'}","{'key': 'hqState', 'value': 'ID'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Boise, Inc.'}"
"{'key': 'rank', 'value': '794'}","{'key': 'revenues', 'value': '2423.10'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqCity', 'value': 'Wyomissing'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Penn National Gaming, Inc.'}"
"{'key': 'rank', 'value': '795'}","{'key': 'revenues', 'value': '2422.40'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqCity', 'value': 'Princeton'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Church & Dwight Co., Inc.'}"
"{'key': 'rank', 'value': '796'}","{'key': 'revenues', 'value': '2422.40'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqCity', 'value': 'Sunbury'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Weis Markets, Inc.'}"
"{'key': 'rank', 'value': '797'}","{'key': 'revenues', 'value': '2420.90'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Limerick'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Teleflex Incorporated'}"
"{'key': 'rank', 'value': '798'}","{'key': 'revenues', 'value': '2420.50'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqCity', 'value': 'Arlington'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CACI International, Inc.'}"
"{'key': 'rank', 'value': '799'}","{'key': 'revenues', 'value': '2414.90'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqCity', 'value': 'Thomasville'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Flowers Foods, Inc.'}"
"{'key': 'rank', 'value': '800'}","{'key': 'revenues', 'value': '2414.20'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Los Angeles'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mercury General Corporation'}"
"{'key': 'rank', 'value': '801'}","{'key': 'revenues', 'value': '2412.60'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Scholastic Corporation'}"
"{'key': 'rank', 'value': '802'}","{'key': 'revenues', 'value': '2403.50'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Plains Exploration and Production Company'}"
"{'key': 'rank', 'value': '803'}","{'key': 'revenues', 'value': '2400.40'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Williamsville'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'National Fuel Gas Company'}"
"{'key': 'rank', 'value': '804'}","{'key': 'revenues', 'value': '2399.50'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqCity', 'value': 'Montpelier'}","{'key': 'hqState', 'value': 'VT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'National Life Group'}"
"{'key': 'rank', 'value': '805'}","{'key': 'revenues', 'value': '2389.40'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'International Flavors & Fragrances Inc.'}"
"{'key': 'rank', 'value': '806'}","{'key': 'revenues', 'value': '2387.10'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Medical Mutual of Ohio'}"
"{'key': 'rank', 'value': '807'}","{'key': 'revenues', 'value': '2384.50'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Lebanon'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cracker Barrel Old Country Store, Inc.'}"
"{'key': 'rank', 'value': '808'}","{'key': 'revenues', 'value': '2383.30'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Warsaw'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Biomet, Inc.'}"
"{'key': 'rank', 'value': '809'}","{'key': 'revenues', 'value': '2381.90'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'Livonia'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Valassis Communications, Inc.'}"
"{'key': 'rank', 'value': '810'}","{'key': 'revenues', 'value': '2366.30'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Annaly Capital Management, Inc.'}"
"{'key': 'rank', 'value': '764'}","{'key': 'revenues', 'value': '2552.70'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Sidney'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Cabela's Incorporated""}"
"{'key': 'rank', 'value': '765'}","{'key': 'revenues', 'value': '2552.50'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqCity', 'value': 'Orlando'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AirTran Holdings, Inc.'}"
"{'key': 'rank', 'value': '766'}","{'key': 'revenues', 'value': '2545.10'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Johnston'}","{'key': 'hqState', 'value': 'RI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Factory Mutual Insurance Company'}"
"{'key': 'rank', 'value': '767'}","{'key': 'revenues', 'value': '2543.40'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Rockville'}","{'key': 'hqState', 'value': 'MD'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Catalyst Health Solutions, Inc.'}"
"{'key': 'rank', 'value': '768'}","{'key': 'revenues', 'value': '2543.10'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqCity', 'value': 'Fort Worth'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AmeriCredit Corp.'}"
"{'key': 'rank', 'value': '769'}","{'key': 'revenues', 'value': '2535.50'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Corona'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Watson Pharmaceuticals, Inc.'}"
"{'key': 'rank', 'value': '770'}","{'key': 'revenues', 'value': '2531.10'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Paoli'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AMETEK, Inc.'}"
"{'key': 'rank', 'value': '771'}","{'key': 'revenues', 'value': '2528.60'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Reno'}","{'key': 'hqState', 'value': 'NV'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'International Game Technology'}"
